REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,New Mexico,2024,44,X,2.41192,395,32,16377
States,New York,2024,44,X,2.05957,1914,161,92932
States,North Carolina,2024,44,X,2.01674,1906,137,94509
States,North Dakota,2024,44,X,0.816692,137,23,16775
States,Ohio,2024,44,X,2.73812,1166,93,42584
States,Oklahoma,2024,44,X,1.10144,234,38,21245
States,Oregon,2024,44,X,1.29625,432,83,33327
States,Pennsylvania,2024,44,X,1.6102,1020,93,63346
States,Rhode Island,2024,44,X,1.38209,178,21,12879
States,South Carolina,2024,44,X,2.55366,840,37,32894
States,South Dakota,2024,44,X,0.780622,68,32,8711
States,Tennessee,2024,44,X,2.28296,710,37,31100
States,Texas,2024,44,X,2.70384,1216,48,44973
States,Utah,2024,44,X,1.03916,194,47,18669
States,Vermont,2024,44,X,0.950192,62,15,6525
States,Virginia,2024,44,X,3.10812,3728,198,119944
States,Washington,2024,44,X,1.22899,1207,153,98211
States,West Virginia,2024,44,X,1.81047,252,42,13919
States,Wisconsin,2024,44,X,1.53448,463,66,30173
States,Wyoming,2024,44,X,1.33448,31,15,2323
States,Commonwealth of the Northern Mariana Islands,2024,44,X,X,X,X,X
States,Puerto Rico,2024,44,X,2.9164,45,5,1543
States,Virgin Islands,2024,44,X,1.87793,24,4,1278
States,New York City,2024,44,X,4.24313,4858,102,114491
States,Alabama,2024,45,X,2.35658,1075,102,45617
States,Alaska,2024,45,X,1.63818,69,12,4212
States,Arizona,2024,45,X,2.52736,1947,122,77037
States,Arkansas,2024,45,X,1.85528,281,50,15146
States,California,2024,45,X,3.07401,8990,209,292452
States,Colorado,2024,45,X,2.37038,1116,97,47081
States,Connecticut,2024,45,X,2.25824,974,69,43131
States,Delaware,2024,45,X,0.701387,87,22,12404
States,District of Columbia,2024,45,X,5.26986,414,6,7856
States,Florida,2024,45,X,3.7546,9565,356,254754
States,Georgia,2024,45,X,3.61539,3025,98,83670
States,Hawaii,2024,45,X,2.25108,754,35,33495
States,Idaho,2024,45,X,1.18656,928,51,78209
States,Illinois,2024,45,X,1.38207,1062,189,76841
States,Indiana,2024,45,X,2.24766,1718,154,76435
States,Iowa,2024,45,X,0.718762,39,15,5426
States,Kansas,2024,45,X,1.90871,230,23,12050
States,Kentucky,2024,45,X,0.84287,1163,114,137981
States,Louisiana,2024,45,X,2.97089,1238,87,41671
States,Maine,2024,45,X,1.58396,248,47,15657
States,Maryland,2024,45,X,2.81463,1394,68,49527
States,Massachusetts,2024,45,X,1.88648,1696,109,89903
States,Michigan,2024,45,X,1.36901,2121,301,154930
States,Minnesota,2024,45,X,1.21141,545,80,44989
States,Mississippi,2024,45,X,2.82111,378,28,13399
States,Missouri,2024,45,X,1.1112,281,41,25288
States,Montana,2024,45,X,0.635145,27,27,4251
States,Nebraska,2024,45,X,2.14911,356,89,16565
States,Nevada,2024,45,X,2.18497,816,59,37346
States,New Hampshire,2024,45,X,1.12613,105,23,9324
States,New Jersey,2024,45,X,4.14487,1157,31,27914
States,New Mexico,2024,45,X,2.90368,451,32,15532
States,New York,2024,45,X,2.23525,2052,161,91802
States,North Carolina,2024,45,X,2.12953,2038,138,95702
States,North Dakota,2024,45,X,0.836141,139,23,16624
States,Ohio,2024,45,X,2.76739,1192,94,43073
States,Oklahoma,2024,45,X,1.03274,217,37,21012
States,Oregon,2024,45,X,1.46576,500,83,34112
States,Pennsylvania,2024,45,X,1.55161,1002,95,64578
States,Rhode Island,2024,45,X,1.24732,163,22,13068
States,South Carolina,2024,45,X,2.67556,895,38,33451
States,South Dakota,2024,45,X,0.923008,82,32,8884
States,Tennessee,2024,45,X,2.8883,964,94,33376
States,Texas,2024,45,X,2.761,1225,47,44368
States,Utah,2024,45,X,1.18424,226,43,19084
States,Vermont,2024,45,X,0.97189,65,15,6688
States,Virginia,2024,45,X,3.07628,3749,198,121868
States,Washington,2024,45,X,1.38254,1398,153,101118
States,West Virginia,2024,45,X,1.74454,227,40,13012
States,Wisconsin,2024,45,X,1.49412,450,66,30118
States,Wyoming,2024,45,X,1.94055,47,15,2422
States,Commonwealth of the Northern Mariana Islands,2024,45,X,X,X,X,X
States,Puerto Rico,2024,45,X,3.91791,63,6,1608
States,Virgin Islands,2024,45,X,3.49345,40,4,1145
States,New York City,2024,45,X,4.24181,4956,102,116837
States,Alabama,2024,46,X,2.69706,1215,103,45049
States,Alaska,2024,46,X,2.18288,90,12,4123
States,Arizona,2024,46,X,2.845,2263,122,79543
States,Arkansas,2024,46,X,1.97291,300,49,15206
States,California,2024,46,X,3.34095,9765,210,292282
States,Colorado,2024,46,X,2.36474,1212,97,51253
States,Connecticut,2024,46,X,2.34793,982,69,41824
States,Delaware,2024,46,X,0.915095,115,21,12567
States,District of Columbia,2024,46,X,5.6719,455,7,8022
States,Florida,2024,46,X,4.06481,10304,356,253493
States,Georgia,2024,46,X,3.79529,3002,99,79098
States,Hawaii,2024,46,X,2.50453,718,35,28668
States,Idaho,2024,46,X,1.54719,210,51,13573
States,Illinois,2024,46,X,1.40988,1085,190,76957
States,Indiana,2024,46,X,2.38284,1807,154,75834
States,Iowa,2024,46,X,1.16893,62,15,5304
States,Kansas,2024,46,X,2.07238,264,24,12739
States,Kentucky,2024,46,X,0.843114,1191,114,141262
States,Louisiana,2024,46,X,3.52226,1461,87,41479
States,Maine,2024,46,X,1.40131,210,47,14986
States,Maryland,2024,46,X,2.99733,1460,67,48710
States,Massachusetts,2024,46,X,1.86358,1624,110,87144
States,Michigan,2024,46,X,1.44135,2239,301,155341
States,Minnesota,2024,46,X,1.31281,597,80,45475
States,Mississippi,2024,46,X,2.97694,377,28,12664
States,Missouri,2024,46,X,1.02258,259,41,25328
States,Montana,2024,46,X,0.462107,20,27,4328
States,Nebraska,2024,46,X,2.24159,373,90,16640
States,Nevada,2024,46,X,2.68357,1020,59,38009
States,New Hampshire,2024,46,X,1.25815,110,22,8743
States,New Jersey,2024,46,X,4.17665,1151,31,27558
States,New Mexico,2024,46,X,3.05572,510,32,16690
States,New York,2024,46,X,2.26351,2082,161,91981
States,North Carolina,2024,46,X,2.18046,2012,138,92274
States,North Dakota,2024,46,X,0.77077,131,23,16996
States,Ohio,2024,46,X,2.94235,1256,96,42687
States,Oklahoma,2024,46,X,1.07081,274,38,25588
States,Oregon,2024,46,X,1.71167,587,83,34294
States,Pennsylvania,2024,46,X,1.66226,1049,95,63107
States,Rhode Island,2024,46,X,1.4279,182,22,12746
States,South Carolina,2024,46,X,3.03566,996,38,32810
States,South Dakota,2024,46,X,0.67868,58,32,8546
States,Tennessee,2024,46,X,3.23605,1019,92,31489
States,Texas,2024,46,X,3.5363,1607,48,45443
States,Utah,2024,46,X,1.47891,290,47,19609
States,Vermont,2024,46,X,0.930871,61,15,6553
States,Virginia,2024,46,X,3.12807,3789,198,121129
States,Washington,2024,46,X,1.57555,1613,153,102377
States,West Virginia,2024,46,X,1.35013,194,44,14369
States,Wisconsin,2024,46,X,1.43004,430,66,30069
States,Wyoming,2024,46,X,1.66113,40,16,2408
States,Commonwealth of the Northern Mariana Islands,2024,46,X,X,X,X,X
States,Puerto Rico,2024,46,X,4.27046,84,6,1967
States,Virgin Islands,2024,46,X,1.81653,20,4,1101
States,New York City,2024,46,X,4.47054,5007,102,112000
States,Alabama,2024,47,X,2.75663,1235,102,44801
States,Alaska,2024,47,X,2.03488,84,12,4128
States,Arizona,2024,47,X,3.23989,2665,122,82256
States,Arkansas,2024,47,X,2.32927,338,49,14511
States,California,2024,47,X,3.71437,11084,209,298409
States,Colorado,2024,47,X,2.64767,1368,97,51668
States,Connecticut,2024,47,X,2.4721,1021,68,41301
States,Delaware,2024,47,X,1.06809,136,20,12733
States,District of Columbia,2024,47,X,6.93847,565,7,8143
States,Florida,2024,47,X,4.13696,10149,353,245325
States,Georgia,2024,47,X,4.24468,3514,101,82786
States,Hawaii,2024,47,X,2.41146,845,35,35041
States,Idaho,2024,47,X,2.62224,362,51,13805
States,Illinois,2024,47,X,1.60118,1242,190,77568
States,Indiana,2024,47,X,2.62368,1994,155,76000
States,Iowa,2024,47,X,0.905228,49,15,5413
States,Kansas,2024,47,X,2.58731,323,23,12484
States,Kentucky,2024,47,X,0.984055,1367,114,138915
States,Louisiana,2024,47,X,4.2282,1755,87,41507
States,Maine,2024,47,X,1.60663,219,36,13631
States,Maryland,2024,47,X,3.34278,1651,66,49390
States,Massachusetts,2024,47,X,1.9852,1795,110,90419
States,Michigan,2024,47,X,1.52137,2504,301,164589
States,Minnesota,2024,47,X,1.39415,652,80,46767
States,Mississippi,2024,47,X,3.3178,356,28,10730
States,Missouri,2024,47,X,1.11329,290,41,26049
States,Montana,2024,47,X,0.44843,19,27,4237
States,Nebraska,2024,47,X,2.28404,358,89,15674
States,Nevada,2024,47,X,2.84767,1108,59,38909
States,New Hampshire,2024,47,X,1.44344,129,22,8937
States,New Jersey,2024,47,X,4.57982,1260,30,27512
States,New Mexico,2024,47,X,3.1378,521,32,16604
States,New York,2024,47,X,2.38223,2173,160,91217
States,North Carolina,2024,47,X,2.28813,2141,138,93570
States,North Dakota,2024,47,X,0.844983,136,23,16095
States,Ohio,2024,47,X,2.92256,1288,93,44071
States,Oklahoma,2024,47,X,1.16611,306,38,26241
States,Oregon,2024,47,X,2.24706,784,83,34890
States,Pennsylvania,2024,47,X,1.60642,1015,95,63184
States,Rhode Island,2024,47,X,1.17118,151,20,12893
States,South Carolina,2024,47,X,3.00682,1001,38,33291
States,South Dakota,2024,47,X,0.935112,82,32,8769
States,Tennessee,2024,47,X,3.13712,1019,92,32482
States,Texas,2024,47,X,3.72385,1684,48,45222
States,Utah,2024,47,X,1.73024,342,43,19766
States,Vermont,2024,47,X,0.928695,59,15,6353
States,Virginia,2024,47,X,3.46352,4263,198,123083
States,Washington,2024,47,X,1.73214,1769,153,102128
States,West Virginia,2024,47,X,1.96727,244,38,12403
States,Wisconsin,2024,47,X,1.77723,546,66,30722
States,Wyoming,2024,47,X,2.40481,60,15,2495
States,Commonwealth of the Northern Mariana Islands,2024,47,X,X,X,X,X
States,Puerto Rico,2024,47,X,3.00097,62,7,2066
States,Virgin Islands,2024,47,X,2.99824,34,4,1134
States,New York City,2024,47,X,4.88147,5706,101,116891
States,Alabama,2024,48,X,3.74575,1455,101,38844
States,Alaska,2024,48,X,2.70597,112,12,4139
States,Arizona,2024,48,X,3.99404,2975,122,74486
States,Arkansas,2024,48,X,2.12504,259,49,12188
States,California,2024,48,X,4.43184,10711,209,241683
States,Colorado,2024,48,X,2.74946,1200,97,43645
States,Connecticut,2024,48,X,2.61409,1015,69,38828
States,Delaware,2024,48,X,1.02802,113,22,10992
States,District of Columbia,2024,48,X,5.67942,377,7,6638
States,Florida,2024,48,X,4.35081,9958,352,228877
States,Georgia,2024,48,X,4.52012,3471,101,76790
States,Hawaii,2024,48,X,3.14768,681,35,21635
States,Idaho,2024,48,X,2.84988,381,51,13369
States,Illinois,2024,48,X,1.81448,1195,186,65859
States,Indiana,2024,48,X,2.67089,1856,155,69490
States,Iowa,2024,48,X,1.70858,53,15,3102
States,Kansas,2024,48,X,2.62285,269,22,10256
States,Kentucky,2024,48,X,1.28201,1309,115,102105
States,Louisiana,2024,48,X,5.22964,2061,87,39410
States,Maine,2024,48,X,1.37313,184,47,13400
States,Maryland,2024,48,X,3.09636,1409,69,45505
States,Massachusetts,2024,48,X,2.32103,1768,109,76173
States,Michigan,2024,48,X,1.75595,2404,301,136906
States,Minnesota,2024,48,X,1.37986,505,80,36598
States,Mississippi,2024,48,X,4.18573,485,30,11587
States,Missouri,2024,48,X,1.2892,303,41,23503
States,Montana,2024,48,X,0.3727,16,27,4293
States,Nebraska,2024,48,X,2.73319,395,89,14452
States,Nevada,2024,48,X,3.49251,1217,59,34846
States,New Hampshire,2024,48,X,1.45663,112,22,7689
States,New Jersey,2024,48,X,4.88321,1269,31,25987
States,New Mexico,2024,48,X,4.15465,634,32,15260
States,New York,2024,48,X,2.40513,2018,160,83904
States,North Carolina,2024,48,X,2.31331,1986,138,85851
States,North Dakota,2024,48,X,1.27969,167,23,13050
States,Ohio,2024,48,X,3.16635,1206,95,38088
States,Oklahoma,2024,48,X,1.27631,299,38,23427
States,Oregon,2024,48,X,2.50403,824,83,32907
States,Pennsylvania,2024,48,X,1.7105,958,92,56007
States,Rhode Island,2024,48,X,1.31846,143,22,10846
States,South Carolina,2024,48,X,3.21522,960,37,29858
States,South Dakota,2024,48,X,1.13802,78,32,6854
States,Tennessee,2024,48,X,3.83435,1099,93,28662
States,Texas,2024,48,X,3.90811,1429,47,36565
States,Utah,2024,48,X,1.78153,289,47,16222
States,Vermont,2024,48,X,0.819978,44,14,5366
States,Virginia,2024,48,X,3.5857,4057,198,113144
States,Washington,2024,48,X,2.12308,1864,153,87797
States,West Virginia,2024,48,X,1.04769,96,39,9163
States,Wisconsin,2024,48,X,1.72982,478,66,27633
States,Wyoming,2024,48,X,2.16346,36,15,1664
States,Commonwealth of the Northern Mariana Islands,2024,48,X,X,X,X,X
States,Puerto Rico,2024,48,X,3.51482,51,6,1451
States,Virgin Islands,2024,48,X,1.16649,11,4,943
States,New York City,2024,48,X,5.23299,5661,100,108179
States,Alabama,2024,49,X,3.41565,1480,97,43330
States,Alaska,2024,49,X,3.5408,161,12,4547
States,Arizona,2024,49,X,3.9007,3298,122,84549
States,Arkansas,2024,49,X,2.71189,327,49,12058
States,California,2024,49,X,4.81174,14339,209,298000
States,Colorado,2024,49,X,3.2142,1653,97,51428
States,Connecticut,2024,49,X,2.60327,1077,69,41371
States,Delaware,2024,49,X,1.29529,148,21,11426
States,District of Columbia,2024,49,X,6.19929,489,7,7888
States,Florida,2024,49,X,4.27963,10510,353,245582
States,Georgia,2024,49,X,4.30693,3489,99,81009
States,Hawaii,2024,49,X,2.75668,969,35,35151
States,Idaho,2024,49,X,3.59015,500,51,13927
States,Illinois,2024,49,X,1.97648,1486,189,75184
States,Indiana,2024,49,X,2.93237,2233,156,76150
States,Iowa,2024,49,X,1.58088,86,15,5440
States,Kansas,2024,49,X,3.28963,409,24,12433
States,Kentucky,2024,49,X,1.13803,1608,115,141297
States,Louisiana,2024,49,X,5.42643,2246,87,41390
States,Maine,2024,49,X,1.60833,204,36,12684
States,Maryland,2024,49,X,3.20527,1561,69,48701
States,Massachusetts,2024,49,X,2.3878,2117,110,88659
States,Michigan,2024,49,X,1.77109,2734,299,154368
States,Minnesota,2024,49,X,1.63807,737,79,44992
States,Mississippi,2024,49,X,4.23087,508,29,12007
States,Missouri,2024,49,X,1.38509,349,41,25197
States,Montana,2024,49,X,0.689655,26,27,3770
States,Nebraska,2024,49,X,3.07375,506,90,16462
States,Nevada,2024,49,X,3.53191,1433,59,40573
States,New Hampshire,2024,49,X,1.45409,127,23,8734
States,New Jersey,2024,49,X,5.39616,1514,31,28057
States,New Mexico,2024,49,X,4.31853,705,32,16325
States,New York,2024,49,X,2.67706,2381,160,88941
States,North Carolina,2024,49,X,2.64916,2443,139,92218
States,North Dakota,2024,49,X,1.02848,169,23,16432
States,Ohio,2024,49,X,3.05071,1341,95,43957
States,Oklahoma,2024,49,X,1.58263,344,36,21736
States,Oregon,2024,49,X,3.51353,1231,83,35036
States,Pennsylvania,2024,49,X,1.91508,1161,94,60624
States,Rhode Island,2024,49,X,1.62762,214,22,13148
States,South Carolina,2024,49,X,3.55924,1137,38,31945
States,South Dakota,2024,49,X,0.966568,85,31,8794
States,Tennessee,2024,49,X,3.96209,1229,93,31019
States,Texas,2024,49,X,3.6419,1639,47,45004
States,Utah,2024,49,X,1.74373,353,47,20244
States,Vermont,2024,49,X,0.794165,49,15,6170
States,Virginia,2024,49,X,3.68157,4423,198,120139
States,Washington,2024,49,X,2.25161,2351,153,104414
States,West Virginia,2024,49,X,1.61485,228,48,14119
States,Wisconsin,2024,49,X,1.88221,574,66,30496
States,Wyoming,2024,49,X,1.42802,37,16,2591
States,Commonwealth of the Northern Mariana Islands,2024,49,X,X,X,X,X
States,Puerto Rico,2024,49,X,3.42551,83,6,2423
States,Virgin Islands,2024,49,X,0.863724,9,4,1042
States,New York City,2024,49,X,5.71615,6905,100,120798
States,Alabama,2024,50,X,4.71214,2214,104,46985
States,Alaska,2024,50,X,3.28587,150,12,4565
States,Arizona,2024,50,X,4.06176,3325,122,81861
States,Arkansas,2024,50,X,3.99562,438,47,10962
States,California,2024,50,X,5.33874,15626,209,292691
States,Colorado,2024,50,X,3.57888,1852,97,51748
States,Connecticut,2024,50,X,2.77804,1164,69,41900
States,Delaware,2024,50,X,1.316,161,21,12234
States,District of Columbia,2024,50,X,5.93578,549,7,9249
States,Florida,2024,50,X,4.58381,11436,352,249487
States,Georgia,2024,50,X,4.66536,3845,96,82416
States,Hawaii,2024,50,X,3.09042,1067,34,34526
States,Idaho,2024,50,X,4.57336,663,51,14497
States,Illinois,2024,50,X,2.34862,1766,182,75193
States,Indiana,2024,50,X,3.3391,2606,155,78045
States,Iowa,2024,50,X,1.75747,90,15,5121
States,Kansas,2024,50,X,3.92693,488,23,12427
States,Kentucky,2024,50,X,1.42823,2014,113,141014
States,Louisiana,2024,50,X,7.27231,3158,87,43425
States,Maine,2024,50,X,1.44634,207,47,14312
States,Maryland,2024,50,X,3.2735,1625,68,49641
States,Massachusetts,2024,50,X,2.76253,2491,110,90171
States,Michigan,2024,50,X,1.93984,2964,299,152796
States,Minnesota,2024,50,X,1.75813,774,79,44024
States,Mississippi,2024,50,X,4.1783,509,28,12182
States,Missouri,2024,50,X,1.54304,410,41,26571
States,Montana,2024,50,X,0.842764,35,27,4153
States,Nebraska,2024,50,X,3.22925,544,90,16846
States,Nevada,2024,50,X,4.22827,1696,59,40111
States,New Hampshire,2024,50,X,1.69184,149,23,8807
States,New Jersey,2024,50,X,5.74896,1696,32,29501
States,New Mexico,2024,50,X,4.93941,803,32,16257
States,New York,2024,50,X,2.99594,2832,160,94528
States,North Carolina,2024,50,X,2.70581,2569,139,94944
States,North Dakota,2024,50,X,0.938853,154,23,16403
States,Ohio,2024,50,X,3.37412,1500,97,44456
States,Oklahoma,2024,50,X,1.37398,375,38,27293
States,Oregon,2024,50,X,5.94975,2233,82,37531
States,Pennsylvania,2024,50,X,1.91521,1212,94,63283
States,Rhode Island,2024,50,X,1.60478,204,20,12712
States,South Carolina,2024,50,X,4.05011,1332,38,32888
States,South Dakota,2024,50,X,0.999886,88,32,8801
States,Tennessee,2024,50,X,5.84952,1918,93,32789
States,Texas,2024,50,X,4.3545,1928,48,44276
States,Utah,2024,50,X,2.29102,461,47,20122
States,Vermont,2024,50,X,0.79096,49,15,6195
States,Virginia,2024,50,X,3.96093,4874,198,123052
States,Washington,2024,50,X,3.01743,3174,153,105189
States,West Virginia,2024,50,X,1.61878,231,47,14270
States,Wisconsin,2024,50,X,2.07733,627,66,30183
States,Wyoming,2024,50,X,1.30822,25,14,1911
States,Commonwealth of the Northern Mariana Islands,2024,50,X,X,X,X,X
States,Puerto Rico,2024,50,X,4.3318,94,6,2170
States,Virgin Islands,2024,50,X,1.91431,21,4,1097
States,New York City,2024,50,X,6.68725,8318,100,124386
States,Alabama,2024,51,X,7.23753,3544,104,48967
States,Alaska,2024,51,X,5.12028,232,12,4531
States,Arizona,2024,51,X,5.32269,4536,122,85220
States,Arkansas,2024,51,X,5.35988,595,47,11101
States,California,2024,51,X,6.75053,20130,206,298199
States,Colorado,2024,51,X,4.94167,2694,97,54516
States,Connecticut,2024,51,X,3.24376,1364,69,42050
States,Delaware,2024,51,X,1.65677,198,20,11951
States,District of Columbia,2024,51,X,7.3031,612,7,8380
States,Florida,2024,51,X,5.66566,14419,353,254498
States,Georgia,2024,51,X,6.05486,5017,95,82859
States,Hawaii,2024,51,X,3.25445,1118,35,34353
States,Idaho,2024,51,X,9.80296,1592,51,16240
States,Illinois,2024,51,X,3.2277,2583,188,80026
States,Indiana,2024,51,X,3.82273,3038,149,79472
States,Iowa,2024,51,X,3.30301,167,15,5056
States,Kansas,2024,51,X,5.73666,718,22,12516
States,Kentucky,2024,51,X,2.18458,3053,113,139752
States,Louisiana,2024,51,X,10.9929,4971,87,45220
States,Maine,2024,51,X,1.53191,234,47,15275
States,Maryland,2024,51,X,3.71488,1847,68,49719
States,Massachusetts,2024,51,X,3.49398,3142,109,89926
States,Michigan,2024,51,X,2.52133,3986,299,158091
States,Minnesota,2024,51,X,2.18512,814,80,37252
States,Mississippi,2024,51,X,6.93794,815,27,11747
States,Missouri,2024,51,X,1.72433,456,41,26445
States,Montana,2024,51,X,0.952813,42,27,4408
States,Nebraska,2024,51,X,5.12335,893,90,17430
States,Nevada,2024,51,X,5.13393,2162,59,42112
States,New Hampshire,2024,51,X,2.50356,211,21,8428
States,New Jersey,2024,51,X,6.79743,1913,28,28143
States,New Mexico,2024,51,X,7.90032,1341,32,16974
States,New York,2024,51,X,3.69902,3543,159,95782
States,North Carolina,2024,51,X,3.33527,3162,138,94805
States,North Dakota,2024,51,X,1.53652,243,23,15815
States,Ohio,2024,51,X,4.5114,1927,91,42714
States,Oklahoma,2024,51,X,1.77866,500,38,28111
States,Oregon,2024,51,X,9.7709,3911,83,40027
States,Pennsylvania,2024,51,X,2.27903,1405,93,61649
States,Rhode Island,2024,51,X,1.79824,241,21,13402
States,South Carolina,2024,51,X,5.37303,1727,36,32142
States,South Dakota,2024,51,X,1.45685,131,32,8992
States,Tennessee,2024,51,X,8.23972,2758,93,33472
States,Texas,2024,51,X,5.55531,2468,47,44426
States,Utah,2024,51,X,3.1339,660,47,21060
States,Vermont,2024,51,X,1.19459,76,15,6362
States,Virginia,2024,51,X,4.57626,5760,198,125867
States,Washington,2024,51,X,4.49539,4841,153,107688
States,West Virginia,2024,51,X,1.68584,214,40,12694
States,Wisconsin,2024,51,X,2.35351,729,66,30975
States,Wyoming,2024,51,X,3.24178,72,15,2221
States,Commonwealth of the Northern Mariana Islands,2024,51,X,X,X,X,X
States,Puerto Rico,2024,51,X,6.19278,115,5,1857
States,Virgin Islands,2024,51,X,1.40845,8,2,568
States,New York City,2024,51,X,8.06221,10056,100,124730
States,Alabama,2024,52,X,9.69604,4402,97,45400
States,Alaska,2024,52,X,5.23903,240,12,4581
States,Arizona,2024,52,X,6.83022,5454,122,79851
States,Arkansas,2024,52,X,6.28228,669,47,10649
States,California,2024,52,X,9.25079,22608,206,244390
States,Colorado,2024,52,X,7.46083,3538,97,47421
States,Connecticut,2024,52,X,3.9124,1624,69,41509
States,Delaware,2024,52,X,2.43596,271,19,11125
States,District of Columbia,2024,52,X,7.93024,482,7,6078
States,Florida,2024,52,X,7.01684,17536,354,249913
States,Georgia,2024,52,X,8.57021,7209,100,84117
States,Hawaii,2024,52,X,4.75237,1021,35,21484
States,Idaho,2024,52,X,9.83607,1566,51,15921
States,Illinois,2024,52,X,4.91925,3701,184,75235
States,Indiana,2024,52,X,4.96618,4023,155,81008
States,Iowa,2024,52,X,4.54545,116,14,2552
States,Kansas,2024,52,X,8.19319,950,21,11595
States,Kentucky,2024,52,X,5.72107,5352,114,93549
States,Louisiana,2024,52,X,13.6597,6222,87,45550
States,Maine,2024,52,X,2.65513,356,47,13408
States,Maryland,2024,52,X,4.70051,2173,69,46229
States,Massachusetts,2024,52,X,5.30214,4188,109,78987
States,Michigan,2024,52,X,4.45097,6377,299,143272
States,Minnesota,2024,52,X,5.24017,1488,78,28396
States,Mississippi,2024,52,X,7.81495,946,27,12105
States,Missouri,2024,52,X,3.03537,835,41,27509
States,Montana,2024,52,X,2.46402,113,27,4586
States,Nebraska,2024,52,X,8.25252,1285,90,15571
States,Nevada,2024,52,X,7.31924,2890,59,39485
States,New Hampshire,2024,52,X,4.87465,420,23,8616
States,New Jersey,2024,52,X,8.64697,2456,32,28403
States,New Mexico,2024,52,X,12.4812,2244,32,17979
States,New York,2024,52,X,4.26019,4020,158,94362
States,North Carolina,2024,52,X,4.49536,4124,138,91739
States,North Dakota,2024,52,X,3.26662,395,23,12092
States,Ohio,2024,52,X,6.35472,2655,91,41780
States,Oklahoma,2024,52,X,3.59031,849,37,23647
States,Oregon,2024,52,X,11.6583,4524,81,38805
States,Pennsylvania,2024,52,X,3.56432,2132,90,59815
States,Rhode Island,2024,52,X,2.53683,291,21,11471
States,South Carolina,2024,52,X,7.8335,2407,36,30727
States,South Dakota,2024,52,X,2.2734,153,32,6730
States,Tennessee,2024,52,X,11.9579,3976,93,33250
States,Texas,2024,52,X,7.1414,2794,45,39124
States,Utah,2024,52,X,4.86096,888,47,18268
States,Vermont,2024,52,X,1.72295,100,15,5804
States,Virginia,2024,52,X,5.62846,6867,198,122005
States,Washington,2024,52,X,6.61882,6004,153,90711
States,West Virginia,2024,52,X,3.14756,279,47,8864
States,Wisconsin,2024,52,X,3.05298,914,66,29938
States,Wyoming,2024,52,X,4.87342,77,14,1580
States,Commonwealth of the Northern Mariana Islands,2024,52,X,X,X,X,X
States,Puerto Rico,2024,52,X,7.80922,149,5,1908
States,Virgin Islands,2024,52,X,2.93561,31,4,1056
States,New York City,2024,52,X,9.88976,10981,93,111034
States,Alabama,2025,1,X,7.74947,3650,104,47100
States,Alaska,2025,1,X,4.88493,225,12,4606
States,Arizona,2025,1,X,6.47356,5462,123,84374
States,Arkansas,2025,1,X,4.82112,535,47,11097
States,California,2025,1,X,8.62007,22452,207,260462
States,Colorado,2025,1,X,7.27664,3582,97,49226
States,Connecticut,2025,1,X,4.71799,2164,69,45867
States,Delaware,2025,1,X,2.80909,314,19,11178
States,District of Columbia,2025,1,X,6.72688,432,7,6422
States,Florida,2025,1,X,6.55037,17014,354,259741
States,Georgia,2025,1,X,7.80311,6853,101,87824
States,Hawaii,2025,1,X,4.53083,1056,35,23307
States,Idaho,2025,1,X,7.47516,1181,51,15799
States,Illinois,2025,1,X,4.41255,3391,186,76849
States,Indiana,2025,1,X,4.73986,3839,157,80994
States,Iowa,2025,1,X,3.79368,114,15,3005
States,Kansas,2025,1,X,7.59929,861,21,11330
States,Kentucky,2025,1,X,3.99802,4610,114,115307
States,Louisiana,2025,1,X,10.4927,4711,87,44898
States,Maine,2025,1,X,3.20662,496,47,15468
States,Maryland,2025,1,X,4.63033,2316,69,50018
States,Massachusetts,2025,1,X,5.89754,5209,109,88325
States,Michigan,2025,1,X,4.41737,6716,296,152036
States,Minnesota,2025,1,X,4.81059,1661,80,34528
States,Mississippi,2025,1,X,5.91159,773,29,13076
States,Missouri,2025,1,X,3.51272,951,41,27073
States,Montana,2025,1,X,1.22449,57,27,4655
States,Nebraska,2025,1,X,7.35885,1190,90,16171
States,Nevada,2025,1,X,6.31497,2606,59,41267
States,New Hampshire,2025,1,X,4.45887,419,22,9397
States,New Jersey,2025,1,X,8.38626,2469,29,29441
States,New Mexico,2025,1,X,12.0529,2244,32,18618
States,New York,2025,1,X,4.32401,4334,159,100231
States,North Carolina,2025,1,X,4.96998,4901,136,98612
States,North Dakota,2025,1,X,2.83474,394,23,13899
States,Ohio,2025,1,X,6.17085,2641,95,42798
States,Oklahoma,2025,1,X,2.71547,776,38,28577
States,Oregon,2025,1,X,9.11707,3612,83,39618
States,Pennsylvania,2025,1,X,3.75443,2396,93,63818
States,Rhode Island,2025,1,X,2.99774,385,21,12843
States,South Carolina,2025,1,X,8.21727,2655,37,32310
States,South Dakota,2025,1,X,2.3362,174,32,7448
States,Tennessee,2025,1,X,9.89542,3274,93,33086
States,Texas,2025,1,X,6.46948,1927,46,29786
States,Utah,2025,1,X,4.29233,844,47,19663
States,Vermont,2025,1,X,1.77497,115,15,6479
States,Virginia,2025,1,X,5.46925,7115,198,130091
States,Washington,2025,1,X,5.76161,5614,153,97438
States,West Virginia,2025,1,X,2.85402,287,47,10056
