# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0.5 FPKM in experiment E-MTAB-5214
# Selected columns: 13/53 
# Timestamp: Fri, 16-Nov-2018 14:20:14
Gene ID	Gene Name	Brodmann (1909) area 24	Brodmann (1909) area 9	amygdala	caudate nucleus	cerebellar hemisphere	cerebellum	cerebral cortex	hippocampus proper	hypothalamus	nucleus accumbens	pituitary gland	putamen	substantia nigra
ENSG00000099910	KLHL22	7.0	7.0	5.0	6.0	12.0	12.0	8.0	5.0	6.0	7.0	8.0	5.0	4.0
ENSG00000099917	MED15	6.0	6.0	5.0	5.0	8.0	9.0	9.0	5.0	6.0	6.0	11.0	5.0	5.0
ENSG00000099937	SERPIND1										0.9			
ENSG00000099940	SNAP29	5.0	5.0	4.0	4.0	5.0	4.0	5.0	4.0	4.0	4.0	3.0	4.0	4.0
ENSG00000099942	CRKL	18.0	18.0	13.0	14.0	24.0	24.0	17.0	13.0	16.0	14.0	14.0	12.0	14.0
ENSG00000099949	LZTR1	8.0	8.0	6.0	6.0	14.0	17.0	11.0	6.0	7.0	6.0	24.0	6.0	7.0
ENSG00000099954	CECR2	1.0	0.8	2.0	2.0	11.0	13.0	1.0	2.0	1.0	2.0	5.0	2.0	2.0
ENSG00000099956	SMARCB1	16.0	17.0	13.0	15.0	32.0	32.0	19.0	13.0	17.0	16.0	27.0	14.0	14.0
ENSG00000099957	P2RX6	3.0	3.0	0.7	0.7	2.0	3.0	4.0	1.0	2.0	0.6	5.0	0.7	2.0
ENSG00000099958	DERL3	0.7	0.6	0.7	0.5	2.0	2.0	0.8	0.6	1.0	0.5	4.0		0.5
ENSG00000099960	SLC7A4	2.0	2.0	0.6	0.7	3.0	3.0	2.0	0.9	3.0	1.0	4.0	0.5	0.8
ENSG00000099968	BCL2L13	5.0	5.0	4.0	4.0	5.0	5.0	5.0	4.0	6.0	4.0	8.0	4.0	7.0
ENSG00000099974	DDTL	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0
ENSG00000099977	DDT	5.0	5.0	4.0	4.0	4.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0
ENSG00000099991	CABIN1	7.0	8.0	5.0	7.0	22.0	23.0	11.0	6.0	6.0	7.0	17.0	6.0	5.0
ENSG00000099992	TBC1D10A	1.0	1.0	1.0	2.0	1.0	1.0	2.0	0.9	1.0	2.0	4.0	2.0	1.0
ENSG00000099994	SUSD2				0.6	0.8	1.0			2.0		1.0	0.6	
ENSG00000099995	SF3A1	8.0	10.0	7.0	10.0	16.0	18.0	12.0	7.0	8.0	9.0	17.0	9.0	7.0
ENSG00000099998	GGT5	2.0	2.0	2.0	3.0	1.0	2.0	3.0	3.0	4.0	2.0	7.0	3.0	5.0
ENSG00000099999	RNF215	2.0	2.0	1.0	2.0	3.0	4.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0
ENSG00000100003	SEC14L2	7.0	7.0	7.0	7.0	3.0	4.0	8.0	5.0	6.0	7.0	3.0	7.0	8.0
ENSG00000100014	SPECC1L	3.0	4.0	3.0	3.0	8.0	9.0	4.0	3.0	5.0	3.0	8.0	3.0	4.0
ENSG00000100023	PPIL2	3.0	4.0	3.0	3.0	7.0	7.0	4.0	3.0	3.0	3.0	9.0	3.0	3.0
ENSG00000100027	YPEL1	2.0	2.0	1.0	3.0	2.0	2.0	2.0	1.0	1.0	4.0	0.9	2.0	0.7
ENSG00000100028	SNRPD3	10.0	10.0	9.0	9.0	12.0	10.0	9.0	9.0	12.0	10.0	19.0	8.0	11.0
ENSG00000100029	PES1	6.0	6.0	5.0	6.0	6.0	6.0	7.0	5.0	6.0	6.0	8.0	6.0	6.0
ENSG00000100030	MAPK1	19.0	21.0	16.0	22.0	20.0	16.0	15.0	16.0	15.0	29.0	9.0	18.0	10.0
ENSG00000100031	GGT1	0.7	0.7	0.7	0.8	2.0	2.0	0.9	0.7	0.7	0.8	1.0	0.9	0.9
ENSG00000100033	PRODH	4.0	3.0	4.0	5.0	1.0	3.0	4.0	2.0	2.0	4.0	1.0	3.0	2.0
ENSG00000100034	PPM1F	4.0	4.0	3.0	3.0	5.0	5.0	5.0	3.0	5.0	3.0	3.0	2.0	4.0
ENSG00000100036	SLC35E4	1.0	1.0	0.7	1.0	0.9	1.0	1.0	0.8	1.0	1.0	0.9	0.9	0.8
ENSG00000100053	CRYBB3											0.5		
ENSG00000100055	CYTH4	0.6	0.6	1.0	0.8			0.7	0.8	1.0	0.8	1.0	0.7	1.0
ENSG00000100056	ESS2	3.0	3.0	2.0	2.0	4.0	4.0	3.0	2.0	3.0	3.0	3.0	2.0	2.0
ENSG00000100058	CRYBB2P1	2.0	2.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	4.0	2.0	2.0
ENSG00000100060	MFNG	0.8	0.7	1.0	1.0		0.6	0.9	1.0	1.0	0.9	2.0	1.0	2.0
ENSG00000100065	CARD10	0.6	0.5	0.5	0.5			0.8	0.7	0.7		2.0	0.6	0.9
ENSG00000100068	LRP5L	0.5	0.5	0.5	0.5			0.7	0.5	0.6	0.5	2.0		0.6
ENSG00000100075	SLC25A1	13.0	11.0	14.0	14.0	11.0	13.0	13.0	14.0	26.0	14.0	29.0	14.0	18.0
ENSG00000100077	GRK3	6.0	7.0	3.0	2.0	3.0	4.0	6.0	5.0	3.0	3.0	3.0	2.0	3.0
ENSG00000100083	GGA1	5.0	5.0	5.0	5.0	13.0	14.0	7.0	5.0	6.0	5.0	15.0	5.0	5.0
ENSG00000100084	HIRA	5.0	4.0	4.0	4.0	6.0	6.0	5.0	4.0	4.0	4.0	5.0	4.0	3.0
ENSG00000100092	SH3BP1	0.9	1.0	0.8	0.5	3.0	3.0	1.0	0.8	0.7		0.8		0.8
ENSG00000100095	SEZ6L	16.0	18.0	11.0	3.0	18.0	15.0	13.0	16.0	20.0	5.0	3.0	3.0	7.0
ENSG00000100097	LGALS1	86.0	84.0	58.0	61.0	23.0	28.0	78.0	51.0	90.0	47.0	59.0	57.0	117.0
ENSG00000100099	HPS4	3.0	3.0	3.0	4.0	14.0	15.0	4.0	3.0	4.0	4.0	9.0	3.0	3.0
ENSG00000100100	PIK3IP1	10.0	9.0	9.0	12.0	13.0	14.0	11.0	9.0	9.0	10.0	8.0	10.0	10.0
ENSG00000100104	SRRD	3.0	3.0	2.0	2.0	5.0	5.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0
ENSG00000100105	PATZ1	4.0	3.0	4.0	4.0	7.0	7.0	4.0	4.0	5.0	4.0	6.0	4.0	4.0
ENSG00000100106	TRIOBP	0.5		0.7	0.6			0.5	0.6	0.6	0.5	1.0	0.6	0.8
ENSG00000100109	TFIP11	3.0	3.0	2.0	3.0	4.0	4.0	3.0	2.0	2.0	3.0	4.0	2.0	2.0
ENSG00000100116	GCAT	9.0	9.0	7.0	7.0	9.0	10.0	9.0	7.0	8.0	8.0	5.0	6.0	8.0
ENSG00000100122	CRYBB1	0.5	0.8					0.7						0.6
ENSG00000100124	ANKRD54	6.0	6.0	6.0	6.0	10.0	10.0	7.0	6.0	8.0	6.0	10.0	5.0	5.0
ENSG00000100129	EIF3L	15.0	14.0	13.0	17.0	37.0	32.0	17.0	12.0	14.0	21.0	37.0	15.0	14.0
ENSG00000100138	SNU13	46.0	52.0	33.0	32.0	52.0	44.0	43.0	31.0	55.0	39.0	49.0	32.0	37.0
ENSG00000100139	MICALL1	2.0	1.0	2.0	2.0	2.0	3.0	2.0	4.0	3.0	2.0	3.0	2.0	4.0
ENSG00000100142	POLR2F	1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0		2.0	2.0
ENSG00000100147	CCDC134		0.5		0.5	2.0	2.0	0.5	0.5	0.6		1.0	0.5	0.5
ENSG00000100150	DEPDC5	2.0	2.0	1.0	1.0	3.0	3.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0
ENSG00000100151	PICK1	8.0	10.0	6.0	7.0	16.0	18.0	14.0	9.0	9.0	7.0	23.0	7.0	9.0
ENSG00000100154	TTC28	1.0	1.0	1.0	1.0	0.9	1.0	1.0	1.0	1.0	2.0	3.0	1.0	0.9
ENSG00000100156	SLC16A8	0.8	0.8	1.0	2.0	0.7	1.0	1.0	1.0	2.0	3.0	3.0	2.0	2.0
ENSG00000100162	CENPM					0.5	0.5							
ENSG00000100167	SEPT3	103.0	95.0	58.0	41.0	84.0	69.0	84.0	67.0	42.0	49.0	4.0	30.0	23.0
ENSG00000100170	SLC5A1											0.7		
ENSG00000100181	TPTEP1	0.5	0.5	1.0	1.0	0.6	0.7	0.7	1.0	1.0	0.8	3.0	1.0	2.0
ENSG00000100196	KDELR3	0.6	0.7	0.5	0.7	0.6	0.7	0.7	0.6	0.6	0.6	9.0	0.6	
ENSG00000100197	CYP2D6	1.0	1.0	1.0	2.0	4.0	5.0	2.0	1.0	2.0	3.0	5.0	2.0	1.0
ENSG00000100201	DDX17	41.0	45.0	41.0	52.0	125.0	149.0	55.0	47.0	50.0	50.0	203.0	42.0	49.0
ENSG00000100207	TCF20	4.0	4.0	3.0	4.0	6.0	5.0	4.0	3.0	4.0	4.0	5.0	3.0	3.0
ENSG00000100209	HSCB	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	7.0	4.0	5.0
ENSG00000100211	CBY1	5.0	5.0	5.0	6.0	6.0	6.0	5.0	5.0	7.0	6.0	11.0	6.0	6.0
ENSG00000100216	TOMM22	13.0	14.0	11.0	11.0	11.0	10.0	14.0	11.0	12.0	12.0	10.0	11.0	12.0
ENSG00000100218	RSPH14	1.0	1.0	0.8	1.0			1.0	0.9	1.0	2.0	1.0	1.0	0.6
ENSG00000100220	RTCB	11.0	14.0	9.0	11.0	16.0	16.0	16.0	10.0	15.0	11.0	23.0	10.0	13.0
ENSG00000100221	JOSD1	14.0	16.0	9.0	10.0	17.0	18.0	18.0	10.0	10.0	11.0	16.0	8.0	9.0
ENSG00000100225	FBXO7	6.0	7.0	8.0	9.0	7.0	8.0	8.0	9.0	10.0	8.0	13.0	8.0	13.0
ENSG00000100226	GTPBP1	6.0	6.0	5.0	6.0	10.0	11.0	7.0	6.0	6.0	6.0	11.0	5.0	5.0
ENSG00000100227	POLDIP3	14.0	15.0	15.0	16.0	25.0	27.0	18.0	15.0	16.0	17.0	27.0	14.0	16.0
ENSG00000100228	RAB36	4.0	4.0	3.0	3.0	1.0	2.0	5.0	4.0	5.0	4.0	12.0	2.0	2.0
ENSG00000100234	TIMP3				0.6						0.5	1.0		0.5
ENSG00000100239	PPP6R2	15.0	16.0	11.0	12.0	36.0	39.0	19.0	13.0	14.0	12.0	30.0	12.0	11.0
ENSG00000100241	SBF1	29.0	26.0	22.0	15.0	35.0	41.0	34.0	26.0	17.0	17.0	17.0	15.0	18.0
ENSG00000100242	SUN2	10.0	13.0	16.0	20.0	14.0	17.0	17.0	21.0	13.0	12.0	20.0	21.0	21.0
ENSG00000100243	CYB5R3	26.0	21.0	20.0	22.0	13.0	16.0	24.0	20.0	24.0	25.0	37.0	21.0	24.0
ENSG00000100246	DNAL4	11.0	9.0	9.0	8.0	5.0	5.0	10.0	8.0	8.0	11.0	15.0	8.0	4.0
ENSG00000100258	LMF2	12.0	13.0	10.0	12.0	30.0	34.0	19.0	11.0	15.0	11.0	54.0	11.0	11.0
ENSG00000100263	RHBDD3	6.0	6.0	5.0	6.0	13.0	13.0	7.0	6.0	8.0	6.0	11.0	5.0	6.0
ENSG00000100266	PACSIN2	9.0	9.0	8.0	8.0	19.0	18.0	9.0	9.0	15.0	8.0	22.0	8.0	13.0
ENSG00000100271	TTLL1	5.0	6.0	4.0	5.0	7.0	7.0	6.0	5.0	6.0	5.0	7.0	4.0	4.0
ENSG00000100276	RASL10A	9.0	8.0	9.0	7.0	2.0	2.0	9.0	6.0	5.0	7.0	3.0	5.0	3.0
ENSG00000100280	AP1B1	15.0	16.0	11.0	14.0	16.0	19.0	19.0	11.0	14.0	14.0	21.0	13.0	13.0
ENSG00000100281	HMGXB4	2.0	2.0	2.0	2.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ENSG00000100284	TOM1	8.0	9.0	5.0	6.0	7.0	8.0	10.0	5.0	10.0	7.0	17.0	5.0	7.0
ENSG00000100285	NEFH	13.0	33.0	4.0	7.0	10.0	17.0	27.0	9.0	28.0	7.0	11.0	8.0	28.0
ENSG00000100288	CHKB	1.0	1.0	1.0	1.0	4.0	6.0	2.0	1.0	2.0	2.0	6.0	1.0	1.0
ENSG00000100290	BIK											0.8		
ENSG00000100292	HMOX1	2.0	2.0	3.0	4.0	0.6	0.7	2.0	3.0	4.0	3.0	2.0	3.0	7.0
ENSG00000100294	MCAT	5.0	6.0	3.0	4.0	4.0	4.0	6.0	4.0	5.0	5.0	7.0	4.0	3.0
ENSG00000100296	THOC5	1.0	2.0	1.0	1.0	3.0	3.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0
ENSG00000100297	MCM5	0.8	0.6	1.0	1.0	2.0	2.0	0.8	1.0	1.0	1.0	2.0	1.0	1.0
ENSG00000100299	ARSA	8.0	9.0	7.0	9.0	15.0	20.0	13.0	8.0	9.0	9.0	28.0	8.0	10.0
ENSG00000100300	TSPO	9.0	7.0	12.0	9.0	2.0	3.0	7.0	11.0	12.0	9.0	19.0	8.0	15.0
ENSG00000100302	RASD2	12.0	16.0	7.0	89.0	2.0	3.0	22.0	6.0	7.0	46.0	1.0	104.0	3.0
ENSG00000100304	TTLL12	10.0	11.0	6.0	6.0	13.0	15.0	13.0	6.0	7.0	7.0	11.0	5.0	6.0
ENSG00000100307	CBX7	22.0	25.0	13.0	15.0	33.0	33.0	28.0	13.0	12.0	20.0	16.0	14.0	10.0
ENSG00000100311	PDGFB	4.0	4.0	3.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	2.0	4.0	4.0
ENSG00000100314	CABP7	2.0	1.0	1.0	1.0	5.0	7.0	1.0	15.0	1.0	1.0		2.0	2.0
ENSG00000100316	RPL3	130.0	120.0	149.0	126.0	193.0	162.0	117.0	130.0	138.0	166.0	369.0	125.0	156.0
ENSG00000100319	ZMAT5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0
ENSG00000100320	RBFOX2	14.0	18.0	8.0	9.0	51.0	48.0	17.0	8.0	11.0	11.0	14.0	8.0	7.0
ENSG00000100321	SYNGR1	44.0	59.0	17.0	16.0	101.0	114.0	67.0	24.0	28.0	23.0	7.0	14.0	18.0
ENSG00000100324	TAB1	7.0	7.0	7.0	7.0	13.0	14.0	9.0	7.0	7.0	7.0	7.0	7.0	7.0
ENSG00000100325	ASCC2	4.0	3.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	14.0	4.0	5.0
ENSG00000100330	MTMR3	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0
ENSG00000100335	MIEF1	4.0	4.0	3.0	4.0	6.0	5.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0
ENSG00000100336	APOL4	0.6	0.6	0.7	0.8	1.0	1.0	0.7	0.8	1.0	0.8	10.0	0.7	0.9
ENSG00000100341	PNPLA5	0.5	0.8		1.0			0.9			2.0		1.0	
ENSG00000100342	APOL1	2.0	2.0	2.0	2.0	0.8	1.0	2.0	2.0	2.0	2.0	8.0	2.0	3.0
ENSG00000100345	MYH9	14.0	15.0	14.0	16.0	16.0	18.0	19.0	17.0	13.0	12.0	33.0	16.0	19.0
ENSG00000100346	CACNA1I	3.0	5.0	2.0	4.0	6.0	7.0	6.0	3.0	3.0	3.0		4.0	
ENSG00000100347	SAMM50	4.0	4.0	3.0	4.0	4.0	5.0	5.0	3.0	4.0	4.0	6.0	3.0	4.0
ENSG00000100348	TXN2	28.0	27.0	25.0	27.0	22.0	24.0	29.0	23.0	28.0	27.0	22.0	25.0	25.0
ENSG00000100350	FOXRED2	8.0	8.0	6.0	5.0	7.0	6.0	8.0	4.0	5.0	5.0	3.0	4.0	3.0
ENSG00000100353	EIF3D	11.0	12.0	11.0	13.0	21.0	19.0	13.0	11.0	11.0	13.0	26.0	12.0	13.0
ENSG00000100354	TNRC6B	2.0	2.0	2.0	2.0	4.0	4.0	2.0	2.0	2.0	2.0	4.0	2.0	1.0
ENSG00000100359	SGSM3	17.0	17.0	11.0	11.0	29.0	34.0	25.0	11.0	15.0	12.0	40.0	10.0	11.0
ENSG00000100360	IFT27	4.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	5.0	5.0	20.0	4.0	4.0
ENSG00000100362	PVALB	5.0	19.0			102.0	189.0	14.0	2.0	0.8			2.0	11.0
ENSG00000100364	KIAA0930	22.0	23.0	28.0	27.0	6.0	7.0	30.0	29.0	26.0	24.0	4.0	29.0	27.0
ENSG00000100365	NCF4	1.0	0.8	2.0	1.0			0.9	1.0	2.0	1.0	3.0	1.0	2.0
ENSG00000100368	CSF2RB													0.5
ENSG00000100372	SLC25A17	3.0	3.0	3.0	3.0	6.0	5.0	3.0	3.0	5.0	3.0	5.0	3.0	3.0
ENSG00000100376	FAM118A	2.0	2.0	2.0	3.0	5.0	6.0	2.0	2.0	3.0	3.0	10.0	3.0	2.0
ENSG00000100379	KCTD17	25.0	25.0	17.0	52.0	8.0	9.0	28.0	20.0	12.0	36.0	23.0	56.0	10.0
ENSG00000100380	ST13	39.0	40.0	41.0	38.0	43.0	36.0	35.0	40.0	49.0	39.0	53.0	34.0	54.0
ENSG00000100387	RBX1	15.0	15.0	14.0	12.0	16.0	13.0	13.0	14.0	17.0	13.0	13.0	13.0	16.0
ENSG00000100393	EP300	5.0	5.0	4.0	5.0	14.0	16.0	7.0	4.0	5.0	5.0	12.0	4.0	4.0
ENSG00000100395	L3MBTL2	5.0	6.0	4.0	5.0	8.0	9.0	8.0	4.0	5.0	5.0	9.0	4.0	4.0
ENSG00000100399	CHADL	4.0	4.0	6.0	7.0	3.0	3.0	5.0	8.0	7.0	6.0	2.0	8.0	15.0
ENSG00000100401	RANGAP1	29.0	39.0	20.0	24.0	22.0	23.0	44.0	25.0	33.0	27.0	28.0	24.0	26.0
ENSG00000100403	ZC3H7B	16.0	18.0	12.0	11.0	19.0	19.0	19.0	12.0	11.0	11.0	15.0	11.0	12.0
ENSG00000100410	PHF5A	8.0	9.0	7.0	8.0	11.0	10.0	8.0	8.0	10.0	8.0	15.0	8.0	10.0
ENSG00000100412	ACO2	48.0	43.0	30.0	27.0	24.0	25.0	49.0	27.0	23.0	33.0	11.0	26.0	22.0
ENSG00000100413	POLR3H	10.0	10.0	9.0	10.0	7.0	8.0	10.0	8.0	8.0	9.0	7.0	8.0	8.0
ENSG00000100416	TRMU	3.0	4.0	3.0	3.0	8.0	9.0	5.0	3.0	4.0	4.0	9.0	3.0	4.0
ENSG00000100417	PMM1	8.0	8.0	6.0	7.0	7.0	8.0	9.0	5.0	7.0	9.0	6.0	7.0	5.0
ENSG00000100418	DESI1	14.0	15.0	12.0	13.0	11.0	12.0	16.0	13.0	12.0	14.0	8.0	12.0	12.0
ENSG00000100422	CERK	11.0	13.0	7.0	8.0	18.0	28.0	14.0	9.0	13.0	7.0	42.0	7.0	12.0
ENSG00000100425	BRD1	4.0	4.0	3.0	4.0	20.0	21.0	5.0	4.0	5.0	5.0	12.0	4.0	3.0
ENSG00000100426	ZBED4	1.0	2.0	1.0	1.0	4.0	5.0	2.0	1.0	2.0	2.0	3.0	1.0	1.0
ENSG00000100427	MLC1	80.0	50.0	75.0	98.0	23.0	43.0	64.0	47.0	46.0	90.0		85.0	44.0
ENSG00000100429	HDAC10	2.0	2.0	1.0	1.0	4.0	6.0	3.0	1.0	2.0	2.0	6.0	1.0	1.0
ENSG00000100433	KCNK10	0.8	1.0	1.0	0.8	3.0	3.0	1.0	1.0	1.0	0.5		1.0	1.0
ENSG00000100439	ABHD4	5.0	4.0	5.0	6.0	3.0	4.0	5.0	5.0	6.0	5.0	8.0	5.0	6.0
ENSG00000100441	KHNYN	2.0	2.0	3.0	3.0	8.0	10.0	3.0	2.0	3.0	2.0	8.0	2.0	3.0
ENSG00000100442	FKBP3	23.0	28.0	17.0	21.0	32.0	28.0	25.0	19.0	22.0	24.0	21.0	20.0	18.0
ENSG00000100445	SDR39U1	3.0	3.0	2.0	3.0	7.0	8.0	4.0	2.0	3.0	3.0	8.0	2.0	3.0
ENSG00000100450	GZMH											1.0		
ENSG00000100461	RBM23	3.0	3.0	2.0	3.0	5.0	6.0	4.0	3.0	4.0	4.0	7.0	3.0	2.0
ENSG00000100462	PRMT5	5.0	6.0	4.0	5.0	7.0	8.0	7.0	4.0	5.0	5.0	9.0	4.0	4.0
ENSG00000100473	COCH	0.6		0.5	13.0			0.5		2.0	19.0	3.0	11.0	
ENSG00000100478	AP4S1	3.0	3.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0
ENSG00000100479	POLE2					0.6	0.6					0.6		
ENSG00000100483	VCPKMT	3.0	5.0	2.0	4.0	8.0	6.0	4.0	3.0	3.0	4.0	6.0	4.0	3.0
ENSG00000100485	SOS2	4.0	4.0	5.0	6.0	5.0	5.0	4.0	6.0	5.0	5.0	6.0	6.0	7.0
ENSG00000100490	CDKL1		0.5					0.5						
ENSG00000100503	NIN	2.0	3.0	2.0	4.0	5.0	5.0	3.0	2.0	2.0	3.0	6.0	3.0	2.0
ENSG00000100504	PYGL	2.0	1.0	2.0	2.0	0.8	1.0	1.0	2.0	2.0	3.0	3.0	2.0	4.0
ENSG00000100505	TRIM9	15.0	18.0	11.0	14.0	50.0	58.0	22.0	12.0	9.0	15.0	7.0	11.0	8.0
ENSG00000100519	PSMC6	6.0	7.0	5.0	5.0	9.0	8.0	6.0	5.0	6.0	5.0	8.0	5.0	6.0
ENSG00000100522	GNPNAT1	2.0	2.0	2.0	1.0	3.0	3.0	2.0	2.0	2.0	2.0	3.0	1.0	2.0
ENSG00000100523	DDHD1	2.0	2.0	1.0	2.0	4.0	4.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0
ENSG00000100526	CDKN3	0.8	1.0	0.6	0.5	1.0	1.0	1.0	0.6	1.0	0.6	0.6	0.5	0.6
ENSG00000100528	CNIH1	8.0	9.0	7.0	7.0	9.0	8.0	8.0	7.0	9.0	8.0	11.0	7.0	8.0
ENSG00000100532	CGRRF1	3.0	3.0	3.0	3.0	4.0	4.0	3.0	2.0	3.0	3.0	4.0	3.0	3.0
ENSG00000100554	ATP6V1D	22.0	26.0	15.0	15.0	14.0	12.0	20.0	16.0	21.0	18.0	19.0	14.0	16.0
ENSG00000100558	PLEK2											0.7		
ENSG00000100564	PIGH	5.0	5.0	3.0	4.0	8.0	8.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0
ENSG00000100567	PSMA3	9.0	10.0	8.0	10.0	12.0	12.0	10.0	9.0	11.0	10.0	20.0	9.0	10.0
ENSG00000100568	VTI1B	13.0	14.0	13.0	12.0	7.0	7.0	13.0	12.0	13.0	13.0	10.0	12.0	13.0
ENSG00000100575	TIMM9	7.0	8.0	6.0	7.0	9.0	8.0	7.0	6.0	8.0	8.0	11.0	7.0	8.0
ENSG00000100577	GSTZ1	1.0	1.0	0.9	1.0	0.5	0.6	1.0	0.9	1.0	1.0	2.0	1.0	1.0
ENSG00000100578	KIAA0586	0.9	1.0	0.9	1.0	2.0	2.0	1.0	0.9	1.0	1.0	2.0	0.9	1.0
ENSG00000100580	TMED8	5.0	6.0	4.0	6.0	6.0	5.0	5.0	4.0	7.0	5.0	8.0	5.0	4.0
ENSG00000100583	SAMD15		0.5		0.7			0.5		0.8	0.8	2.0		
ENSG00000100591	AHSA1	24.0	31.0	18.0	21.0	25.0	24.0	29.0	21.0	26.0	20.0	26.0	19.0	23.0
ENSG00000100592	DAAM1	3.0	3.0	3.0	2.0	5.0	4.0	3.0	2.0	3.0	2.0	3.0	1.0	2.0
ENSG00000100593	ISM2				0.5						0.9			
ENSG00000100596	SPTLC2	3.0	4.0	5.0	5.0	3.0	3.0	4.0	7.0	5.0	4.0	5.0	5.0	8.0
ENSG00000100599	RIN3	0.9	0.8	1.0	0.7		0.5	0.9	1.0	1.0	0.7	1.0	0.8	1.0
ENSG00000100600	LGMN	7.0	9.0	4.0	6.0	6.0	6.0	8.0	5.0	7.0	6.0	11.0	5.0	5.0
ENSG00000100601	ALKBH1	2.0	2.0	1.0	2.0	3.0	3.0	2.0	1.0	2.0	2.0	3.0	2.0	2.0
ENSG00000100603	SNW1	11.0	13.0	11.0	12.0	20.0	18.0	14.0	11.0	12.0	11.0	20.0	11.0	12.0
ENSG00000100604	CHGA	35.0	87.0	7.0	9.0	1.0	1.0	66.0	16.0	26.0	10.0	219.0	8.0	12.0
ENSG00000100605	ITPK1	42.0	46.0	35.0	36.0	18.0	20.0	49.0	41.0	31.0	34.0	7.0	41.0	37.0
ENSG00000100612	DHRS7	10.0	11.0	8.0	8.0	10.0	9.0	9.0	8.0	10.0	8.0	15.0	7.0	10.0
ENSG00000100614	PPM1A	6.0	8.0	5.0	5.0	10.0	8.0	6.0	5.0	6.0	5.0	6.0	4.0	6.0
ENSG00000100625	SIX4					0.8	0.7					2.0		
ENSG00000100626	GALNT16	5.0	5.0	3.0	4.0	5.0	6.0	5.0	4.0	8.0	5.0	2.0	4.0	2.0
ENSG00000100628	ASB2	1.0	1.0					2.0						
ENSG00000100629	CEP128											0.6		
ENSG00000100632	ERH	31.0	32.0	28.0	28.0	30.0	25.0	25.0	27.0	35.0	29.0	42.0	26.0	26.0
ENSG00000100644	HIF1A	11.0	11.0	11.0	14.0	19.0	15.0	9.0	9.0	14.0	11.0	21.0	11.0	13.0
ENSG00000100647	SUSD6	3.0	4.0	4.0	3.0	26.0	26.0	5.0	4.0	5.0	3.0	10.0	3.0	4.0
ENSG00000100650	SRSF5	42.0	48.0	38.0	45.0	112.0	128.0	60.0	44.0	48.0	45.0	174.0	39.0	45.0
ENSG00000100664	EIF5	21.0	24.0	18.0	21.0	22.0	22.0	23.0	18.0	23.0	22.0	19.0	20.0	21.0
ENSG00000100678	SLC8A3	2.0	2.0	1.0	0.9	1.0	1.0	2.0	1.0	2.0	1.0		0.8	0.9
ENSG00000100697	DICER1	3.0	4.0	4.0	4.0	7.0	8.0	4.0	5.0	4.0	3.0	7.0	4.0	5.0
ENSG00000100711	ZFYVE21	10.0	9.0	7.0	8.0	11.0	13.0	10.0	7.0	7.0	8.0	7.0	7.0	7.0
ENSG00000100714	MTHFD1	3.0	4.0	3.0	4.0	3.0	3.0	4.0	3.0	3.0	5.0	3.0	4.0	3.0
ENSG00000100722	ZC3H14	1.0	2.0	1.0	1.0	4.0	4.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0
ENSG00000100726	TELO2	7.0	7.0	6.0	6.0	20.0	21.0	8.0	6.0	7.0	7.0	14.0	6.0	6.0
ENSG00000100731	PCNX1	2.0	3.0	2.0	3.0	4.0	4.0	3.0	2.0	3.0	3.0	5.0	2.0	2.0
ENSG00000100739	BDKRB1					0.6	0.5							
ENSG00000100744	GSKIP	4.0	5.0	3.0	5.0	2.0	2.0	3.0	4.0	4.0	6.0	4.0	4.0	3.0
ENSG00000100749	VRK1	3.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	4.0	2.0	3.0	2.0
ENSG00000100764	PSMC1	2.0	3.0	1.0	2.0	3.0	3.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0
ENSG00000100767	PAPLN	3.0	2.0	3.0	5.0	0.7	1.0	3.0	1.0	1.0	5.0	5.0	3.0	1.0
