Gene	logFC	SE	CI_lower	CI_upper	df	P.Value	qval	rank
VPS26A	0.19174877241523	0.048520246449781	0.0966508368526522	0.286846707977809	3	7.75223855899459e-05	0.000690790825168662	2266
GRAP	-0.671987036269827	0.17005276639173	-1.00528433386902	-0.338689738670634	3	7.76179725043565e-05	0.000691337494842509	2267
ZFP42	0.106324178710641	0.0269085301733464	0.0535844286939726	0.159063928727309	3	7.77217373359774e-05	0.000691956490426832	2268
TMC6	-0.409528093944067	0.103661566380978	-0.612701030631793	-0.206355157256341	3	7.79470028140401e-05	0.000693656183702555	2269
ADAM17	0.489602123211412	0.123977491905761	0.246610704182514	0.73259354224031	3	7.84386798383141e-05	0.000697724151231382	2270
MIR210HG	0.152977516064355	0.0387407925512658	0.0770469579313361	0.228908074197373	3	7.85619401416271e-05	0.00069851285571983	2271
ABHD16A	0.457953381675469	0.115982329346456	0.230632193313352	0.685274570037586	3	7.86504753749936e-05	0.000698992252980577	2272
PRELID3B	-0.252192194253033	0.0638779782493965	-0.377390731027083	-0.126993657478983	3	7.87968302585172e-05	0.000699984864311473	2273
OR7E19P	0.145705852629269	0.0369114712295275	0.0733606984030088	0.218051006855529	3	7.899099601924e-05	0.0007014011396748	2274
ORMDL2	0.541345800873087	0.137151766406724	0.272533278299857	0.810158323446317	3	7.91178194549083e-05	0.000702218466124619	2275
HMG20B	-0.196708546926052	0.0498413846427916	-0.294395865765532	-0.0990212280865731	3	7.92386957833148e-05	0.000702982313381675	2276
MLLT10	-0.55794939951376	0.141395478612554	-0.835079445171169	-0.280819353856351	3	7.94609488701948e-05	0.00070457167235409	2277
EDEM2	0.543212161612002	0.137663575445112	0.27339651175657	0.813027811467435	3	7.94876322118966e-05	0.00070457167235409	2278
SEL1L3	0.293316552435991	0.0743562072478442	0.14758106420322	0.439052040668761	3	7.98837058774309e-05	0.000707697428350043	2279
TMEM208	0.316890004984367	0.0803394928858526	0.159427492391884	0.47435251757685	3	8.00045602989835e-05	0.000707697428350043	2280
ZNF683	-0.340205439758706	0.086250984938245	-0.509254263868773	-0.171156615648639	3	8.00114275635884e-05	0.000707697428350043	2281
MEIS1	-0.323797625796499	0.0820913249262828	-0.484693666095188	-0.162901585497809	3	8.00138394681185e-05	0.000707697428350043	2282
OBSCN	-0.14836412270393	0.037614305687829	-0.222086807155555	-0.0746414382523054	3	8.00155125259086e-05	0.000707697428350043	2283
NASP	-0.220443294294354	0.0558935641623871	-0.329992667020211	-0.110893921568497	3	8.01391775376188e-05	0.000708480855008581	2284
SYBU	-0.084465085285683	0.0214173918540638	-0.12644240196243	-0.0424877686089365	3	8.02134368835702e-05	0.000708827009870043	2285
TCEA3	-0.604470168672861	0.15329793480889	-0.904928599802655	-0.304011737543066	3	8.04327281418663e-05	0.000710453913666039	2286
CDC25B	-0.850263449414629	0.215640001262762	-1.27291008551581	-0.427616813313444	3	8.04765562297555e-05	0.000710528772396694	2287
PDE1C	0.123673164974646	0.0313662630413161	0.0621964190840572	0.185149910865236	3	8.05115803904337e-05	0.000710528772396694	2288
PCLAF	0.310464486641322	0.0787497901125717	0.156117734230593	0.464811239052051	3	8.06646747544344e-05	0.000711473393261442	2289
FAR1	0.822421470387624	0.208612298418063	0.4135488787561	1.23129406201915	3	8.06890882809381e-05	0.000711473393261442	2290
TMEM9	-0.42500985536637	0.107810160290615	-0.636313886703466	-0.213705824029275	3	8.07356027986805e-05	0.000711572803016568	2291
SPEF2	-0.226186782070475	0.0573818563705902	-0.338653153922882	-0.113720410218067	3	8.0878391456658e-05	0.000712520279359877	2292
E4F1	-0.155074036838096	0.0393430110199035	-0.232184921480469	-0.0779631521957224	3	8.09430972943425e-05	0.000712779337360386	2293
C4orf3	0.706060163980963	0.179151314280998	0.35493004020719	1.05719028775474	3	8.10957408929426e-05	0.000713812205802222	2294
JADE2	-0.628831551446225	0.159576476486558	-0.941595698139681	-0.316067404752769	3	8.12685292527058e-05	0.000714612401134951	2295
LONRF1	0.257397189755674	0.0653193936047272	0.129373530798413	0.385420848712935	3	8.12801999515276e-05	0.000714612401134951	2296
ZNF224	-0.36290942405646	0.0920959844808815	-0.543414236759748	-0.182404611353173	3	8.1292823167937e-05	0.000714612401134951	2297
KLRG1	-0.835331987457003	0.211997061919917	-1.25083859364835	-0.419825381265658	3	8.13798309662865e-05	0.000715065947289494	2298
CCDC146	-0.185415793402115	0.0470584845633287	-0.277648728313273	-0.0931828584909564	3	8.14429007828179e-05	0.000715308852808464	2299
CDIPT	-0.186197118133526	0.0472639675686408	-0.278832792334531	-0.0935614439325204	3	8.16464330855006e-05	0.000716774623940474	2300
UCK1	0.119880498610522	0.0304311143386256	0.0602366104973954	0.179524386723648	3	8.16837749703585e-05	0.000716774623940474	2301
N4BP2L1	-0.702073854115717	0.178222544512603	-1.05138362259351	-0.352764085637927	3	8.17162828997113e-05	0.000716774623940474	2302
HINT2	-0.270310756264257	0.0686419439055821	-0.404846494148017	-0.135775018380498	3	8.21696734600665e-05	0.000720438578595598	2303
TBXAS1	1.020085719646	0.259054179315615	0.512348858142812	1.52782258114918	3	8.22556698690644e-05	0.000720879551213606	2304
AGTRAP	1.17243073034012	0.297786765138682	0.588779395595619	1.75608206508463	3	8.24555673073869e-05	0.000722317924108788	2305
TBC1D17	-0.170860929508621	0.0434019267103929	-0.255927142720638	-0.0857947162966042	3	8.2605298036805e-05	0.000723315775350896	2306
CSGALNACT1	0.522830338544376	0.13282289145654	0.262502254967084	0.783158422121667	3	8.27485819748526e-05	0.000723987430955979	2307
ACTN4	0.368036013454249	0.0934983851931513	0.184782545863019	0.551289481045478	3	8.27537138790808e-05	0.000723987430955979	2308
TRPC4AP	0.2575713654972	0.0654541603333874	0.12928356860545	0.385859162388949	3	8.31477844332314e-05	0.000727119992756954	2309
LRRN1	1.32482485884034	0.336714858267344	0.664875863576834	1.98477385410384	3	8.33491985650826e-05	0.000728565808409588	2310
MANSC1	1.49590359071373	0.380235502760447	0.750655699659776	2.24115148176769	3	8.34915527558049e-05	0.000729494345843883	2311
PP7080	-0.660580439633771	0.167931491722097	-0.989720115279168	-0.331440763988374	3	8.3672373393469e-05	0.000730758029221853	2312
PCYT2	-0.118176505667571	0.0300458736393838	-0.177065335884804	-0.0592876754503372	3	8.3821560784149e-05	0.000731744468375934	2313
MLKL	0.805983379372148	0.204931702464266	0.404324623251709	1.20764213549259	3	8.39143994293491e-05	0.000732238354916775	2314
MOCS2	-0.257682724993939	0.0655231600140511	-0.386105758774734	-0.129259691213144	3	8.39981427925705e-05	0.000732652483484917	2315
C20orf197	-0.32126808102072	0.0817092949507629	-0.481415356326375	-0.161120805715064	3	8.4297278485023e-05	0.000734944148173395	2316
IDI2-AS1	0.154954674297648	0.0394193266034856	0.077694213859995	0.232215134735302	3	8.46173655316359e-05	0.000737416419859643	2317
CHD7	0.131410772495746	0.0334318026229309	0.0658856434165498	0.196935901574942	3	8.46948365158341e-05	0.000737718866436293	2318
PIGT	0.177218476581529	0.045086583516967	0.0888503967023169	0.265586556460742	3	8.47251412076944e-05	0.000737718866436293	2319
ITGA4	-0.913296950501575	0.232367306513707	-1.36872850245302	-0.45786539855013	3	8.48039171708497e-05	0.000738086506686981	2320
MORC2	-0.692245865461308	0.176183610268107	-1.03755939625304	-0.346932334669578	3	8.52586596297534e-05	0.000741724625266687	2321
ATF7	0.401058370004383	0.102089175888132	0.200967262052269	0.601149477956497	3	8.54737218268921e-05	0.000743275362243155	2322
ZNF606	-0.533442944337285	0.135809053259071	-0.799623797499546	-0.267262091175025	3	8.56945914393619e-05	0.000744875243367885	2323
FLYWCH1	-0.210817368208028	0.0536846166862476	-0.316037283436911	-0.105597452979145	3	8.60261088741185e-05	0.000747435107739329	2324
GALC	0.386789049621316	0.0985243018334333	0.193684966425833	0.579893132816798	3	8.64334089774228e-05	0.000750650922181558	2325
TOX	-1.20259690514223	0.306351756238176	-1.80303531396965	-0.602158496314809	3	8.65344115437157e-05	0.000751205003392394	2326
VMP1	0.728256164820608	0.18554583003576	0.364593020468927	1.09191930917229	3	8.67515235630936e-05	0.000752766121094107	2327
TXN	1.58413940218765	0.403657174719307	0.792985877636617	2.37529292673868	3	8.69218472049482e-05	0.000753920076787936	2328
SEMA6B	0.155322490653106	0.0395901935390211	0.0777271371756548	0.232917844130558	3	8.73599962031947e-05	0.000757369582787478	2329
DOPEY1	-0.481050675994605	0.122618120815473	-0.721377776644914	-0.240723575344296	3	8.73945685367881e-05	0.000757369582787478	2330
PPM1M	0.793289444705051	0.202249163151001	0.396888369025724	1.18969052038438	3	8.76940944125201e-05	0.000759639276867269	2331
CAPZB	0.334546657679441	0.0852998533422379	0.167362017242106	0.501731298116775	3	8.78142874893489e-05	0.000760222382258124	2332
IL10	0.670790122723164	0.171035025969363	0.33556763172834	1.00601261371799	3	8.78367084889166e-05	0.000760222382258124	2333
CYP24A1	-0.0848730893413575	0.0216464103049261	-0.127299273933589	-0.0424469047491256	3	8.82242954240071e-05	0.000763249774293724	2334
CYB5B	-0.39714636278602	0.101316874941547	-0.595723788697601	-0.198568936874439	3	8.86062375113315e-05	0.000766225759241458	2335
ZSCAN2	-0.350168422802923	0.0893502317789752	-0.52529165910002	-0.175045186505825	3	8.88970346568874e-05	0.000768411354362958	2336
ZNF211	-0.397616521129133	0.101464141773962	-0.596482584728364	-0.198750457529901	3	8.89951291526442e-05	0.000768930101775863	2337
ZMYND19	-0.211949581317405	0.0540878386581189	-0.317959797088931	-0.105939365545878	3	8.90581060756994e-05	0.000769145114576785	2338
LTF	3.27721956138465	0.836358242913774	1.63798752710045	4.91645159566884	3	8.91239216613338e-05	0.000769384448989162	2339
GEMIN8	-0.311487592964004	0.0795016629073127	-0.46730798897338	-0.155667196954627	3	8.92863443865939e-05	0.000770457207629959	2340
CFL2	-0.706132528883099	0.180284631137357	-1.05948391287841	-0.352781144887791	3	8.97451639836379e-05	0.000773873781295853	2341
LOC100505498	0.093848608277937	0.0239609717395075	0.0468859666339202	0.140811249921954	3	8.97589340231224e-05	0.000773873781295853	2342
TAMM41	-0.433093053894438	0.110591637387204	-0.649848680164672	-0.216337427624204	3	8.99755845244789e-05	0.000775410585880613	2343
PLA2G4A	0.775476185576565	0.198036746742257	0.387331294346261	1.16362107680687	3	9.00975807325514e-05	0.000775958018940018	2344
KISS1R	-0.405715230399767	0.103610682809186	-0.608788437119376	-0.202642023680159	3	9.01174737426879e-05	0.000775958018940018	2345
LOC101928635	0.511861800831548	0.130721464253422	0.255652438888501	0.768071162774595	3	9.01543934445959e-05	0.000775958018940018	2346
MPST	0.283279903551249	0.0723525362465233	0.141471538317935	0.425088268784564	3	9.03021167012716e-05	0.000776898312923765	2347
LPGAT1	1.288956510978	0.329223164116514	0.643690966433316	1.93422205552269	3	9.03497948758642e-05	0.000776977452356665	2348
TBC1D22A	-0.164732257923756	0.0420767788907109	-0.247201229135005	-0.0822632867125074	3	9.03893504652157e-05	0.000776986702679283	2349
SYCE1L	-0.339090683002019	0.0866229669336962	-0.508868578426068	-0.169312787577971	3	9.05697280014368e-05	0.000778205935236175	2350
CD160	-1.63544580861731	0.417824537919543	-2.4543668547967	-0.816524762437911	3	9.07071287691472e-05	0.000779055016634036	2351
PAFAH1B1	0.609537405008245	0.155737692656745	0.304297136365658	0.914777673650833	3	9.08277708931524e-05	0.000779759502497675	2352
TEAD2	-0.155061171088643	0.0396258128645392	-0.232726337161264	-0.0773960050160224	3	9.11054159288157e-05	0.000781700956431832	2353
FTL	0.265195140250915	0.0677716888516053	0.132365070930314	0.398025209571516	3	9.11313416917855e-05	0.000781700956431832	2354
BIN2	0.275721116580395	0.0704661346806639	0.137610030476545	0.413832202684245	3	9.12255229058457e-05	0.000782176542893774	2355
COX19	-0.130100285569279	0.0332562473203533	-0.195281332578128	-0.0649192385604299	3	9.15138693529868e-05	0.000784207191904864	2356
CCDC91	-0.545498979185504	0.139442960843978	-0.818802160337329	-0.272195798033679	3	9.15400332468187e-05	0.000784207191904864	2357
PRAM1	0.821610383078633	0.210040642166856	0.40993828914193	1.23328247701534	3	9.16588286292532e-05	0.000784891886209449	2358
ANKRD19P	-0.153864599882031	0.0393478257316353	-0.230984921185995	-0.0767442785780675	3	9.21544353465896e-05	0.000788341265970704	2359
NFIL3	1.20647659277461	0.308536671195385	0.601755829321774	1.81119735622744	3	9.21745744767951e-05	0.000788341265970704	2360
MTHFD2	0.75985064796994	0.194319931362711	0.378990581020732	1.14071071491915	3	9.21787702534089e-05	0.000788341265970704	2361
NARS2	-0.516144761446675	0.132009234827765	-0.774878107335784	-0.257411415557566	3	9.2328969246907e-05	0.000789291510175083	2362
TRIB1	1.14236251538267	0.292191396323005	0.569677901997113	1.71504712876823	3	9.24346303442813e-05	0.000789807312104747	2363
CXorf40A	-0.182347746720443	0.0466415991483703	-0.273763601232603	-0.090931892208283	3	9.24675359457023e-05	0.000789807312104747	2364
HEMK1	-0.211710484047269	0.0541760910962738	-0.317893671419127	-0.105527296675411	3	9.31321373309712e-05	0.000794954719795082	2365
GPA33	-0.525234262594425	0.13440740244659	-0.788667930645321	-0.261800594543529	3	9.31489137794752e-05	0.000794954719795082	2366
VSIG1	-0.950809852966886	0.243322195165655	-1.42771259213079	-0.473907113802977	3	9.32110556790788e-05	0.000795148980258538	2367
SLC25A15	-0.398163266751202	0.101909917050806	-0.597903033838246	-0.198423499664157	3	9.3444522430091e-05	0.00079680396828902	2368
HAR1A	-0.396808067569582	0.101568033111955	-0.595877754449586	-0.197738380689579	3	9.35185970934699e-05	0.00079686100418423	2369
LINC01806	-0.173062682403023	0.0442979161038915	-0.259885002556828	-0.086240362249219	3	9.35301396551419e-05	0.00079686100418423	2370
PTPRN2	0.299091540860096	0.076565381840436	0.149026149990285	0.449156931729908	3	9.36989340206143e-05	0.000797962410689263	2371
PHKG2	0.146601538251528	0.0375342029314869	0.0730358523173965	0.22016722418566	3	9.39095241295389e-05	0.000799418680954321	2372
NDRG2	-0.266135541891743	0.0681437443176983	-0.399694826526138	-0.132576257257349	3	9.40299111931321e-05	0.000800106180704477	2373
PRKCQ	-1.06066632553574	0.271606338105968	-1.59300496619624	-0.528327684875232	3	9.41628937189421e-05	0.000800900231665071	2374
NUDT18	0.156135898872859	0.0399868701834718	0.0777630734587762	0.234508724286943	3	9.43504715822511e-05	0.000802157777763711	2375
ARHGAP17	-0.360273673959651	0.0922888313398737	-0.541156459561095	-0.179390888358207	3	9.47087446023045e-05	0.000804864886788608	2376
ACTB	0.340285054460458	0.0871857019575596	0.169404218656798	0.511165890264118	3	9.50110369757173e-05	0.000807094176951487	2377
ZFHX2	0.117318037484754	0.0300612856884953	0.0583990002063335	0.176237074763174	3	9.51535976498182e-05	0.000807965283324276	2378
GZMM	-0.873677250545823	0.223943243398378	-1.31259794218773	-0.434756558903915	3	9.56642970474258e-05	0.00081196027153494	2379
BAIAP2	-0.139186290729111	0.0356801007775082	-0.209118003217786	-0.0692545782404352	3	9.58159232882543e-05	0.000812905513880853	2380
DSC2	1.20666793981673	0.309346808193099	0.600359337025835	1.81297654260762	3	9.59164289534268e-05	0.000813416435710876	2381
GPSM3	0.366988891143239	0.0940905334022282	0.182574834388709	0.55140294789777	3	9.60415835929634e-05	0.000813950611113538	2382
CIRBP	-0.480755754579341	0.123260147497977	-0.722341204404471	-0.239170304754211	3	9.60600389403507e-05	0.000813950611113538	2383
DEPDC7	-0.327630539995746	0.0840029338135295	-0.492273264865966	-0.162987815125527	3	9.61023991624016e-05	0.000813967971429201	2384
KAT8	0.208680672282823	0.0535085661215473	0.10380580982021	0.313555534745436	3	9.62130023280902e-05	0.000814563078829685	2385
TMEM39A	-0.140707548475239	0.0360803541166215	-0.211423743093268	-0.0699913538572089	3	9.62569356953674e-05	0.000814593480955934	2386
ATP11B	1.5498478431773	0.397441278416026	0.770877251512335	2.32881843484227	3	9.63659210156045e-05	0.000815174142080891	2387
ATXN7L1	-0.142721683896658	0.0366023132250315	-0.214460899568574	-0.0709824682247424	3	9.64898657879577e-05	0.000815880808203703	2388
ALPK3	0.218955611514888	0.0561617552513916	0.108880593913608	0.329030629116169	3	9.67263160723647e-05	0.000817537787414478	2389
LILRA5	2.33969164201004	0.600181535209544	1.16335744881337	3.5160258352067	3	9.68677192531648e-05	0.000818390371196613	2390
FMNL1	0.227824221162322	0.05844650073004	0.11327118470905	0.342377257615595	3	9.69920517368791e-05	0.000819098079745321	2391
SIGLEC5	1.48182244097664	0.380202053774302	0.736640108730843	2.22700477322243	3	9.72067192233305e-05	0.000820567756922028	2392
ZNF439	-0.846892178822514	0.21732301178904	-1.27283745494081	-0.420946902704222	3	9.74204752037976e-05	0.000821374856353149	2393
ZNF446	-0.117192281020293	0.0300730250933463	-0.176134327109421	-0.0582502349311654	3	9.74223378967466e-05	0.000821374856353149	2394
SLC7A3	-0.133782354477194	0.0343311510592495	-0.201070174101127	-0.0664945348532613	3	9.74635518011712e-05	0.000821374856353149	2395
MAP3K7CL	-1.51133337774201	0.387837873428181	-2.27148164150185	-0.751185113982171	3	9.74650433747101e-05	0.000821374856353149	2396
SSPN	-0.550964034410541	0.141409891465166	-0.828122328739984	-0.273805740081098	3	9.77056812322747e-05	0.00082285175857193	2397
TRAPPC6A	-0.533600123074336	0.136954691710197	-0.802026386340108	-0.265173859808565	3	9.77217966053629e-05	0.00082285175857193	2398
PDK2	-0.144984883845527	0.0372257503861312	-0.217946013899823	-0.0720237537912322	3	9.83012322237771e-05	0.000827385777850149	2399
GNAI1	-0.204582614671251	0.0525359768081277	-0.307551237107813	-0.101613992234689	3	9.85464413115817e-05	0.000829104059568108	2400
URB1	-0.318632574350149	0.0818334872918398	-0.479023262171471	-0.158241886528826	3	9.87390499624356e-05	0.000830378549288421	2401
VSIG4	1.24305268603191	0.319281345342116	0.617272748225868	1.86883262383795	3	9.88966015245418e-05	0.000831357276429454	2402
ZKSCAN4	-0.186264676297484	0.0478507172653325	-0.280050358771945	-0.0924789938230232	3	9.91672725396911e-05	0.000833285712493318	2403
ZBED5-AS1	-0.206459836714325	0.0530422152204528	-0.310420668206634	-0.102499005222015	3	9.92703937752093e-05	0.000833805237566151	2404
MFSD13A	0.546178566440055	0.140338321976538	0.271120509715254	0.821236623164856	3	9.94743649980308e-05	0.000835171051160182	2405
NUDT22	0.181231304780098	0.0465770558736564	0.0899419527618218	0.272520656798375	3	9.983210631928e-05	0.000837826222277183	2406
LOC728392	-0.841423120692946	0.216296830309667	-1.26535711807007	-0.417489123315827	3	0.000100189899543357	0.000840207104703859	2407
PJA1	-0.61484788585777	0.158054136025022	-0.924628300074407	-0.305067471641132	3	0.000100199024768566	0.000840207104703859	2408
MRPS11	-0.196396785012262	0.0504959295487363	-0.295366988293657	-0.0974265817308669	3	0.000100509451005779	0.000842460288380524	2409
CASP9	0.265322741749607	0.0682199658654809	0.131614065626712	0.399031417872501	3	0.000100565184973742	0.000842577682568383	2410
CNOT6L	-0.869037212253535	0.223465110102082	-1.30702077985489	-0.431053644652177	3	0.000100692642735223	0.000843295662426226	2411
PCF11	-0.477708057721463	0.122847942266328	-0.718485600138323	-0.236930515304604	3	0.000100818889151534	0.000843589401869147	2412
LINC01013	-0.402838207086525	0.103595078397337	-0.605880829720908	-0.199795584452142	3	0.00010083060194447	0.000843589401869147	2413
KDM6B	0.805655998373687	0.207194046559658	0.399563129305643	1.21174886744173	3	0.000100901877471256	0.000843589401869147	2414
SLC38A7	-0.141686789502942	0.0364386922509236	-0.213105313958491	-0.0702682650473933	3	0.000100923445509099	0.000843589401869147	2415
ELF4	0.247583970163537	0.063673611230803	0.122785985385558	0.372381954941516	3	0.000100936608306055	0.000843589401869147	2416
FASTK	-0.183513736873087	0.0472021405166412	-0.276028232278903	-0.0909992414672713	3	0.000101145845770984	0.00084490075414443	2417
NSMCE4A	-0.809591645453241	0.208241622364553	-1.21773772536996	-0.401445565536526	3	0.000101177200055529	0.00084490075414443	2418
KIF1A	-0.161298755587905	0.0414951722630221	-0.242627798755714	-0.0799697124200965	3	0.000101420061944839	0.000846457470585594	2419
MMP9	3.04763671200156	0.784037940403213	1.5109505862983	4.58432283770481	3	0.000101447458340785	0.000846457470585594	2420
UQCRQ	0.354837769604076	0.0912963666897417	0.17590017897282	0.533775360235332	3	0.000101633712489744	0.000847661265011529	2421
HNRNPR	-0.610402830939859	0.157101373674613	-0.918315865263869	-0.302489796615848	3	0.000102158451199846	0.000851685981266425	2422
RASSF1	-0.355504890491037	0.091517130303632	-0.534875169854614	-0.176134611127459	3	0.00010251027212574	0.000854266370104394	2423
DKK2	0.203134796389324	0.0522975672635337	0.100633448073737	0.305636144704911	3	0.000102662641020627	0.000854919519769065	2424
TMEM114	0.140687254199991	0.03622052539695	0.0696963289208509	0.211678179479132	3	0.00010267332782488	0.000854919519769065	2425
PLEK	0.508547302527146	0.130962356354678	0.251865800741478	0.765228804312815	3	0.000103109230409873	0.00085801239030903	2426
LOC100505549	-0.559969854721949	0.144206615687656	-0.842609627802163	-0.277330081641734	3	0.000103129757888273	0.00085801239030903	2427
PCNX1	0.975397601381887	0.251208912186986	0.483037180899909	1.46775802186387	3	0.000103254347409768	0.000858695132989305	2428
DEPDC5	-0.119678078939789	0.0308267791466527	-0.180097455826598	-0.059258702052979	3	0.000103483132306481	0.000860243477781995	2429
SKAP1	-0.927330929394436	0.23892786883736	-1.39562094721857	-0.459040911570301	3	0.000103935007741043	0.000862837022795045	2430
RHOBTB3	-0.529257037779521	0.136364729672162	-0.796526996698498	-0.261987078860544	3	0.000103947804688971	0.000862837022795045	2431
BAD	0.309173527974262	0.0796606422459012	0.153041538186966	0.465305517761558	3	0.000103971063617269	0.000862837022795045	2432
HKDC1	-0.333235250688634	0.0858610614338169	-0.501519838773296	-0.164950662603972	3	0.000103985641978602	0.000862837022795045	2433
BTBD6	-0.33950222087921	0.087477022196815	-0.510954033859778	-0.168050407898641	3	0.000104008781372976	0.000862837022795045	2434
AGPS	0.377221992842317	0.097213613585391	0.186686811407957	0.567757174276677	3	0.000104310018825473	0.000864980657135092	2435
WDR37	0.245734477109834	0.0633305429292697	0.121608893847098	0.369860060372571	3	0.000104375320118845	0.000865166857077057	2436
ZZZ3	-0.538020610076209	0.138669863887947	-0.809808549037658	-0.266232671114761	3	0.000104513655182845	0.000865958032602385	2437
ZNF141	-0.323672213107769	0.0834377061445442	-0.487207112103711	-0.160137314111826	3	0.000104797138039823	0.00086795070192785	2438
ZBTB40	-0.384778701844053	0.099215174132877	-0.579236869864362	-0.190320533823744	3	0.00010522167109236	0.000871109464000383	2439
EXOC5	0.222833408451834	0.0574646955445077	0.11020467480204	0.335462142101628	3	0.000105429342479803	0.000872471017767288	2440
COQ2	0.570031887701595	0.147011829753175	0.281893996084038	0.858169779319152	3	0.00010555444968761	0.00087287062626944	2441
ATP6V0B	0.517630027897039	0.133498099505634	0.255978560861451	0.779281494932626	3	0.000105564088220581	0.00087287062626944	2442
ZDHHC3	0.937108215446316	0.24169870214772	0.46338746412671	1.41082896676592	3	0.00010567625992223	0.000873420421183004	2443
PADI2	1.2100603682611	0.312106017716156	0.598343814179214	1.82177692234299	3	0.000105717091391207	0.000873420421183004	2444
TRDV3	-0.156910882164107	0.0404747823203261	-0.236239997794045	-0.0775817665341697	3	0.000105858132382509	0.000874227979168761	2445
ACPP	0.742720933274858	0.191598224487134	0.367195313778254	1.11824655277146	3	0.000105991587492408	0.000874972254557116	2446
NAP1L1	-0.806479825928586	0.208058055633587	-1.21426612166385	-0.398693530193325	3	0.000106089610739513	0.000875423547222005	2447
CACYBP	-0.293212250737756	0.0756518307944989	-0.441487114459492	-0.14493738701602	3	0.000106269845332696	0.000876552580456613	2448
GPR160	1.14891775121067	0.296473681720974	0.567840012673566	1.72999548974776	3	0.000106503312196683	0.000878119591619197	2449
FAIM	-0.3595465493088	0.092818484414026	-0.541467435859883	-0.177625662757717	3	0.000107216286364974	0.000883405405240519	2450
TSPYL5	-0.420022222725128	0.108431532273526	-0.632544120769731	-0.207500324680525	3	0.000107231906113536	0.000883405405240519	2451
HOOK1	-0.807678780444077	0.208592488458574	-1.21651254526847	-0.398845015619686	3	0.000107927551872068	0.000888773706117777	2452
INTS3	0.196044330486169	0.050637355599825	0.0967969372381645	0.295291723734174	3	0.000108151808756603	0.000890257367473843	2453
TNIP2	0.169257674869649	0.0437271021263545	0.0835541295536898	0.254961220185609	3	0.000108490899321149	0.000892493664778009	2454
ENTPD7	0.915527574793853	0.236527554505218	0.451942086612291	1.37911306297542	3	0.000108522583736731	0.000892493664778009	2455
TRIM37	-0.374084064897934	0.096647795740636	-0.563510263734764	-0.184657866061103	3	0.000108571926321864	0.000892493664778009	2456
TEX10	-0.329755941039114	0.085196649630774	-0.496738305918908	-0.162773576159319	3	0.000108600283991659	0.000892493664778009	2457
RALGDS	-0.630464333724714	0.162901682808372	-0.949745765050092	-0.311182902399336	3	0.000108739966794408	0.000893278034789542	2458
CACTIN	-0.206866297862964	0.0534583343452609	-0.311642707853176	-0.102089887872752	3	0.000108981218776109	0.000894895798913054	2459
SERBP1	-0.486289599114639	0.125694588323456	-0.732646465280202	-0.239932732949076	3	0.000109363830780743	0.000897672549237712	2460
MTMR3	0.721414205942278	0.186485311510313	0.355909711736331	1.08691870014823	3	0.000109517101792991	0.000898565347177602	2461
SLC25A26	-0.351643575909935	0.0909117485057016	-0.529827328752673	-0.173459823067196	3	0.000109746845033982	0.000900084603950517	2462
DDX11L2	-0.521813069786306	0.134925391053771	-0.78626197685168	-0.257364162720933	3	0.00010999318280084	0.000901738671179278	2463
SDK2	-0.234485067772294	0.0606349461076011	-0.353327378347719	-0.115642757196869	3	0.000110109968447521	0.000902329741433585	2464
FAR2	1.52448561970588	0.394226633208382	0.751815616870969	2.29715562254079	3	0.000110169564336823	0.000902451863322158	2465
PTPDC1	-0.258867027726938	0.0669483004354362	-0.39008328540656	-0.127650770047316	3	0.000110331273018096	0.00090341000193893	2466
GFI1B	-0.274277910087329	0.0709389261121055	-0.413315650369004	-0.135240169805655	3	0.000110455981567815	0.000904064523638961	2467
LOC728743	-0.132199193971708	0.0341965509360046	-0.199223202201767	-0.06517518574165	3	0.000110696895368185	0.000905669250921553	2468
DNAJC5B	0.168431057855157	0.0435745783137405	0.0830264537187056	0.253835661991608	3	0.000110929365837973	0.000907203626974629	2469
RNF165	-0.424267441058341	0.10976509604676	-0.63940307606957	-0.209131806047112	3	0.00011098415419702	0.000907284227346647	2470
SPI1	0.983200500294876	0.254387273872079	0.484610605380275	1.48179039520948	3	0.000111100495567498	0.000907867748481962	2471
NCOA5	-0.306324010269668	0.0792636630601019	-0.461677935150186	-0.150970085389151	3	0.00011126186192231	0.000908483380172928	2472
MARC1	1.03066697821496	0.266693503686138	0.507957316079325	1.55337664035059	3	0.000111265818104579	0.000908483380172928	2473
FCRL1	-0.650003295949652	0.168198846365665	-0.979666977067541	-0.320339614831763	3	0.000111320096648416	0.000908559171998711	2474
CDK14	0.413286495818209	0.106952192524624	0.203664050402351	0.622908941234066	3	0.000111446049384509	0.000909219648150304	2475
PLXNA3	-0.138939810657723	0.0359608334116323	-0.209421748998566	-0.0684578723168785	3	0.000111708595871947	0.000910993524978335	2476
ANXA7	0.198091293811746	0.0512746726059034	0.097594782185093	0.298587805438399	3	0.00011184894726482	0.000911769859980317	2477
PPA2	0.559473670760378	0.14483514794439	0.275601997093843	0.843345344426912	3	0.000112080639322834	0.000913186579507475	2478
ZNF610	-0.162171321896831	0.0419832778770655	-0.244457034488816	-0.0798856093048452	3	0.000112113189906846	0.000913186579507475	2479
RAD54B	-0.474758203211068	0.122919314686262	-0.715675633000487	-0.233840773421649	3	0.000112298570777007	0.000914327718197312	2480
