ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
42,PENNSYLVANIA,PA,42003,Allegheny,42003552200,"Census Tract 5522, Allegheny County, Pennsylvania",0.310578904392,970,134,663,40,523,69,307,144,80,59,19980,3876,91,43,234,48,155,65,245,90,35,26,98,190,0,40,9,15,0,10,1,12,98,41,0,10,31.9,13.4,17.2,11.9,19980.0,3876.0,12.0,5.4,24.1,4.8,16.0,6.3,25.3,8.2,6.7,5.1,10.1,19.6,0.0,4.3,1.4,2.4,0.0,3.7,0.2,2.3,18.7,7.3,0.0,1.0,0.9011,0.9627,0.8545,0.7114,3.4297,0.9048,0.8793,0.1654,0.9599,0.4653,2.4699,0.7697,0.4353,0.0,0.4353,0.2192,0.3499,0.0,0.3161,0.7968,0.0,1.4628,0.1753,7.7977,0.6279,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,38,31,3.9,3.0,902
42,PENNSYLVANIA,PA,42003,Allegheny,42003552300,"Census Tract 5523, Allegheny County, Pennsylvania",0.320843426062,2019,315,1334,65,841,87,805,316,143,63,18449,4842,159,80,286,46,557,166,429,118,120,54,1350,380,0,40,0,14,0,10,13,22,193,59,6,3,39.9,13.5,16.5,6.9,18449.0,4842.0,13.0,6.0,14.2,2.4,27.6,7.0,21.2,5.2,14.3,6.3,66.9,15.7,0.0,2.2,0.0,1.1,0.0,1.9,1.5,2.7,22.9,6.6,0.3,0.1,0.9412,0.9568,0.8817,0.7483,3.528,0.9214,0.2792,0.9062,0.8867,0.844,2.9161,0.9484,0.8865,0.0,0.8865,0.4587,0.0,0.0,0.656,0.8419,0.4794,1.9773,0.3547,9.3079,0.8285,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,193,104,9.6,5.0,1004
42,PENNSYLVANIA,PA,42003,Allegheny,42003552400,"Census Tract 5524, Allegheny County, Pennsylvania",0.789432257342,3116,403,1782,67,1361,147,642,305,133,76,20322,2830,247,102,542,125,636,175,820,242,133,65,638,520,0,40,47,27,9,16,23,28,270,107,5,7,20.7,8.7,9.7,5.2,20322.0,2830.0,10.7,4.0,17.4,4.2,20.4,5.0,26.4,6.5,9.8,4.7,20.5,16.5,0.0,1.4,2.6,1.5,0.5,0.9,1.7,2.1,19.8,6.8,0.2,0.2,0.7919,0.8444,0.8454,0.6426,3.1243,0.8437,0.4775,0.4916,0.9706,0.6807,2.6204,0.8411,0.6476,0.0,0.6476,0.3318,0.4475,0.4944,0.6948,0.8103,0.3959,2.8429,0.7539,9.2352,0.8219,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,219,134,7.1,4.4,1261
42,PENNSYLVANIA,PA,42003,Allegheny,42003560400,"Census Tract 5604, Allegheny County, Pennsylvania",0.19734059322,1653,190,1092,58,923,84,407,144,61,38,23835,3557,113,78,265,81,185,63,247,99,67,47,869,275,2,38,96,42,0,10,3,12,362,92,100,64,25.7,8.1,5.9,3.3,23835.0,3557.0,9.1,6.2,16.0,4.5,11.2,3.6,15.6,5.8,7.3,5.1,52.6,15.5,0.1,2.5,8.8,3.9,0.0,2.3,0.3,1.3,39.2,9.6,6.0,3.8,0.8473,0.598,0.7499,0.5441,2.7393,0.756,0.3856,0.0513,0.6155,0.5144,1.5668,0.2334,0.8502,0.2583,1.1085,0.5944,0.6886,0.0,0.3271,0.9383,0.8921,2.8461,0.7561,8.2607,0.6956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,168,78,10.6,4.7,2058
42,PENNSYLVANIA,PA,42003,Allegheny,42003560500,"Census Tract 5605, Allegheny County, Pennsylvania",0.179405383116,2422,219,1459,72,1315,114,247,116,102,73,51771,6585,39,31,225,49,237,70,108,54,12,22,357,302,8,40,101,53,8,14,0,14,57,61,0,10,10.2,4.6,5.5,3.8,51771.0,6585.0,1.9,1.5,9.3,2.2,9.8,2.8,4.5,2.2,0.9,1.7,14.7,12.4,0.3,1.8,6.9,3.6,0.5,1.0,0.0,1.1,4.3,4.6,0.0,0.4,0.5053,0.5454,0.0814,0.0578,1.1899,0.2525,0.0869,0.0397,0.0106,0.026,0.1632,0.0094,0.5491,0.349,0.8981,0.464,0.6335,0.4944,0.0,0.3181,0.0,1.446,0.1709,3.6972,0.0389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,83,7.2,3.4,1038
42,PENNSYLVANIA,PA,42003,Allegheny,42003560600,"Census Tract 5606, Allegheny County, Pennsylvania",0.1445179786,863,133,931,43,557,64,362,105,99,63,20477,4339,122,63,132,47,19,19,232,75,20,21,619,153,0,40,113,41,0,10,5,12,340,70,22,16,41.9,11.6,20.0,11.4,20477.0,4339.0,16.3,8.5,15.3,5.6,2.2,2.2,26.9,8.4,3.6,3.8,71.7,14.0,0.0,4.7,12.1,4.4,0.0,2.6,0.9,2.2,61.0,11.1,2.5,1.8,0.9503,0.9771,0.8432,0.8462,3.6168,0.9355,0.3452,0.01,0.9743,0.1751,1.5046,0.1977,0.8974,0.0,0.8974,0.4634,0.7608,0.0,0.505,0.9919,0.777,3.0347,0.8287,9.0535,0.8044,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,60,40,7.0,4.7,1506
42,PENNSYLVANIA,PA,42003,Allegheny,42003561000,"Census Tract 5610, Allegheny County, Pennsylvania",0.219405550316,1184,150,965,47,604,76,445,154,56,36,18792,3083,80,51,105,39,345,104,194,67,137,54,965,169,6,40,28,35,0,10,0,14,237,77,32,35,38.1,12.5,9.3,6.2,18792.0,3083.0,10.8,6.5,8.9,3.3,29.1,8.0,16.6,5.7,22.7,8.5,81.5,9.9,0.5,3.7,2.9,3.7,0.0,2.6,0.0,2.3,39.2,11.8,2.7,2.9,0.9343,0.8278,0.8764,0.6501,3.2886,0.8747,0.075,0.9371,0.689,0.9534,2.6545,0.8567,0.9243,0.4462,1.3705,0.7311,0.4637,0.0,0.0,0.9383,0.7886,2.1906,0.4537,9.5042,0.8461,1,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,5,95,44,8.1,3.6,1168
42,PENNSYLVANIA,PA,42003,Allegheny,42003561100,"Census Tract 5611, Allegheny County, Pennsylvania",0.160052406468,993,242,599,23,378,55,521,254,63,39,11455,3398,87,48,148,24,322,152,181,46,86,42,944,244,0,40,0,14,0,10,20,22,171,56,0,10,52.5,14.7,16.8,7.7,11455.0,3398.0,16.1,8.9,14.9,4.0,32.4,13.1,18.2,5.7,22.8,10.7,95.1,8.2,0.0,4.3,0.0,2.4,0.0,4.1,5.3,5.9,45.2,12.9,0.0,1.0,0.9847,0.9599,0.9812,0.8415,3.7673,0.9668,0.3202,0.9684,0.7732,0.9537,3.0155,0.9725,0.9678,0.0,0.9678,0.5025,0.0,0.0,0.9512,0.9602,0.0,1.9114,0.3272,9.662,0.8592,1,1,1,0,3,0,1,0,1,2,1,0,1,0,0,1,1,0,2,8,76,38,7.7,4.3,270
42,PENNSYLVANIA,PA,42003,Allegheny,42003561200,"Census Tract 5612, Allegheny County, Pennsylvania",0.153445042942,1357,258,917,37,587,84,472,200,73,36,15898,3019,38,24,220,67,359,174,390,108,57,35,1215,266,17,46,147,63,0,10,21,35,195,69,17,8,34.8,15.2,13.1,7.7,15898.0,3019.0,4.2,2.8,16.2,5.6,26.5,11.8,28.7,5.4,9.7,5.9,89.5,9.8,1.3,3.4,16.0,6.9,0.0,2.7,3.6,6.0,33.2,9.3,1.3,0.5,0.919,0.9202,0.9264,0.1892,2.9548,0.8105,0.3984,0.8806,0.9844,0.6745,2.9379,0.9565,0.9453,0.671,1.6163,0.8512,0.828,0.0,0.8902,0.9092,0.6873,3.3147,0.9064,10.8237,0.9426,1,1,1,0,3,0,0,1,0,1,1,0,1,0,0,0,1,0,1,6,73,65,5.4,4.9,1199
42,PENNSYLVANIA,PA,42003,Allegheny,42003561400,"Census Tract 5614, Allegheny County, Pennsylvania",0.7030338267,4298,332,2847,120,2626,171,522,218,141,102,30291,4238,258,133,1197,314,608,181,754,282,216,110,3286,424,32,52,824,191,0,10,16,28,615,212,6,9,12.1,5.1,6.0,4.2,30291.0,4238.0,7.6,3.9,27.9,8.3,14.1,4.1,17.5,6.7,8.2,4.2,76.5,7.9,0.8,1.3,28.9,6.6,0.0,0.9,0.6,1.1,23.4,7.8,0.1,0.2,0.582,0.6124,0.4698,0.4387,2.1029,0.552,0.9478,0.0954,0.7412,0.5804,2.3648,0.714,0.9115,0.5594,1.4709,0.7817,0.9306,0.0,0.4059,0.8478,0.3177,2.502,0.6027,8.4406,0.7232,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,3,251,227,5.8,5.2,1706
42,PENNSYLVANIA,PA,42003,Allegheny,42003561500,"Census Tract 5615, Allegheny County, Pennsylvania",0.493932180458,2867,318,2161,98,1783,149,681,263,159,102,31756,7791,135,73,834,101,368,163,607,182,146,95,2039,346,0,40,411,96,0,10,21,29,398,130,0,10,23.8,7.8,9.5,6.0,31756.0,7791.0,6.0,3.4,29.1,4.4,12.8,5.5,21.2,5.8,8.2,5.3,71.1,9.2,0.0,1.4,19.0,4.4,0.0,1.1,1.2,1.7,22.3,7.0,0.0,0.3,0.8295,0.8369,0.4153,0.3121,2.3938,0.6472,0.96,0.0722,0.8867,0.5804,2.4993,0.7857,0.8962,0.0,0.8962,0.4625,0.8621,0.0,0.5916,0.8366,0.0,2.2903,0.5,8.0796,0.669,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,141,112,4.9,3.8,1432
42,PENNSYLVANIA,PA,42003,Allegheny,42003561600,"Census Tract 5616, Allegheny County, Pennsylvania",0.60748516476,2199,172,1032,49,906,72,431,147,88,65,24038,4400,262,76,224,31,426,84,328,81,164,64,810,244,0,40,39,44,0,10,8,15,277,74,0,10,19.7,6.6,7.0,5.1,24038.0,4400.0,17.3,4.6,10.2,1.4,19.4,3.5,14.9,3.5,18.1,6.9,36.8,10.7,0.0,1.9,3.8,4.3,0.0,2.4,0.9,1.7,30.6,7.1,0.0,0.5,0.7732,0.7035,0.7433,0.8646,3.0846,0.8383,0.1144,0.3956,0.5566,0.9096,1.9762,0.4731,0.7874,0.0,0.7874,0.4074,0.5094,0.0,0.505,0.897,0.0,1.9114,0.3272,7.7596,0.6204,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,210,95,9.5,4.3,1010
42,PENNSYLVANIA,PA,42003,Allegheny,42003561700,"Census Tract 5617, Allegheny County, Pennsylvania",0.41416389336,914,182,343,41,328,44,74,48,30,28,22138,5391,94,84,81,31,258,90,150,62,61,43,470,211,52,88,15,26,0,10,0,14,84,43,0,10,8.1,5.2,6.6,6.4,22138.0,5391.0,16.0,12.8,8.9,3.7,28.2,8.1,16.4,6.8,18.6,13.0,51.4,20.7,6.2,10.5,4.4,7.6,0.0,7.0,0.0,4.3,25.6,12.1,0.0,1.1,0.3895,0.6728,0.8056,0.839,2.7069,0.7444,0.075,0.9218,0.678,0.9143,2.5891,0.8263,0.8468,0.9256,1.7724,0.9187,0.5356,0.0,0.0,0.8673,0.0,1.4029,0.1587,8.4713,0.7285,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,3,161,140,17.6,13.3,258
42,PENNSYLVANIA,PA,42003,Allegheny,42003561900,"Census Tract 5619, Allegheny County, Pennsylvania",0.417309466354,2541,283,1092,67,1008,75,717,290,91,72,19437,4782,295,82,740,152,434,183,531,142,216,107,2249,314,0,40,98,42,0,10,0,14,403,82,247,140,31.0,11.2,10.9,6.9,19437.0,4782.0,16.4,5.0,29.1,5.0,17.1,6.9,23.0,5.9,21.4,10.5,88.5,7.5,0.0,1.7,9.0,3.9,0.0,2.3,0.0,1.4,40.0,8.7,9.7,5.4,0.8958,0.8738,0.8638,0.848,3.4814,0.9132,0.96,0.2167,0.9302,0.9431,3.05,0.9759,0.9418,0.0,0.9418,0.49,0.6942,0.0,0.0,0.9424,0.9271,2.5637,0.6321,10.0369,0.8865,0,0,0,0,0,1,0,1,1,3,1,0,1,0,0,0,1,1,2,6,302,143,13.1,6.2,800
42,PENNSYLVANIA,PA,42003,Allegheny,42003562000,"Census Tract 5620, Allegheny County, Pennsylvania",0.226525271196,2760,288,1943,97,1812,138,1219,236,166,107,26467,5726,79,61,479,110,93,125,422,121,9,23,1312,399,67,58,1498,186,0,10,15,26,826,178,106,19,45.9,7.8,10.7,6.6,26467.0,5726.0,4.6,3.3,17.4,4.0,3.4,4.5,15.3,4.4,0.5,1.3,47.5,13.6,2.5,2.1,77.1,8.8,0.0,1.3,0.8,1.5,45.6,9.7,3.8,0.6,0.9662,0.8688,0.6388,0.2158,2.6896,0.7397,0.4775,0.0138,0.5939,0.0178,1.103,0.071,0.834,0.8083,1.6423,0.8646,0.9928,0.0,0.4737,0.9615,0.8405,3.2685,0.8939,8.7034,0.7605,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,90,67,3.3,2.4,3299
42,PENNSYLVANIA,PA,42003,Allegheny,42003562300,"Census Tract 5623, Allegheny County, Pennsylvania",1.203465648226,3266,395,1708,96,1385,137,1419,382,147,80,17530,4054,208,78,613,115,648,233,748,162,324,108,2009,468,14,45,211,89,9,14,38,44,573,127,254,102,46.9,10.0,13.3,7.0,17530.0,4054.0,9.0,3.5,18.8,3.8,19.8,6.7,24.6,5.4,23.4,7.5,61.5,12.2,0.5,1.5,12.4,5.2,0.5,0.8,2.7,3.2,41.4,8.8,7.8,3.0,0.9696,0.9236,0.8948,0.5356,3.3236,0.8806,0.5754,0.434,0.9524,0.9575,2.9193,0.9496,0.8774,0.4462,1.3236,0.7079,0.767,0.4944,0.8205,0.9483,0.9137,3.9439,0.99,11.5104,0.9781,1,1,0,0,2,0,0,1,1,2,0,0,0,0,0,0,1,1,2,6,249,124,8.2,3.9,1987
42,PENNSYLVANIA,PA,42003,Allegheny,42003562400,"Census Tract 5624, Allegheny County, Pennsylvania",0.730467146004,2535,311,1444,86,1227,114,479,339,98,65,25166,6405,141,68,370,71,648,191,415,109,188,135,1385,435,51,71,0,14,0,10,0,14,255,129,0,10,18.9,11.9,7.5,4.9,25166.0,6405.0,8.1,4.0,14.6,2.7,25.6,6.8,16.4,4.2,15.3,11.0,54.6,15.8,2.1,2.9,0.0,1.0,0.0,1.7,0.0,1.1,20.8,9.3,0.0,0.4,0.7619,0.7417,0.6992,0.4772,2.68,0.7359,0.303,0.8521,0.678,0.8637,2.6968,0.8752,0.8583,0.7755,1.6338,0.8602,0.0,0.0,0.0,0.8206,0.0,0.8206,0.0529,7.8312,0.6339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,64,4.3,2.6,1073
42,PENNSYLVANIA,PA,42003,Allegheny,42003562500,"Census Tract 5625, Allegheny County, Pennsylvania",0.779885113188,2597,407,1333,87,1077,115,894,379,101,81,16602,4155,177,88,329,50,793,253,600,197,189,99,1757,447,110,106,139,69,0,10,0,14,339,121,6,12,34.4,11.9,9.3,6.8,16602.0,4155.0,10.9,5.1,12.7,3.0,30.5,8.5,23.1,7.1,17.5,9.1,67.7,13.6,4.6,4.4,10.4,5.2,0.0,1.9,0.0,1.3,31.5,9.9,0.2,0.5,0.9158,0.8278,0.913,0.656,3.3126,0.8797,0.2045,0.9537,0.9309,0.9006,2.9897,0.9678,0.8884,0.8956,1.784,0.9246,0.7298,0.0,0.0,0.9023,0.3959,2.028,0.3782,10.1143,0.8922,1,0,1,0,2,0,1,1,1,3,0,0,0,0,0,0,1,0,1,6,245,152,9.4,5.9,1896
42,PENNSYLVANIA,PA,42003,Allegheny,42003562600,"Census Tract 5626, Allegheny County, Pennsylvania",0.808032721192,2610,456,1323,94,1070,112,465,212,104,70,22066,2651,103,60,320,68,666,236,317,96,169,99,1087,542,0,40,19,18,0,10,0,14,205,97,0,10,17.8,8.2,7.8,4.2,22066.0,2651.0,6.1,3.5,12.3,3.2,25.5,7.9,12.1,4.6,15.8,9.2,41.6,19.5,0.0,1.7,1.4,1.4,0.0,1.9,0.0,1.3,19.2,8.6,0.0,0.4,0.7444,0.7627,0.8072,0.3218,2.6361,0.7259,0.1879,0.8471,0.3367,0.8727,2.2444,0.6427,0.8114,0.0,0.8114,0.4206,0.3499,0.0,0.0,0.8034,0.0,1.1533,0.1027,6.8452,0.4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,93,7.3,3.5,2894
42,PENNSYLVANIA,PA,42003,Allegheny,42003562700,"Census Tract 5627, Allegheny County, Pennsylvania",0.351608033422,2044,205,1403,47,1260,80,419,134,79,61,36151,5495,121,82,319,88,246,136,239,71,10,18,789,310,5,39,889,73,7,10,55,33,311,77,48,22,20.7,7.5,6.0,4.4,36151.0,5495.0,8.1,5.5,15.6,4.4,12.0,6.5,11.8,3.7,0.8,1.4,38.6,14.7,0.3,2.1,63.4,4.7,0.5,0.7,4.4,2.6,24.7,6.0,2.3,1.1,0.7919,0.6124,0.2892,0.4772,2.1707,0.5749,0.3627,0.06,0.3154,0.0235,0.7616,0.0338,0.7961,0.349,1.1451,0.6144,0.9875,0.4944,0.9234,0.8591,0.7652,4.0296,0.9944,8.107,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,151,104,7.4,5.7,8614
42,PENNSYLVANIA,PA,42003,Allegheny,42003562800,"Census Tract 5628, Allegheny County, Pennsylvania",0.685344949672,1502,171,840,16,755,51,300,121,52,28,28139,3298,106,46,256,64,240,67,207,61,67,40,165,237,28,47,190,50,0,10,0,14,93,38,36,64,20.3,7.5,5.9,3.4,28139.0,3298.0,9.3,3.8,17.0,4.1,16.0,4.1,13.8,4.0,8.9,5.3,11.0,15.8,2.0,3.4,22.6,6.0,0.0,2.9,0.0,1.9,12.3,4.8,2.4,4.3,0.7844,0.598,0.5696,0.5544,2.5064,0.6839,0.4518,0.1654,0.4718,0.6248,1.7138,0.3151,0.4593,0.7658,1.2251,0.6576,0.8943,0.0,0.0,0.6828,0.7708,2.3479,0.5254,7.7932,0.6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,61,8.1,3.9,1978
42,PENNSYLVANIA,PA,42003,Allegheny,42003562900,"Census Tract 5629, Allegheny County, Pennsylvania",2.612124432148,1840,126,993,55,797,67,371,158,45,32,20311,2217,98,40,285,28,441,47,397,108,114,68,615,167,11,39,5,12,5,7,19,23,227,74,0,10,20.2,8.9,5.4,3.7,20311.0,2217.0,7.6,3.2,15.5,1.9,24.0,2.0,21.6,6.0,14.3,8.5,33.4,8.8,0.6,2.2,0.5,1.3,0.5,0.7,2.4,2.9,28.5,8.6,0.0,0.5,0.7825,0.5369,0.8463,0.4387,2.6044,0.7159,0.3555,0.7674,0.8967,0.844,2.8636,0.9327,0.767,0.49,1.257,0.6773,0.2511,0.4944,0.7877,0.8848,0.0,2.418,0.5611,9.143,0.8141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,116,7.9,6.4,1506
42,PENNSYLVANIA,PA,42003,Allegheny,42003563000,"Census Tract 5630, Allegheny County, Pennsylvania",1.523874709538,3113,336,1499,65,1342,89,452,234,197,106,30410,2669,161,74,467,94,408,132,474,119,110,77,1213,403,0,40,167,91,34,34,27,44,76,58,66,33,14.5,7.5,10.3,5.3,30410.0,2669.0,6.7,3.1,15.0,3.6,13.1,4.0,15.4,4.1,8.2,5.8,39.0,12.3,0.0,1.4,11.1,6.1,2.3,2.3,2.0,3.3,5.7,4.3,2.1,1.0,0.6655,0.8591,0.4654,0.3702,2.3602,0.6372,0.3265,0.0779,0.6026,0.5804,1.5874,0.2422,0.798,0.0,0.798,0.4153,0.7423,0.68,0.7417,0.4255,0.752,3.3415,0.9123,8.0871,0.6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,95,4.2,2.9,2987
42,PENNSYLVANIA,PA,42003,Allegheny,42003563100,"Census Tract 5631, Allegheny County, Pennsylvania",1.04845418947,3763,259,1781,36,1746,67,375,183,52,39,30204,2324,261,114,527,59,750,161,360,102,82,47,957,371,147,93,135,72,0,10,30,27,95,51,0,10,10.0,4.9,2.4,1.8,30204.0,2324.0,9.3,3.8,14.0,1.8,19.9,4.1,9.6,2.9,4.7,2.7,25.4,9.7,4.3,2.7,7.6,4.1,0.0,1.4,1.7,1.6,5.4,2.9,0.0,0.3,0.4941,0.1102,0.4726,0.5544,1.6313,0.391,0.2699,0.4434,0.1743,0.2767,1.1643,0.0814,0.7017,0.8881,1.5898,0.8405,0.6545,0.0,0.6948,0.4036,0.0,1.7529,0.2661,6.1383,0.3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,148,9.4,4.0,2292
42,PENNSYLVANIA,PA,42003,Allegheny,42003563200,"Census Tract 5632, Allegheny County, Pennsylvania",0.35721963989,2083,254,1787,84,1430,112,568,184,24,26,39089,5388,183,111,366,113,122,86,469,148,30,36,533,372,16,46,569,124,0,10,0,14,574,106,41,95,27.3,7.2,1.9,2.0,39089.0,5388.0,10.2,5.4,17.6,4.9,5.9,4.1,22.5,5.6,2.1,2.5,25.6,17.6,0.8,2.3,31.8,6.8,0.0,1.4,0.0,1.0,40.1,7.2,2.0,4.6,0.862,0.0648,0.2254,0.6144,1.7666,0.4355,0.4919,0.0203,0.9199,0.0763,1.5084,0.1993,0.7045,0.5594,1.2639,0.6811,0.9434,0.0,0.0,0.9433,0.7439,2.6306,0.6647,7.1695,0.5213,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,3,95,58,4.6,2.7,5240
42,PENNSYLVANIA,PA,42003,Allegheny,42003563300,"Census Tract 5633, Allegheny County, Pennsylvania",9.793144410076,1471,68,635,44,547,49,34,17,18,10,117651,13963,19,10,280,34,360,37,94,22,30,19,176,105,15,38,5,11,2,3,0,14,18,15,0,10,2.3,1.2,2.4,1.2,117651.0,13963.0,1.8,0.9,19.0,2.2,24.5,2.2,6.4,1.5,5.5,3.4,12.0,7.1,1.1,2.8,0.8,1.8,0.3,0.4,0.0,2.6,3.3,2.7,0.0,0.7,0.0504,0.1102,0.0003,0.0538,0.2147,0.0044,0.5894,0.7958,0.0507,0.3546,1.7905,0.3623,0.4828,0.6282,1.111,0.5963,0.2958,0.4699,0.0,0.2329,0.0,0.9986,0.0786,4.1148,0.0696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.9,0.9,573
42,PENNSYLVANIA,PA,42003,Allegheny,42003563800,"Census Tract 5638, Allegheny County, Pennsylvania",5.899447053408,3733,199,1849,77,1684,81,142,50,30,14,51503,3528,86,39,1346,185,647,68,508,76,53,29,269,282,12,38,407,55,0,10,6,13,208,45,233,164,4.1,1.4,1.9,0.8,51503.0,3528.0,2.9,1.2,36.1,3.4,17.3,1.6,14.5,2.0,3.1,1.7,7.2,7.6,0.3,1.1,22.0,2.9,0.0,1.3,0.4,0.8,12.4,2.4,6.2,4.4,0.1561,0.0648,0.0842,0.1132,0.4183,0.0313,0.9912,0.2264,0.5219,0.1363,1.8758,0.4124,0.3396,0.349,0.6886,0.3533,0.8887,0.0,0.3449,0.6853,0.8959,2.8148,0.7467,5.7975,0.2699,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,68,31,1.9,0.9,3280
42,PENNSYLVANIA,PA,42003,Allegheny,42003563900,"Census Tract 5639, Allegheny County, Pennsylvania",0.731669467632,4062,214,2215,93,1928,113,338,187,119,63,33317,3168,91,42,846,96,658,133,520,145,137,78,1202,350,0,40,0,14,22,33,30,45,183,87,0,10,8.3,4.5,5.0,2.6,33317.0,3168.0,3.1,1.4,20.8,2.8,16.2,3.2,12.8,3.7,7.1,4.1,29.6,8.5,0.0,1.0,0.0,0.6,1.0,1.5,1.6,2.3,9.5,4.4,0.0,0.2,0.4018,0.484,0.359,0.1213,1.3661,0.3055,0.7223,0.1732,0.3924,0.5,1.7879,0.3592,0.7402,0.0,0.7402,0.3818,0.0,0.5864,0.6767,0.5902,0.0,1.8533,0.3028,5.7475,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,134,5.9,3.2,2529
42,PENNSYLVANIA,PA,42003,Allegheny,42003564000,"Census Tract 5640, Allegheny County, Pennsylvania",16.507550854556,6452,377,2711,153,2535,154,240,153,113,67,36392,3225,376,161,834,101,1541,237,531,156,83,55,265,557,48,93,158,57,454,118,35,39,69,43,0,15,3.7,2.4,3.1,1.9,36392.0,3225.0,8.6,3.6,12.9,1.6,23.9,3.4,8.2,2.5,3.3,2.2,4.1,8.6,0.8,1.6,5.8,2.1,16.7,4.0,1.4,1.5,2.7,1.7,0.0,0.2,0.1317,0.1922,0.2823,0.5097,1.1159,0.2281,0.2126,0.762,0.1139,0.1504,1.2389,0.0964,0.1961,0.5594,0.7555,0.389,0.5888,0.9449,0.6357,0.1838,0.0,2.3532,0.5282,5.4635,0.2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,136,95,2.1,1.4,5540
