Gene	logFC	SE	CI_lower	CI_upper	df	P.Value	qval	rank
COQ7	0.588770120733456	0.111382739958925	0.370463961914573	0.807076279552339	1	1.25014022646591e-07	6.87440943703696e-07	3672
TRAPPC5	0.820809346986968	0.155295770806139	0.516435229255548	1.12518346471839	1	1.25390319090379e-07	6.89322440259441e-07	3673
RAD17	-0.284912879861978	0.0539239807602427	-0.390601940055084	-0.179223819668871	1	1.26667934815632e-07	6.96156488785314e-07	3674
DRG2	-0.236879057647391	0.0448421396090454	-0.324768036270837	-0.148990079023945	1	1.27425773078943e-07	7.00130941499322e-07	3675
BIK	0.961142640992433	0.182064801525167	0.604302187150673	1.31798309483419	1	1.29803031089576e-07	7.12998586441981e-07	3676
DHRSX	0.390689854210503	0.0740251590336654	0.245603208554669	0.535776499866337	1	1.30745302058475e-07	7.17979096862856e-07	3677
STRIP2	0.241036794934327	0.0457206020911574	0.151426061484172	0.330647528384482	1	1.3498078151294e-07	7.41036416614816e-07	3678
KDM4B	0.316808861951886	0.0600955813956969	0.199023686786325	0.434594037117447	1	1.35129297859387e-07	7.41650117525618e-07	3679
CHD9	-0.368675056040927	0.0699350607623569	-0.505745256391766	-0.231604855690087	1	1.3518278091973e-07	7.41742041394346e-07	3680
ITGB1BP1	0.417974111830718	0.0792980825853602	0.26255272592033	0.573395497741107	1	1.35739182108763e-07	7.44592655566458e-07	3681
RARG	-0.311400918112645	0.0590817574652681	-0.427199034887901	-0.195602801337389	1	1.35920753129984e-07	7.45258278790063e-07	3682
LPCAT4	-0.505516229146575	0.0959113781631745	-0.693499076053998	-0.317533382239152	1	1.35934342352605e-07	7.45258278790063e-07	3683
YPEL3	-0.524704041712772	0.0995698025049711	-0.719857268570281	-0.329550814855262	1	1.36639032621896e-07	7.48918389441183e-07	3684
MSX1	0.26985229378999	0.0512369421512774	0.169429732495524	0.370274855084456	1	1.38858203091417e-07	7.608751253248e-07	3685
SNRPB	-0.262210438691633	0.0497899278599191	-0.359796904089922	-0.164623973293344	1	1.39174234553685e-07	7.62399930577324e-07	3686
ACSS3	0.192277779246182	0.0365131179528762	0.120713383095282	0.263842175397083	1	1.39434518199005e-07	7.63618603600299e-07	3687
LRRC57	0.446244234708302	0.0847797691543827	0.280078940548092	0.612409528868512	1	1.41284813063359e-07	7.73542013388109e-07	3688
C16orf74	-0.303481559928539	0.0576642509675179	-0.416501415020353	-0.190461704836725	1	1.41795716848932e-07	7.76128792250915e-07	3689
NDUFA8	0.561164615157447	0.106669293813974	0.352096641025737	0.770232589289157	1	1.43438797560994e-07	7.84909539390676e-07	3690
JPT2	-0.732639661116874	0.13927430400847	-1.00561228094536	-0.45966704128839	1	1.4373611781088e-07	7.86323405807988e-07	3691
NUBP1	-0.369258682181543	0.0702329433484956	-0.506912721672836	-0.23160464269025	1	1.45925405719512e-07	7.98083909070527e-07	3692
TMEM161B	-0.744096087248313	0.141536738772957	-1.02150299773256	-0.466689176764065	1	1.46213863818678e-07	7.99444987334617e-07	3693
C11orf71	0.828134151442015	0.157557641936904	0.519326847756627	1.1369414551274	1	1.47165500552141e-07	8.04430370099846e-07	3694
TMPO	-0.517266281515279	0.098464062733281	-0.710252298244002	-0.324280264786556	1	1.49356518268955e-07	8.16139069999777e-07	3695
RAB3GAP1	0.181802490446693	0.0346072153565425	0.113973594742648	0.249631386150737	1	1.49388371766996e-07	8.16139069999777e-07	3696
TRUB2	-0.309518920524166	0.0589227074069734	-0.425005304913425	-0.194032536134906	1	1.49669975433439e-07	8.17456354869356e-07	3697
MPST	0.34385383331579	0.0654680331155413	0.215538846270654	0.472168820360927	1	1.50260351814969e-07	8.2045890314977e-07	3698
MAPT	0.21401226544368	0.04075402661613	0.134135841051078	0.293888689836281	1	1.51016474751771e-07	8.24364600753655e-07	3699
ITM2A	-1.22395311358985	0.233179251936597	-1.68097604932758	-0.766930177852133	1	1.52944091128109e-07	8.3466137515102e-07	3700
POU2F1	-0.568151348190134	0.108269255069203	-0.780355188758753	-0.355947507621515	1	1.54111906960641e-07	8.4080724813544e-07	3701
REPIN1	-0.614483934890572	0.1171540831164	-0.844101718440528	-0.384866151340615	1	1.56204429433688e-07	8.51993473561596e-07	3702
NDUFS1	0.334984936362514	0.0638797680912164	0.209782891562959	0.460186981162069	1	1.57139769221589e-07	8.568636835329e-07	3703
HDAC4	1.18661303454459	0.226369305497818	0.742937348563519	1.63028872052565	1	1.58901924528017e-07	8.66238569133295e-07	3704
SMS	-0.586411197548539	0.11188032667845	-0.805692608416877	-0.3671297866802	1	1.59350070199527e-07	8.68414304514163e-07	3705
JTB	0.520824995339517	0.0993680660473083	0.326067164673396	0.715582826005639	1	1.5938705489944e-07	8.68414304514163e-07	3706
CKAP2	-0.39790465889848	0.0759420661515709	-0.546748373467118	-0.249060944329843	1	1.6094099682539e-07	8.76644350660449e-07	3707
CAPZA2	1.27744084837651	0.243845245984752	0.799512948445081	1.75536874830793	1	1.61680199335142e-07	8.804332753439e-07	3708
TMEM25	-0.26416451784151	0.0504357051505827	-0.363016683471534	-0.165312352211487	1	1.62635038010948e-07	8.85394092077934e-07	3709
BRD4	-0.605575046351231	0.115627006871389	-0.832199815459319	-0.378950277243143	1	1.62929565946567e-07	8.86758435469832e-07	3710
SURF2	-0.277269386775583	0.0529536919943276	-0.381056715932892	-0.173482057618274	1	1.64029267687983e-07	8.92503091661482e-07	3711
MRPL23	0.325151918442528	0.062102942059403	0.20343238867212	0.446871448212935	1	1.64367260707327e-07	8.9395958872655e-07	3712
ARNT	0.351266602983681	0.06709102306435	0.219770614091609	0.482762591875753	1	1.64385496877064e-07	8.9395958872655e-07	3713
CDC37	0.383388963011064	0.0732275145868168	0.239865671743521	0.526912254278606	1	1.64462067703198e-07	8.94135183377212e-07	3714
PLCB2	-0.397448056945049	0.0759200491968517	-0.546248619075387	-0.24864749481471	1	1.64907235395377e-07	8.96314104200122e-07	3715
ITGA9	0.558673468316205	0.10671934433839	0.349507396959232	0.767839539673177	1	1.65004110012391e-07	8.96599297462379e-07	3716
FERMT2	0.347371604337284	0.0663801151452693	0.217268969362934	0.477474239311633	1	1.66720078231503e-07	9.05679800820693e-07	3717
CINP	0.516260167434923	0.0987795668742199	0.322655773952987	0.70986456091686	1	1.72855102246297e-07	9.38754767228946e-07	3718
THUMPD3	-0.374272993684522	0.0716170213480181	-0.514639776206673	-0.23390621116237	1	1.73184459827951e-07	9.40290565433177e-07	3719
GPR171	-0.999393854718492	0.191240029946644	-1.37421742581627	-0.624570283620709	1	1.73346352640987e-07	9.40916546378176e-07	3720
CAP1	0.591599163762071	0.113224488700668	0.3696832437408	0.813515083783342	1	1.74145048953983e-07	9.44997803944861e-07	3721
PIGX	-0.669262882665635	0.128123618169849	-0.9203805598475	-0.418145205483769	1	1.7550463486443e-07	9.52119717136638e-07	3722
LGALS8	1.16676754103951	0.223411610481124	0.728888830768415	1.6046462513106	1	1.76521827345775e-07	9.57380805201688e-07	3723
HDAC9	-0.876364179403054	0.167861869920893	-1.20536739882555	-0.547360959980556	1	1.78203853994575e-07	9.66243882883583e-07	3724
RHNO1	-0.389644429527731	0.0746615280816439	-0.535978335598479	-0.243310523456983	1	1.80075071690862e-07	9.76127744317286e-07	3725
ZBTB43	-0.315458303539606	0.0604639329388826	-0.433965434463461	-0.196951172615751	1	1.81552900979086e-07	9.83874443523807e-07	3726
EPM2A	-0.387483110014352	0.0743265192064477	-0.533160410755214	-0.24180580927349	1	1.85555383467839e-07	1.00529495652874e-06	3727
NAP1L1	-0.848002959761247	0.162678869332608	-1.16684768469886	-0.529158234823639	1	1.86069687831664e-07	1.00781092722558e-06	3728
TRAK1	-0.365134963141501	0.0700747783029439	-0.502479004839899	-0.227790921443102	1	1.88182775187058e-07	1.01898272903649e-06	3729
CRTC2	-0.320803990495769	0.0615727652466941	-0.441484392807829	-0.200123588183709	1	1.8867731993103e-07	1.02138671422181e-06	3730
ETV5	0.396873719639524	0.0761828366397626	0.247558103585491	0.546189335693558	1	1.89360493521546e-07	1.02481026137418e-06	3731
CPNE5	0.728282567921771	0.139817814200194	0.454244687692277	1.00232044815126	1	1.90069238003003e-07	1.02837032522954e-06	3732
BCL6B	0.236357148150681	0.0453782002197224	0.147417510036777	0.325296786264584	1	1.90265047391623e-07	1.02915398792704e-06	3733
GMEB1	-0.465304287735978	0.0893385845683501	-0.64040469591973	-0.290203879552226	1	1.90554050478362e-07	1.03044118566125e-06	3734
HLA-DOA	-1.70782278797753	0.327998571674684	-2.35068817544049	-1.06495740051457	1	1.92125524223373e-07	1.03866093309728e-06	3735
AGPS	0.428707929177537	0.0823506326654146	0.267303655049237	0.590112203305838	1	1.93074120539441e-07	1.04350980779775e-06	3736
KCTD18	0.231305648241257	0.0444346210044868	0.144215391405776	0.318395905076738	1	1.93446139637143e-07	1.04524068813305e-06	3737
IL17RC	0.26767722680722	0.0514259165754597	0.166884282447358	0.368470171167083	1	1.93888339863872e-07	1.04734974813572e-06	3738
SLCO4A1	1.11466718877049	0.214168023198338	0.694905576661613	1.53442880087937	1	1.94374368912246e-07	1.04969437204495e-06	3739
MAP1A	0.333104151156809	0.0640082152708018	0.20765035451135	0.458557947802267	1	1.94955450070935e-07	1.0525509218803e-06	3740
DAGLB	0.292003150224712	0.0561353114413075	0.18197996153881	0.402026338910613	1	1.97396187241137e-07	1.06544341426705e-06	3741
RABGEF1	0.561225781160769	0.107906787572186	0.349732363831871	0.772719198489667	1	1.98193610863401e-07	1.0694616222752e-06	3742
C11orf95	0.27606571249057	0.0531027477357384	0.171986239448407	0.380145185532733	1	2.00677810294732e-07	1.08257716950875e-06	3743
YAE1D1	-0.448808750788013	0.0863338786694648	-0.618020043625814	-0.279597457950211	1	2.0087706070835e-07	1.08336260946127e-06	3744
WRNIP1	-0.346451239706045	0.0666494939721743	-0.477081847479326	-0.215820631932764	1	2.01327609496682e-07	1.0855025610032e-06	3745
EIF1AY	2.64495028400852	0.508860738505094	1.64760156339208	3.64229900462496	1	2.0167384590133e-07	1.08707909675378e-06	3746
SNAI3-AS1	0.24924257094182	0.0479566503775682	0.155249263382607	0.343235878501033	1	2.02261228820583e-07	1.08995429205904e-06	3747
GPN3	0.753845239672181	0.145060371350935	0.469532136240342	1.03815834310402	1	2.02782096870524e-07	1.09246961046148e-06	3748
DXO	-0.320700849228309	0.0617307377966511	-0.44169087204883	-0.199710826407787	1	2.04547593817154e-07	1.1016871203937e-06	3749
SPATA13	0.418915997130248	0.080645518423148	0.260853685506316	0.576978308754179	1	2.0523176384181e-07	1.10507727346502e-06	3750
OLFML2B	0.265521300081545	0.0511192184654701	0.165329472971389	0.365713127191702	1	2.05648382177455e-07	1.10702536201737e-06	3751
LINC01268	1.00859559932394	0.194185466940776	0.627999077798926	1.38919212084895	1	2.05844308602e-07	1.10778472262569e-06	3752
ADRB1	-0.321473832253523	0.0619390282261211	-0.44287209681413	-0.200075567692915	1	2.1010679566143e-07	1.13039327273937e-06	3753
ACSL6	-0.539194477699945	0.103888611238626	-0.742812414131534	-0.335576541268356	1	2.10157307144591e-07	1.13039327273937e-06	3754
TRADD	-0.360489513355866	0.0694697826483408	-0.49664778536044	-0.224331241351293	1	2.11249794367073e-07	1.13596693684686e-06	3755
CCDC85C	-0.259286679694886	0.049978447948286	-0.357242637676736	-0.161330721713036	1	2.12599044564022e-07	1.14291797333246e-06	3756
DOCK2	-0.373077234354019	0.0719165015269252	-0.514030987240913	-0.232123481467126	1	2.12970808176677e-07	1.14461180694795e-06	3757
LOC100507642	0.677844646419443	0.130667309341703	0.421741426152952	0.933947866685934	1	2.1306607029125e-07	1.14481907698801e-06	3758
GPR22	-0.429425801729072	0.0827881250234446	-0.591687545122622	-0.267164058335521	1	2.13656123405045e-07	1.1476840765615e-06	3759
HLA-DRA	-1.70310204626231	0.328497035056829	-2.34694440400189	-1.05925968852273	1	2.16562715936442e-07	1.1629878617523e-06	3760
NAALADL1	-0.282799799486146	0.0545491100678194	-0.389714090607783	-0.175885508364508	1	2.16809592785126e-07	1.16400406740688e-06	3761
SLC27A1	-0.308515766643534	0.0595204297283021	-0.425173665255353	-0.191857868031714	1	2.17924765239003e-07	1.16968018599307e-06	3762
EIF3K	-0.596805217405351	0.115147934660276	-0.822491022233664	-0.371119412577039	1	2.1841144228916e-07	1.17198082452902e-06	3763
SLC25A27	0.253814376947082	0.0489752532787948	0.157824644386917	0.349804109507248	1	2.18928325703701e-07	1.17444228283983e-06	3764
TANC2	0.418812990627289	0.0808175919696799	0.260413421049463	0.577212560205116	1	2.19282939557312e-07	1.17603216880246e-06	3765
LTB	-1.03582138187967	0.199896544997631	-1.42761141070901	-0.644031353050321	1	2.19769726678855e-07	1.17832987814643e-06	3766
HACL1	-0.423423359483293	0.0817274022928193	-0.583606124527235	-0.263240594439351	1	2.20790899632006e-07	1.18349080046973e-06	3767
SLC25A37	1.20254095303617	0.232149775203801	0.747535754617654	1.65754615145469	1	2.21859680924128e-07	1.18890410754246e-06	3768
MRPL52	0.401506517660072	0.0775510615286892	0.249509230100991	0.553503805219152	1	2.2509818515966e-07	1.20568605195803e-06	3769
ZNF333	0.300083420484065	0.0579612873900386	0.186481384702014	0.413685456266116	1	2.25110757521879e-07	1.20568605195803e-06	3770
NBR1	-0.317804707857762	0.0614092817880244	-0.438164688478762	-0.197444727236763	1	2.27679030209073e-07	1.21911826517677e-06	3771
CKMT2-AS1	-0.741057917739489	0.143196457989737	-1.02171781811308	-0.460398017365901	1	2.27772518570745e-07	1.21929551828751e-06	3772
ATXN1L	-0.36119399381434	0.0698053406036299	-0.498009947326006	-0.224378040302674	1	2.28763145452532e-07	1.22427390219388e-06	3773
LTBP1	0.695989316450327	0.1345144395569	0.432345859518213	0.95963277338244	1	2.29028977619033e-07	1.2253717848658e-06	3774
SPATA41	0.38381306405087	0.0741908207602436	0.238401727377326	0.529224400724414	1	2.29967221250653e-07	1.23006573019687e-06	3775
FOLR3	2.0407936551046	0.39449496940486	1.26759772298885	2.81398958722036	1	2.30142580672423e-07	1.23067769834152e-06	3776
P4HA2	0.286955731233205	0.0554767606241177	0.178223278430984	0.395688184035425	1	2.3093375876633e-07	1.23445374116328e-06	3777
MOBP	0.217365876130543	0.0420232933760837	0.135001734601659	0.299730017659428	1	2.30970990199825e-07	1.23445374116328e-06	3778
PTEN	0.83379182993042	0.161223277149231	0.517800013248409	1.14978364661243	1	2.32024583755259e-07	1.23975665392596e-06	3779
ATF4	0.333457865837781	0.0644875499349527	0.207064590514045	0.459851141161516	1	2.32984806381049e-07	1.24455799218152e-06	3780
MTBP	-0.28132702752317	0.0544129398017067	-0.387974429827461	-0.174679625218878	1	2.33814935286963e-07	1.24866204001966e-06	3781
DND1	-0.304799856252256	0.0589541686650622	-0.420347903574278	-0.189251808930235	1	2.33949460886803e-07	1.24905010952573e-06	3782
POLM	-0.29700408297574	0.0574473372874873	-0.40959879506694	-0.18440937088454	1	2.34064576751449e-07	1.24933437318669e-06	3783
HSPB7	0.249110376119632	0.0481882886025529	0.154663065982006	0.343557686257257	1	2.34694599910957e-07	1.25236611030709e-06	3784
KRCC1	0.970869380708871	0.187840417657891	0.602708927258444	1.3390298341593	1	2.358715588053e-07	1.25831400670981e-06	3785
ZNF688	0.267258957132406	0.0517230053646956	0.165883729445431	0.368634184819381	1	2.37729093325384e-07	1.26788849773538e-06	3786
CMTM5	0.856716228217272	0.165813508354141	0.531727723692925	1.18170473274162	1	2.38205028568345e-07	1.27009134852179e-06	3787
NUDT16	0.482236958869747	0.0933419538550324	0.299290091067284	0.66518382667221	1	2.38712948390003e-07	1.27246353059423e-06	3788
ZNF418	-0.377399744780309	0.073062111081561	-0.520598851134633	-0.234200638425985	1	2.39842483459161e-07	1.27814711691934e-06	3789
SLC11A1	0.816823546184307	0.15814409829712	0.506866809154389	1.12678028321423	1	2.40363515719623e-07	1.28058578084713e-06	3790
TRIM24	-0.37672270000409	0.0729609312135075	-0.519723497461069	-0.233721902547111	1	2.42571179852082e-07	1.29200666409213e-06	3791
RNF152	0.204308501909818	0.0395694697907553	0.126753766232592	0.281863237587044	1	2.42651549592571e-07	1.29209390542542e-06	3792
CHD8	-0.305108388347177	0.0590973341250222	-0.42093703481455	-0.189279741879804	1	2.43268255213155e-07	1.29503627979542e-06	3793
EZH1	-0.459658245268793	0.0890335018095654	-0.634160702233023	-0.285155788304563	1	2.43340250905522e-07	1.2950781091946e-06	3794
MRPL42	-0.948979702001867	0.183837981344876	-1.30929552442837	-0.588663879575364	1	2.44268185156579e-07	1.2996740960953e-06	3795
SULF2	-2.08108185745208	0.403184627220809	-2.87130920592508	-1.29085450897909	1	2.44834779737036e-07	1.30234559337467e-06	3796
NUP107	-0.421329476681106	0.0816427561222668	-0.581346338279336	-0.261312615082876	1	2.46097314922315e-07	1.30871661388238e-06	3797
DIAPH3	0.516379942841529	0.10012812865145	0.320132416845295	0.712627468837763	1	2.50681271963353e-07	1.33274256015904e-06	3798
PPP2R2D	-0.319402424504332	0.0619745414280204	-0.440870293661638	-0.197934555347027	1	2.55303415322947e-07	1.35695882132165e-06	3799
MRPL30	-0.288181242813718	0.0559206760486915	-0.397783753860285	-0.178578731767151	1	2.55814520600642e-07	1.35931757893899e-06	3800
CRACR2A	-0.475001011959029	0.0921826136223738	-0.655675614659653	-0.294326409258405	1	2.56589374604986e-07	1.36307620416308e-06	3801
TSEN54	-1.21270501631182	0.235364699385509	-1.67401135033952	-0.751398682284128	1	2.57104183645529e-07	1.36545178226473e-06	3802
TBC1D24	-0.363615399445175	0.0705789915532685	-0.501947680954738	-0.225283117935612	1	2.57870414419441e-07	1.36916103285757e-06	3803
NFKBIA	0.986726042473146	0.191539395147028	0.611315726364385	1.36213635858191	1	2.58333180947048e-07	1.37125751568948e-06	3804
LY75	-0.985272199850353	0.191281141728145	-1.36017634855922	-0.610368051141488	1	2.59223734894646e-07	1.37562303679177e-06	3805
GCN1	-1.15715456131052	0.224668697869655	-1.59749711758856	-0.716812005032487	1	2.59802594599628e-07	1.37833263009871e-06	3806
CRYL1	-0.397409716809976	0.0771645723747305	-0.548649499546882	-0.24616993407307	1	2.60267523756915e-07	1.38043652211705e-06	3807
SLC7A5	0.684925798135385	0.132993827799189	0.424262685482852	0.945588910787917	1	2.6040726166334e-07	1.38081497571065e-06	3808
TYROBP	0.275514719155446	0.0535010188558675	0.170654649061747	0.380374789249144	1	2.60889852761889e-07	1.38301073955581e-06	3809
ZNF606	-0.360640379806698	0.07003567156224	-0.497907773701764	-0.223372985911631	1	2.61347058647449e-07	1.38507081580296e-06	3810
PARP16	-0.752997196988883	0.146233540910278	-1.03960967050479	-0.466384723472974	1	2.6149066877061e-07	1.38546827179642e-06	3811
HBQ1	0.712596218767006	0.138428873914886	0.441280611473393	0.983911826060619	1	2.63639844238736e-07	1.39639985821158e-06	3812
ATP8A2	-0.310064214764556	0.0602334808280237	-0.428119667850966	-0.192008761678145	1	2.63692187963587e-07	1.39639985821158e-06	3813
E2F7	0.429088882784042	0.0833958891108276	0.265635943668124	0.59254182189996	1	2.67229902524975e-07	1.41476302878456e-06	3814
GNGT2	-0.320369194587581	0.0622834723592345	-0.442442557243777	-0.198295831931386	1	2.6934048029374e-07	1.42556303488629e-06	3815
LEAP2	-0.337659271631628	0.0656567951735741	-0.466344225512156	-0.208974317751099	1	2.7068458518128e-07	1.43230166246866e-06	3816
SLC30A7	-0.391925303845784	0.0762170019630363	-0.541307882702954	-0.242542724988614	1	2.71497407310369e-07	1.43622626366544e-06	3817
TBC1D9B	-0.333247778179086	0.0648259678369615	-0.460304340402483	-0.20619121595569	1	2.7378590092875e-07	1.44765586408982e-06	3818
C5orf24	0.528608027675134	0.102829186304571	0.327066525958615	0.730149529391653	1	2.7380139386683e-07	1.44765586408982e-06	3819
PITPNC1	-1.24893896430339	0.242995354425011	-1.72520110738696	-0.772676821219822	1	2.75082607945232e-07	1.45404921979846e-06	3820
NDUFA7	0.426872213419451	0.0830539768575445	0.264089410005841	0.589655016833061	1	2.75182948353003e-07	1.45419892518813e-06	3821
CNTN4	0.197555271096812	0.0384400694956051	0.122214119322209	0.272896422871414	1	2.75755356379969e-07	1.45684253166518e-06	3822
SLFN13	-0.52394476337809	0.101969848417116	-0.723801993784646	-0.324087532971534	1	2.77334994690606e-07	1.46480465937555e-06	3823
CTSK	0.445825013487619	0.086767622534626	0.275763598295586	0.615886428679652	1	2.77457163551629e-07	1.46506669624333e-06	3824
FGF13-AS1	0.500815518953678	0.0974767560728131	0.309764587721168	0.691866450186188	1	2.77981960035668e-07	1.4674540488994e-06	3825
TRA2B	0.402340727043585	0.0783123568888114	0.248851327997068	0.555830126090103	1	2.78209629318552e-07	1.46827204265557e-06	3826
CCDC158	0.222062635106214	0.0432310550890107	0.137331324118086	0.306793946094342	1	2.7968477545262e-07	1.47567154061649e-06	3827
MYEF2	-0.788897454519662	0.153635948124241	-1.09001837957384	-0.487776529465486	1	2.82370058357103e-07	1.48945042276557e-06	3828
CCNYL1	0.454495176999853	0.0885313995363142	0.280976822407751	0.628013531591955	1	2.84074704090088e-07	1.49805077696188e-06	3829
ZNF784	0.27010685819671	0.0526317567660963	0.166950510492088	0.373263205901331	1	2.86659744925862e-07	1.51128813826188e-06	3830
CALHM2	-1.03220226142634	0.201172836257355	-1.42649377515853	-0.637910747694152	1	2.88325387726016e-07	1.51967273008711e-06	3831
BACE1	-0.291939616475605	0.0568996677481885	-0.403460915994349	-0.18041831695686	1	2.88545632361745e-07	1.52043669327984e-06	3832
TAF6	-0.396796611636045	0.0773390105237368	-0.548378286862533	-0.245214936409557	1	2.88798560961906e-07	1.52137243489246e-06	3833
RBM15	-0.338011916858912	0.0659046416902051	-0.467182640985731	-0.208841192732093	1	2.91590448946484e-07	1.53567927624606e-06	3834
LOC100130744	-0.277511401156538	0.0541104113102621	-0.383565858513301	-0.171456943799776	1	2.91883464079243e-07	1.53682161843235e-06	3835
DLGAP5	1.39604415864835	0.272302244789802	0.862341565950925	1.92974675134577	1	2.94679505057021e-07	1.55113883370995e-06	3836
MICALL1	-0.325665906742996	0.0635230867768142	-0.450168869012365	-0.201162944473628	1	2.94813106460201e-07	1.55143764546374e-06	3837
ZMYND11	-0.961422400734757	0.187538816574623	-1.32899172692428	-0.593853074545232	1	2.95139140184611e-07	1.55274870208641e-06	3838
TFAP2E	-0.237771039973615	0.0463824082508603	-0.328678889661535	-0.146863190285696	1	2.95461178495778e-07	1.55403806100202e-06	3839
NUP210	-1.40797744209325	0.274668412432181	-1.94631763815112	-0.869637246035385	1	2.95807288720777e-07	1.55545332652342e-06	3840
AFMID	0.261852356073814	0.0510861182641246	0.161725404166176	0.361979307981452	1	2.96426917244694e-07	1.55830573106088e-06	3841
CCR5	-1.16557871419654	0.227419550449876	-1.61131284245858	-0.719844585934489	1	2.97166345080495e-07	1.56178626753393e-06	3842
IGLC1	0.291765568387361	0.0569535183069583	0.18013872371288	0.403392413061842	1	3.00917078016827e-07	1.58108707762576e-06	3843
LOC100505774	0.295816615601738	0.057748471381067	0.182631691532605	0.409001539670871	1	3.0150913077968e-07	1.58378573587495e-06	3844
C14orf119	0.318330370962771	0.0621523206432203	0.196514060946474	0.440146680979068	1	3.02668555557855e-07	1.58935526490067e-06	3845
KRT8P12	0.78717596535385	0.15369303157097	0.485943158799971	1.08840877190773	1	3.02726839778525e-07	1.58935526490067e-06	3846
RTKN2	-0.334535896550973	0.0653259908677975	-0.462572485906249	-0.206499307195698	1	3.03882703470391e-07	1.59500898062754e-06	3847
DDX6	-0.707170820817181	0.138105500428493	-0.977852627723908	-0.436489013910455	1	3.04707827078122e-07	1.59892423190266e-06	3848
CEP135	0.450990175576648	0.0880838306357707	0.278349039910212	0.623631311243084	1	3.05517949476273e-07	1.60275875183811e-06	3849
TRIM15	0.263789428233934	0.0515365737717988	0.162779599754617	0.364799256713251	1	3.07991857716064e-07	1.61531729636435e-06	3850
ZNF146	-0.774359817535483	0.151299131373361	-1.07090066591946	-0.477818969151503	1	3.0867510194094e-07	1.61848030599622e-06	3851
PSEN2	-0.331591119631603	0.0648000425701314	-0.458596869265723	-0.204585369997483	1	3.10197543104015e-07	1.62604070362312e-06	3852
AREL1	0.348636303484693	0.068143079493808	0.21507832188118	0.482194285088207	1	3.11687527782467e-07	1.63342708564329e-06	3853
HSP90AB1	-0.956591595631505	0.186987802306019	-1.3230809536996	-0.590102237563412	1	3.12419301957273e-07	1.63683719385606e-06	3854
TRIM66	-0.628178951902666	0.122835497457733	-0.868932102942884	-0.387425800862449	1	3.15431594202795e-07	1.65219059666481e-06	3855
PAXIP1-AS1	-0.838944980868341	0.164056041091202	-1.16048891285332	-0.517401048883362	1	3.15790614579613e-07	1.6536421394169e-06	3856
NDUFAF1	1.4805758577953	0.289562964439941	0.913042876236361	2.04810883935424	1	3.16847975369985e-07	1.6587488510943e-06	3857
SMIM11A	-0.642282212242505	0.12562470939329	-0.888502118221664	-0.396062306263347	1	3.17576272104084e-07	1.66213066001184e-06	3858
NMI	0.890259094557521	0.174171806191188	0.548888627300503	1.23162956181454	1	3.19806092410356e-07	1.6733673537056e-06	3859
STX11	0.710834556448943	0.139077621126558	0.438247427985382	0.983421684912504	1	3.2035023303551e-07	1.67578028638679e-06	3860
VSIR	0.376715647671362	0.073710988987808	0.23224476399043	0.521186531352295	1	3.20946661788699e-07	1.67846542212831e-06	3861
CTSG	1.30849165096775	0.25606928956893	0.806605065865892	1.81037823606961	1	3.22308133021168e-07	1.68514909942088e-06	3862
CETN2	1.00620849425763	0.196946920238026	0.620199623725017	1.39221736479024	1	3.23810237337151e-07	1.69256440908924e-06	3863
ARF3	-0.374723861221553	0.0733497107626794	-0.518486652592835	-0.230961069850272	1	3.24331584703629e-07	1.69485076561482e-06	3864
PSMF1	-0.657262036533525	0.128698445735145	-0.909506355040691	-0.405017718026358	1	3.2732620508934e-07	1.71005711077981e-06	3865
MED14	-0.435236233874381	0.0852712720764674	-0.602364856060173	-0.268107611688589	1	3.32307909760038e-07	1.73563406980721e-06	3866
SHB	0.291417117795247	0.0571167991479383	0.17947024855308	0.403363987037414	1	3.35858645457433e-07	1.75372582598306e-06	3867
NELFB	-0.309790658312706	0.0607272131187819	-0.428813808907007	-0.190767507718405	1	3.37242483128558e-07	1.76049643726263e-06	3868
HIPK1	0.410125822289332	0.0804056225757201	0.2525336978864	0.567717946692264	1	3.38380384115029e-07	1.76598002482571e-06	3869
NUP155	-0.404622783752493	0.0793414912376431	-0.560129249057974	-0.249116318447012	1	3.40079431117495e-07	1.77438859770658e-06	3870
DNAJC3	0.749158611376419	0.14692822940485	0.461184573430673	1.03713264932216	1	3.41801729487493e-07	1.78291411051704e-06	3871
BOD1	-0.532919640806635	0.10452022959811	-0.737775526474788	-0.328063755138481	1	3.41953518114576e-07	1.78324520603551e-06	3872
CYYR1	1.50348201176163	0.294952781565451	0.925385182753439	2.08157884076982	1	3.44413701302503e-07	1.79561101386526e-06	3873
PRDX4	0.670269059389387	0.131506413363872	0.41252122546016	0.928016893318613	1	3.45343484620866e-07	1.7999937123037e-06	3874
ARHGAP6	0.741215969219449	0.145472321384812	0.456095458557781	1.02633647988112	1	3.48305059187355e-07	1.81496148518995e-06	3875
TAF9B	0.72422271485328	0.14217045656323	0.445573740323733	1.00287168938283	1	3.50503365599649e-07	1.82594529365018e-06	3876
PIP4K2C	-0.382150908382117	0.0750291906847447	-0.529205419913405	-0.235096396850829	1	3.51767150512954e-07	1.83205630723693e-06	3877
FAM86C1	-0.35896539352782	0.0704827768447395	-0.497109097673883	-0.220821689381757	1	3.52531125595729e-07	1.83556175555156e-06	3878
PAXIP1-AS2	-0.525137328155237	0.103137571281939	-0.72728325332077	-0.322991402989703	1	3.55016935435879e-07	1.84771727061411e-06	3879
