# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0.5 TPM in experiment E-MTAB-5214
# Selected columns: 13/53 
# Timestamp: Fri, 23-Nov-2018 13:00:15
Gene ID	Gene Name	Brodmann (1909) area 24	Brodmann (1909) area 9	amygdala	caudate nucleus	cerebellar hemisphere	cerebellum	cerebral cortex	hippocampus proper	hypothalamus	nucleus accumbens	pituitary gland	putamen	substantia nigra
ENSG00000137693	YAP1	11.0	9.0	8.0	12.0	5.0	7.0	10.0	7.0	10.0	11.0	12.0	8.0	9.0
ENSG00000137699	TRIM29	0.5										7.0		
ENSG00000137700	SLC37A4	4.0	5.0	3.0	3.0	14.0	16.0	6.0	3.0	4.0	3.0	12.0	2.0	3.0
ENSG00000137709	POU2F3											0.8		
ENSG00000137710	RDX	17.0	20.0	24.0	23.0	19.0	17.0	18.0	27.0	26.0	18.0	25.0	22.0	32.0
ENSG00000137713	PPP2R1B	6.0	6.0	6.0	8.0	21.0	18.0	6.0	6.0	7.0	8.0	20.0	6.0	7.0
ENSG00000137714	FDX1	9.0	11.0	6.0	7.0	8.0	7.0	8.0	7.0	10.0	8.0	15.0	6.0	9.0
ENSG00000137720	C11orf1	5.0	5.0	5.0	7.0	5.0	5.0	5.0	5.0	7.0	9.0	10.0	7.0	6.0
ENSG00000137726	FXYD6	82.0	94.0	33.0	16.0	110.0	104.0	94.0	34.0	62.0	18.0	71.0	10.0	19.0
ENSG00000137727	ARHGAP20	3.0	5.0	2.0	2.0	6.0	6.0	5.0	2.0	3.0	4.0	2.0	2.0	1.0
ENSG00000137731	FXYD2					0.7	0.8					0.7		
ENSG00000137745	MMP13											0.8		
ENSG00000137752	CASP1	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	3.0	2.0	4.0	2.0	4.0
ENSG00000137760	ALKBH8	3.0	4.0	2.0	3.0	6.0	5.0	3.0	2.0	3.0	3.0	4.0	2.0	2.0
ENSG00000137764	MAP2K5	9.0	12.0	6.0	7.0	15.0	15.0	13.0	7.0	8.0	8.0	13.0	6.0	6.0
ENSG00000137766	UNC13C	16.0	16.0	13.0	2.0	46.0	33.0	20.0	3.0	4.0	3.0	1.0	3.0	8.0
ENSG00000137767	SQOR	2.0	2.0	3.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	9.0	2.0	4.0
ENSG00000137770	CTDSPL2	3.0	4.0	3.0	3.0	15.0	12.0	3.0	3.0	3.0	3.0	8.0	2.0	3.0
ENSG00000137776	SLTM	14.0	17.0	15.0	16.0	47.0	41.0	16.0	18.0	19.0	16.0	42.0	15.0	21.0
ENSG00000137801	THBS1	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	31.0	1.0	2.0
ENSG00000137802	MAPKBP1	10.0	13.0	7.0	9.0	103.0	111.0	18.0	8.0	11.0	12.0	22.0	8.0	7.0
ENSG00000137804	NUSAP1	0.8	0.7	0.7	0.7	1.0	1.0	0.8	0.8	1.0	0.8	1.0	0.6	0.9
ENSG00000137806	NDUFAF1	21.0	26.0	15.0	16.0	24.0	21.0	22.0	16.0	20.0	18.0	22.0	15.0	18.0
ENSG00000137809	ITGA11	0.5	0.6			0.9	1.0	0.6				2.0		
ENSG00000137814	HAUS2	6.0	7.0	5.0	4.0	11.0	8.0	6.0	6.0	7.0	5.0	7.0	4.0	7.0
ENSG00000137815	RTF1	23.0	29.0	15.0	18.0	63.0	54.0	28.0	18.0	21.0	20.0	24.0	15.0	14.0
ENSG00000137817	PARP6	20.0	23.0	14.0	18.0	52.0	52.0	27.0	17.0	17.0	19.0	67.0	16.0	15.0
ENSG00000137818	RPLP1	181.0	166.0	273.0	192.0	206.0	189.0	168.0	218.0	223.0	251.0	452.0	195.0	283.0
ENSG00000137819	PAQR5	1.0	1.0	0.9	1.0	0.8	1.0	1.0	1.0	1.0	0.9	1.0	1.0	2.0
ENSG00000137821	LRRC49	4.0	6.0	3.0	6.0	13.0	12.0	6.0	4.0	6.0	6.0	10.0	4.0	3.0
ENSG00000137822	TUBGCP4	3.0	4.0	2.0	3.0	13.0	11.0	4.0	2.0	2.0	3.0	6.0	3.0	2.0
ENSG00000137824	RMDN3	25.0	28.0	19.0	18.0	44.0	42.0	27.0	21.0	21.0	19.0	16.0	18.0	22.0
ENSG00000137825	ITPKA	43.0	64.0	17.0	42.0	6.0	13.0	72.0	19.0	2.0	38.0	0.5	37.0	2.0
ENSG00000137831	UACA	3.0	3.0	4.0	4.0	2.0	3.0	4.0	5.0	4.0	3.0	12.0	4.0	7.0
ENSG00000137834	SMAD6	2.0	2.0	2.0	2.0	0.7	1.0	2.0	2.0	2.0	2.0	4.0	2.0	3.0
ENSG00000137841	PLCB2	4.0	4.0	5.0	7.0	1.0	2.0	5.0	5.0	7.0	9.0	6.0	6.0	8.0
ENSG00000137842	TMEM62	5.0	6.0	4.0	4.0	19.0	18.0	6.0	4.0	6.0	4.0	10.0	3.0	5.0
ENSG00000137843	PAK6	1.0	1.0	0.5	0.5	1.0	1.0	1.0	0.5		0.8	0.9		
ENSG00000137845	ADAM10	5.0	6.0	5.0	6.0	22.0	18.0	5.0	6.0	6.0	5.0	10.0	5.0	7.0
ENSG00000137857	DUOX1	0.7	0.8	0.8	1.0	9.0	10.0	1.0	1.0	0.9	1.0	3.0	1.0	0.8
ENSG00000137860	SLC28A2					0.7	0.7					0.8		
ENSG00000137868	STRA6											9.0		
ENSG00000137871	ZNF280D	4.0	5.0	4.0	4.0	11.0	10.0	5.0	4.0	5.0	4.0	10.0	3.0	4.0
ENSG00000137872	SEMA6D	7.0	11.0	6.0	9.0	3.0	6.0	11.0	7.0	8.0	9.0	9.0	8.0	9.0
ENSG00000137875	BCL2L10	0.8	1.0	0.6	2.0	2.0	2.0	0.9	0.5	1.0	4.0	2.0	2.0	
ENSG00000137876	RSL24D1	34.0	44.0	24.0	23.0	74.0	58.0	34.0	27.0	35.0	28.0	52.0	20.0	30.0
ENSG00000137877	SPTBN5	1.0	1.0	0.7		22.0	22.0	2.0	0.8	0.9	0.5	4.0		0.6
ENSG00000137878	GCOM1					2.0	1.0							
ENSG00000137880	GCHFR	1.0	2.0	0.8	0.9	5.0	6.0	2.0	0.9	1.0	2.0	3.0	0.8	0.8
ENSG00000137936	BCAR3	6.0	6.0	5.0	10.0	4.0	6.0	6.0	4.0	6.0	8.0	6.0	6.0	7.0
ENSG00000137941	TTLL7	14.0	21.0	16.0	15.0	42.0	39.0	20.0	23.0	18.0	13.0	26.0	15.0	24.0
ENSG00000137942	FNBP1L	11.0	10.0	10.0	19.0	23.0	26.0	9.0	8.0	15.0	18.0	21.0	15.0	10.0
ENSG00000137944	KYAT3	14.0	18.0	10.0	11.0	17.0	16.0	16.0	11.0	13.0	11.0	34.0	10.0	12.0
ENSG00000137947	GTF2B	13.0	17.0	10.0	11.0	22.0	19.0	15.0	11.0	15.0	12.0	27.0	9.0	13.0
ENSG00000137955	RABGGTB	12.0	14.0	10.0	11.0	23.0	20.0	12.0	12.0	15.0	12.0	26.0	10.0	16.0
ENSG00000137959	IFI44L	2.0	2.0	3.0	4.0	1.0	2.0	3.0	4.0	6.0	3.0	3.0	4.0	5.0
ENSG00000137960	GIPC2		0.5		0.5	0.5	0.5	0.5			0.7	3.0		0.5
ENSG00000137962	ARHGAP29	3.0	4.0	3.0	3.0	17.0	17.0	4.0	3.0	3.0	2.0	6.0	3.0	4.0
ENSG00000137965	IFI44	12.0	10.0	14.0	13.0	6.0	8.0	12.0	14.0	17.0	12.0	33.0	14.0	18.0
ENSG00000137968	SLC44A5	2.0	3.0	2.0	0.8			3.0	2.0	2.0	0.7	5.0	0.5	1.0
ENSG00000137970	RPL7P9	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0	0.9	1.0
ENSG00000137976	DNASE2B										0.7			
ENSG00000137992	DBT	5.0	6.0	4.0	5.0	8.0	6.0	5.0	4.0	5.0	5.0	6.0	4.0	4.0
ENSG00000137996	RTCA	17.0	24.0	12.0	12.0	34.0	29.0	21.0	13.0	17.0	13.0	25.0	11.0	15.0
ENSG00000138002	IFT172	10.0	13.0	7.0	9.0	28.0	30.0	17.0	9.0	12.0	9.0	52.0	7.0	8.0
ENSG00000138018	SELENOI	8.0	13.0	6.0	8.0	28.0	20.0	9.0	7.0	9.0	9.0	10.0	6.0	6.0
ENSG00000138028	CGREF1	20.0	23.0	12.0	18.0	34.0	32.0	24.0	15.0	16.0	23.0	3.0	15.0	8.0
ENSG00000138029	HADHB	61.0	53.0	50.0	62.0	42.0	50.0	54.0	44.0	63.0	52.0	54.0	54.0	90.0
ENSG00000138030	KHK	6.0	8.0	4.0	5.0	20.0	20.0	9.0	5.0	5.0	6.0	3.0	4.0	4.0
ENSG00000138031	ADCY3	9.0	12.0	6.0	12.0	22.0	24.0	14.0	7.0	10.0	14.0	22.0	10.0	8.0
ENSG00000138032	PPM1B	21.0	25.0	20.0	21.0	50.0	38.0	19.0	20.0	22.0	21.0	19.0	20.0	21.0
ENSG00000138035	PNPT1	9.0	11.0	9.0	11.0	23.0	19.0	11.0	11.0	13.0	10.0	18.0	9.0	13.0
ENSG00000138036	DYNC2LI1	10.0	12.0	6.0	10.0	8.0	9.0	12.0	8.0	10.0	12.0	27.0	8.0	6.0
ENSG00000138050	THUMPD2	4.0	5.0	3.0	4.0	23.0	20.0	5.0	4.0	5.0	4.0	13.0	3.0	4.0
ENSG00000138061	CYP1B1	2.0	3.0	2.0	4.0	0.8	1.0	3.0	2.0	2.0	2.0	9.0	4.0	3.0
ENSG00000138069	RAB1A	81.0	110.0	54.0	58.0	136.0	107.0	82.0	61.0	92.0	65.0	151.0	50.0	72.0
ENSG00000138071	ACTR2	81.0	117.0	52.0	60.0	119.0	79.0	73.0	63.0	70.0	65.0	55.0	51.0	60.0
ENSG00000138073	PREB	21.0	24.0	16.0	18.0	52.0	56.0	29.0	19.0	25.0	19.0	72.0	17.0	22.0
ENSG00000138074	SLC5A6	11.0	15.0	8.0	12.0	23.0	31.0	22.0	10.0	12.0	11.0	18.0	11.0	12.0
ENSG00000138078	PREPL	70.0	106.0	36.0	53.0	129.0	79.0	49.0	49.0	79.0	64.0	56.0	43.0	39.0
ENSG00000138079	SLC3A1					1.0	1.0					0.5		
ENSG00000138080	EMILIN1	5.0	4.0	5.0	6.0	5.0	5.0	5.0	4.0	5.0	6.0	36.0	5.0	6.0
ENSG00000138081	FBXO11	7.0	10.0	5.0	6.0	32.0	30.0	10.0	5.0	7.0	6.0	14.0	5.0	5.0
ENSG00000138083	SIX3			5.0	38.0	0.6	0.6	0.7		17.0	48.0	52.0	34.0	0.9
ENSG00000138085	ATRAID	25.0	26.0	23.0	30.0	38.0	37.0	25.0	26.0	34.0	30.0	113.0	26.0	31.0
ENSG00000138092	CENPO	3.0	3.0	2.0	2.0	4.0	4.0	4.0	2.0	3.0	3.0	4.0	2.0	2.0
ENSG00000138095	LRPPRC	19.0	26.0	13.0	15.0	55.0	42.0	22.0	14.0	19.0	18.0	25.0	13.0	16.0
ENSG00000138100	TRIM54	3.0	7.0	2.0				10.0	1.0					
ENSG00000138101	DTNB	14.0	17.0	9.0	9.0	15.0	14.0	17.0	12.0	10.0	12.0	8.0	9.0	12.0
ENSG00000138107	ACTR1A	75.0	96.0	50.0	53.0	97.0	99.0	100.0	59.0	82.0	56.0	94.0	48.0	68.0
ENSG00000138111	MFSD13A	10.0	13.0	6.0	11.0	35.0	36.0	15.0	8.0	7.0	13.0	9.0	10.0	5.0
ENSG00000138115	CYP2C8	3.0	4.0	1.0	3.0	4.0	3.0	4.0	2.0	4.0	3.0	11.0	3.0	2.0
ENSG00000138119	MYOF	2.0	2.0	2.0	3.0	1.0	1.0	2.0	3.0	3.0	2.0	12.0	2.0	4.0
ENSG00000138131	LOXL4				0.7	1.0	1.0	0.6	0.5	0.7	0.6	4.0	0.6	0.7
ENSG00000138134	STAMBPL1	3.0	6.0	2.0	2.0	6.0	6.0	7.0	2.0	3.0	3.0	10.0	2.0	2.0
ENSG00000138135	CH25H	2.0	2.0	3.0	2.0	1.0	0.8	3.0	3.0	4.0	2.0	9.0	2.0	5.0
ENSG00000138136	LBX1					2.0	3.0							
ENSG00000138138	ATAD1	20.0	27.0	15.0	18.0	30.0	22.0	17.0	17.0	20.0	19.0	24.0	16.0	16.0
ENSG00000138152	BTBD16			1.0	0.7			0.5	2.0	0.8	0.5	0.8	0.9	2.0
ENSG00000138160	KIF11	0.6	0.8	0.5	0.8	0.6	0.5	0.7	0.5	0.8	1.0	0.8	0.6	0.6
ENSG00000138161	CUZD1	0.9	0.9	0.8	1.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	0.8	0.9
ENSG00000138162	TACC2	4.0	4.0	3.0	3.0	11.0	11.0	5.0	3.0	4.0	4.0	23.0	2.0	2.0
ENSG00000138166	DUSP5	8.0	10.0	5.0	6.0	89.0	73.0	9.0	8.0	8.0	9.0	35.0	7.0	6.0
ENSG00000138172	CALHM2	4.0	5.0	3.0	3.0	4.0	5.0	7.0	4.0	3.0	3.0	9.0	3.0	4.0
ENSG00000138175	ARL3	39.0	45.0	27.0	33.0	59.0	56.0	41.0	26.0	35.0	39.0	55.0	29.0	28.0
ENSG00000138180	CEP55											0.5		
ENSG00000138182	KIF20B		0.6	0.5	0.6	3.0	3.0	0.6	0.5	0.5	0.8	1.0	0.6	0.5
ENSG00000138185	ENTPD1	5.0	5.0	4.0	5.0	10.0	9.0	5.0	5.0	6.0	5.0	6.0	4.0	6.0
ENSG00000138190	EXOC6	4.0	7.0	3.0	3.0	9.0	8.0	6.0	4.0	4.0	4.0	8.0	3.0	2.0
ENSG00000138193	PLCE1	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	2.0	6.0	2.0	3.0
ENSG00000138207	RBP4	39.0	43.0	19.0	36.0		0.6	41.0	24.0	31.0	48.0	443.0	24.0	5.0
ENSG00000138231	DBR1	5.0	5.0	4.0	5.0	12.0	11.0	5.0	4.0	5.0	5.0	12.0	4.0	5.0
ENSG00000138246	DNAJC13	7.0	9.0	5.0	6.0	15.0	14.0	9.0	6.0	7.0	6.0	12.0	5.0	7.0
ENSG00000138271	GPR87											0.9		
ENSG00000138279	ANXA7	63.0	75.0	47.0	55.0	91.0	73.0	57.0	53.0	67.0	63.0	119.0	47.0	57.0
ENSG00000138286	FAM149B1	9.0	9.0	8.0	8.0	13.0	12.0	9.0	9.0	9.0	8.0	11.0	7.0	10.0
ENSG00000138303	ASCC1	7.0	8.0	6.0	7.0	14.0	13.0	7.0	7.0	9.0	7.0	10.0	6.0	9.0
ENSG00000138311	ZNF365	16.0	36.0	7.0	9.0	12.0	8.0	20.0	10.0	8.0	9.0	4.0	9.0	7.0
ENSG00000138315	OIT3					1.0	1.0							
ENSG00000138316	ADAMTS14	0.9	1.0	2.0	3.0	0.6	1.0	2.0	3.0	1.0	1.0		4.0	3.0
ENSG00000138326	RPS24	126.0	118.0	140.0	90.0	194.0	155.0	102.0	114.0	124.0	113.0	270.0	81.0	141.0
ENSG00000138336	TET1					1.0	2.0			0.5		0.7		
ENSG00000138346	DNA2	1.0	2.0	1.0	2.0	6.0	7.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0
ENSG00000138356	AOX1	0.5	0.5	0.7	0.6	0.8	1.0	0.6	0.8	0.8		3.0	0.5	0.7
ENSG00000138363	ATIC	20.0	24.0	15.0	23.0	17.0	18.0	23.0	17.0	23.0	24.0	36.0	19.0	22.0
ENSG00000138375	SMARCAL1	5.0	6.0	4.0	4.0	6.0	6.0	6.0	4.0	6.0	4.0	14.0	4.0	5.0
ENSG00000138376	BARD1	0.9	1.0	1.0	1.0		0.5	1.0	1.0	1.0	0.8	2.0	0.8	1.0
ENSG00000138378	STAT4	6.0	16.0	1.0	3.0	0.6	1.0	17.0	1.0	6.0	5.0	27.0	1.0	2.0
ENSG00000138379	MSTN	0.8	0.8	0.7	0.7	1.0	2.0	0.9	0.7	1.0	0.8	2.0	0.5	0.8
ENSG00000138380	CARF	3.0	3.0	3.0	3.0	6.0	7.0	3.0	3.0	3.0	3.0	8.0	2.0	3.0
ENSG00000138381	ASNSD1	26.0	32.0	18.0	20.0	65.0	53.0	28.0	21.0	28.0	22.0	43.0	17.0	23.0
ENSG00000138382	METTL5	14.0	17.0	11.0	11.0	19.0	16.0	15.0	12.0	17.0	13.0	21.0	10.0	13.0
ENSG00000138385	SSB	26.0	33.0	19.0	22.0	51.0	40.0	26.0	21.0	31.0	24.0	49.0	19.0	22.0
ENSG00000138386	NAB1	14.0	16.0	12.0	10.0	57.0	48.0	14.0	13.0	13.0	11.0	40.0	8.0	14.0
ENSG00000138398	PPIG	13.0	17.0	10.0	12.0	34.0	27.0	13.0	12.0	15.0	12.0	33.0	10.0	12.0
ENSG00000138399	FASTKD1	7.0	9.0	5.0	7.0	18.0	17.0	9.0	6.0	7.0	7.0	15.0	6.0	7.0
ENSG00000138400	MDH1B	2.0	3.0	2.0	4.0	2.0	3.0	3.0	2.0	3.0	4.0	22.0	2.0	2.0
ENSG00000138411	HECW2	4.0	6.0	2.0	3.0	12.0	11.0	5.0	3.0	2.0	3.0	3.0	3.0	3.0
ENSG00000138413	IDH1	10.0	10.0	9.0	8.0	16.0	14.0	9.0	9.0	12.0	7.0	20.0	6.0	11.0
ENSG00000138430	OLA1	23.0	33.0	16.0	15.0	44.0	32.0	24.0	17.0	21.0	19.0	19.0	13.0	14.0
ENSG00000138433	CIR1	20.0	25.0	15.0	19.0	38.0	29.0	21.0	17.0	21.0	20.0	36.0	16.0	17.0
ENSG00000138434	SSFA2	25.0	26.0	27.0	23.0	86.0	95.0	27.0	30.0	32.0	22.0	26.0	21.0	41.0
ENSG00000138435	CHRNA1		0.6					0.5	1.0			4.0		
ENSG00000138439	FAM117B	5.0	7.0	3.0	4.0	15.0	11.0	5.0	3.0	6.0	5.0	9.0	3.0	3.0
ENSG00000138442	WDR12	4.0	6.0	2.0	4.0	6.0	5.0	4.0	3.0	4.0	4.0	6.0	3.0	3.0
ENSG00000138443	ABI2	16.0	20.0	11.0	14.0	21.0	18.0	16.0	12.0	13.0	18.0	14.0	12.0	9.0
ENSG00000138448	ITGAV	21.0	21.0	18.0	22.0	33.0	33.0	19.0	18.0	18.0	23.0	22.0	19.0	27.0
ENSG00000138449	SLC40A1	6.0	5.0	7.0	8.0	2.0	3.0	4.0	6.0	11.0	8.0	37.0	6.0	11.0
ENSG00000138459	SLC35A5	11.0	14.0	9.0	13.0	17.0	16.0	12.0	12.0	15.0	12.0	16.0	11.0	14.0
ENSG00000138463	DIRC2	6.0	6.0	5.0	7.0	4.0	5.0	6.0	5.0	6.0	7.0	11.0	6.0	6.0
ENSG00000138468	SENP7	6.0	6.0	6.0	6.0	22.0	22.0	7.0	6.0	8.0	6.0	17.0	5.0	7.0
ENSG00000138495	COX17	16.0	18.0	12.0	13.0	31.0	27.0	15.0	13.0	22.0	13.0	64.0	14.0	19.0
ENSG00000138496	PARP9	3.0	3.0	4.0	4.0	1.0	2.0	3.0	3.0	4.0	3.0	14.0	3.0	5.0
ENSG00000138587	MNS1	2.0	2.0	1.0	2.0	12.0	10.0	2.0	2.0	3.0	2.0	7.0	1.0	2.0
ENSG00000138592	USP8	4.0	5.0	3.0	3.0	8.0	7.0	4.0	3.0	4.0	3.0	8.0	3.0	4.0
ENSG00000138593	SECISBP2L	23.0	31.0	29.0	24.0	37.0	32.0	26.0	37.0	29.0	22.0	20.0	26.0	40.0
ENSG00000138594	TMOD3	4.0	4.0	4.0	5.0	5.0	4.0	3.0	4.0	4.0	5.0	7.0	4.0	4.0
ENSG00000138600	SPPL2A	4.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	5.0	4.0	11.0	4.0	5.0
ENSG00000138604	GLCE	5.0	7.0	4.0	4.0	79.0	72.0	6.0	4.0	7.0	8.0	13.0	4.0	5.0
ENSG00000138606	SHF	8.0	8.0	6.0	6.0	141.0	134.0	10.0	6.0	9.0	9.0	6.0	5.0	4.0
ENSG00000138613	APH1B	7.0	8.0	6.0	8.0	16.0	16.0	7.0	7.0	10.0	9.0	12.0	7.0	8.0
ENSG00000138614	INTS14	8.0	9.0	6.0	9.0	16.0	15.0	9.0	7.0	10.0	9.0	28.0	7.0	8.0
ENSG00000138615	CILP					2.0	2.0					2.0		
ENSG00000138617	PARP16	3.0	4.0	2.0	3.0	14.0	14.0	4.0	3.0	4.0	3.0	10.0	2.0	3.0
ENSG00000138621	PPCDC	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	7.0	2.0	3.0
ENSG00000138622	HCN4	0.8	0.9	0.6		0.6	1.0	1.0	0.5	2.0		1.0		1.0
ENSG00000138623	SEMA7A	11.0	25.0	5.0	5.0	57.0	60.0	27.0	14.0	6.0	2.0	4.0	6.0	17.0
ENSG00000138629	UBL7	56.0	67.0	34.0	33.0	59.0	60.0	74.0	40.0	36.0	34.0	47.0	34.0	39.0
ENSG00000138639	ARHGAP24	5.0	8.0	2.0	2.0	2.0	2.0	6.0	3.0	4.0	2.0	5.0	2.0	4.0
ENSG00000138640	FAM13A	4.0	7.0	3.0	3.0	18.0	17.0	7.0	3.0	3.0	3.0	7.0	2.0	2.0
ENSG00000138641	HERC3	7.0	11.0	5.0	10.0	38.0	33.0	8.0	6.0	8.0	11.0	13.0	8.0	6.0
ENSG00000138642	HERC6	6.0	8.0	4.0	5.0	1.0	2.0	9.0	4.0	5.0	5.0	6.0	4.0	4.0
ENSG00000138646	HERC5	2.0	2.0	3.0	3.0	0.9	1.0	2.0	2.0	3.0	3.0	8.0	2.0	3.0
ENSG00000138650	PCDH10	16.0	20.0	11.0	21.0	2.0	2.0	17.0	10.0	15.0	22.0	2.0	15.0	12.0
ENSG00000138658	ZGRF1	0.8	0.9	0.8	0.9	4.0	4.0	1.0	1.0	0.9	0.7	3.0	0.8	1.0
ENSG00000138660	AP1AR	13.0	17.0	9.0	14.0	27.0	18.0	10.0	12.0	13.0	16.0	10.0	13.0	10.0
ENSG00000138663	COPS4	22.0	29.0	13.0	15.0	30.0	29.0	28.0	15.0	25.0	19.0	46.0	12.0	17.0
ENSG00000138668	HNRNPD	29.0	34.0	24.0	24.0	76.0	70.0	31.0	26.0	34.0	26.0	90.0	21.0	28.0
ENSG00000138669	PRKG2	2.0	2.0	2.0	0.9			2.0	2.0	2.0	0.9	5.0	0.6	1.0
ENSG00000138670	RASGEF1B	1.0	2.0	2.0	5.0	1.0	1.0	2.0	2.0	3.0	4.0	4.0	4.0	2.0
ENSG00000138674	SEC31A	15.0	19.0	10.0	12.0	37.0	32.0	17.0	12.0	17.0	12.0	72.0	10.0	14.0
ENSG00000138675	FGF5					6.0	7.0							
ENSG00000138678	GPAT3	0.9	2.0		0.5	9.0	7.0	1.0	0.6	2.0	0.5	9.0		1.0
ENSG00000138685	FGF2	10.0	10.0	11.0	15.0	4.0	6.0	9.0	7.0	12.0	12.0	5.0	9.0	9.0
ENSG00000138686	BBS7	8.0	12.0	4.0	6.0	20.0	19.0	10.0	6.0	9.0	6.0	15.0	4.0	5.0
ENSG00000138688	KIAA1109	12.0	14.0	9.0	12.0	28.0	28.0	15.0	10.0	11.0	13.0	33.0	10.0	11.0
ENSG00000138696	BMPR1B	9.0	7.0	8.0	11.0	4.0	7.0	7.0	4.0	5.0	10.0	2.0	7.0	4.0
ENSG00000138698	RAP1GDS1	26.0	40.0	22.0	24.0	49.0	39.0	31.0	28.0	32.0	22.0	23.0	24.0	37.0
ENSG00000138709	LARP1B	4.0	5.0	3.0	3.0	9.0	7.0	4.0	3.0	4.0	4.0	12.0	3.0	3.0
ENSG00000138722	MMRN1				0.5					0.7		0.8		
ENSG00000138735	PDE5A	2.0	2.0	1.0	2.0	3.0	4.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
ENSG00000138738	PRDM5	1.0	1.0	0.9	1.0		0.7	1.0	0.8	1.0	1.0	5.0	0.7	1.0
ENSG00000138741	TRPC3	2.0	2.0	0.9	2.0	2.0	6.0	2.0	1.0	2.0	1.0	14.0	3.0	1.0
ENSG00000138744	NAAA	5.0	6.0	3.0	5.0	13.0	11.0	5.0	4.0	6.0	6.0	9.0	4.0	5.0
ENSG00000138750	NUP54	7.0	9.0	6.0	7.0	32.0	30.0	9.0	7.0	8.0	7.0	16.0	6.0	7.0
ENSG00000138755	CXCL9											1.0		
ENSG00000138756	BMP2K	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0
ENSG00000138757	G3BP2	32.0	50.0	18.0	20.0	80.0	53.0	31.0	21.0	40.0	29.0	38.0	16.0	25.0
ENSG00000138758	SEPT11	27.0	32.0	18.0	22.0	30.0	24.0	27.0	15.0	15.0	25.0	12.0	17.0	14.0
ENSG00000138759	FRAS1	1.0	2.0	0.5	1.0			2.0		1.0	2.0	4.0	1.0	
ENSG00000138760	SCARB2	49.0	63.0	48.0	51.0	78.0	63.0	51.0	60.0	61.0	44.0	54.0	47.0	66.0
ENSG00000138764	CCNG2	12.0	15.0	10.0	11.0	89.0	63.0	12.0	10.0	5.0	13.0	9.0	9.0	6.0
ENSG00000138767	CNOT6L	5.0	6.0	4.0	4.0	17.0	14.0	5.0	5.0	6.0	5.0	13.0	3.0	5.0
ENSG00000138768	USO1	20.0	26.0	15.0	18.0	40.0	33.0	21.0	19.0	20.0	18.0	72.0	15.0	22.0
ENSG00000138769	CDKL2	3.0	5.0	2.0	3.0	8.0	7.0	4.0	2.0	4.0	3.0	4.0	2.0	3.0
ENSG00000138771	SHROOM3	2.0	3.0	0.8	0.8	12.0	11.0	3.0	0.6	0.9	0.8	7.0	0.7	0.6
ENSG00000138772	ANXA3	3.0	4.0	3.0	4.0	2.0	2.0	4.0	3.0	4.0	3.0	5.0	4.0	6.0
ENSG00000138777	PPA2	11.0	13.0	9.0	9.0	14.0	14.0	12.0	9.0	12.0	9.0	27.0	8.0	11.0
ENSG00000138780	GSTCD	2.0	2.0	1.0	2.0	4.0	4.0	2.0	1.0	2.0	2.0	4.0	1.0	2.0
ENSG00000138785	INTS12	5.0	6.0	4.0	5.0	8.0	8.0	5.0	4.0	6.0	5.0	10.0	4.0	6.0
ENSG00000138792	ENPEP	0.6	0.6	0.6	0.7			0.5	0.7	0.5	0.6	3.0	0.6	0.6
ENSG00000138794	CASP6	3.0	3.0	2.0	3.0	7.0	5.0	3.0	3.0	3.0	3.0	9.0	2.0	3.0
ENSG00000138795	LEF1	3.0	3.0	3.0	4.0	2.0	3.0	4.0	4.0	6.0	3.0	0.5	4.0	5.0
ENSG00000138796	HADH	17.0	18.0	14.0	18.0	25.0	24.0	18.0	14.0	21.0	19.0	33.0	15.0	18.0
ENSG00000138798	EGF	0.5	0.6					0.6				0.7		
ENSG00000138801	PAPSS1	37.0	44.0	30.0	37.0	46.0	34.0	31.0	44.0	40.0	40.0	32.0	34.0	42.0
ENSG00000138802	SEC24B	10.0	12.0	7.0	9.0	25.0	24.0	12.0	8.0	11.0	9.0	27.0	7.0	9.0
ENSG00000138814	PPP3CA	90.0	172.0	40.0	153.0	206.0	118.0	96.0	79.0	35.0	162.0	18.0	145.0	16.0
ENSG00000138821	SLC39A8	3.0	4.0	3.0	5.0	5.0	4.0	4.0	4.0	4.0	3.0	9.0	4.0	5.0
ENSG00000138823	MTTP									0.5				
ENSG00000138829	FBN2											1.0		
ENSG00000138834	MAPK8IP3	60.0	79.0	33.0	38.0	268.0	288.0	98.0	47.0	55.0	45.0	136.0	34.0	42.0
ENSG00000138835	RGS3	3.0	3.0	2.0	3.0	2.0	3.0	4.0	3.0	4.0	2.0	5.0	3.0	7.0
