PROV_ID,CONTACT_DATE,EFF_TO_DATE,PROV_TYPE
4817,2010-01-01,2099-12-31,Resident
2598,2010-01-01,2099-12-31,Nurse Practitioner
906,2010-01-01,2099-12-31,Physician
4807,2010-01-01,2099-12-31,Physician
3054,2010-01-01,2099-12-31,Physician
2436,2010-01-01,2099-12-31,Resident
3692,2010-01-01,2099-12-31,Physician
3754,2010-01-01,2099-12-31,Physician
458,2010-01-01,2099-12-31,Physician
2867,2010-01-01,2099-12-31,Resident
2378,2010-01-01,2099-12-31,Physician
497,2010-01-01,2099-12-31,Nurse Practitioner
1828,2010-01-01,2099-12-31,Physician
822,2010-01-01,2099-12-31,Physician
4292,2010-01-01,2099-12-31,Physician
4718,2010-01-01,2099-12-31,Resident
485,2010-01-01,2099-12-31,Physician
3112,2010-01-01,2099-12-31,Physician
4378,2010-01-01,2099-12-31,Resident
666,2010-01-01,2099-12-31,Nurse Practitioner
3600,2010-01-01,2099-12-31,Resident
2371,2010-01-01,2099-12-31,Physician
3526,2010-01-01,2099-12-31,Resident
4761,2010-01-01,2099-12-31,Physician
3474,2010-01-01,2099-12-31,Physician
4538,2010-01-01,2099-12-31,Physician
4540,2010-01-01,2099-12-31,Nurse Practitioner
1158,2010-01-01,2099-12-31,Resident
3906,2010-01-01,2099-12-31,Resident
3917,2010-01-01,2099-12-31,Physician with Sedation
3223,2010-01-01,2099-12-31,Physician
4706,2010-01-01,2099-12-31,Resident
2423,2010-01-01,2099-12-31,Resident
2808,2010-01-01,2099-12-31,Nurse Practitioner
363,2010-01-01,2099-12-31,Physician
3080,2010-01-01,2099-12-31,Nurse Practitioner
1356,2010-01-01,2099-12-31,Physician
4655,2010-01-01,2099-12-31,Physician
1217,2010-01-01,2099-12-31,Resident
3816,2010-01-01,2099-12-31,Physician
1453,2010-01-01,2099-12-31,Physician
4340,2010-01-01,2099-12-31,Nurse Practitioner
728,2010-01-01,2099-12-31,Physician
1632,2010-01-01,2099-12-31,Physician
830,2010-01-01,2099-12-31,Physician
2393,2010-01-01,2099-12-31,Physician
1273,2010-01-01,2099-12-31,FELLOW
2601,2010-01-01,2099-12-31,Physician
2120,2010-01-01,2099-12-31,Nurse Practitioner
2968,2010-01-01,2099-12-31,FELLOW
731,2010-01-01,2099-12-31,Physician
1101,2010-01-01,2099-12-31,Resident
1614,2010-01-01,2099-12-31,Physician
1827,2010-01-01,2099-12-31,Resident
4061,2010-01-01,2099-12-31,Physician
1288,2010-01-01,2099-12-31,Resident
5000,2010-01-01,2099-12-31,FELLOW
4109,2010-01-01,2099-12-31,Physician
4419,2010-01-01,2099-12-31,Physician
3333,2010-01-01,2099-12-31,Nurse Practitioner
3912,2010-01-01,2099-12-31,Physician
439,2010-01-01,2099-12-31,Resident
4970,2010-01-01,2099-12-31,Resident
3915,2010-01-01,2099-12-31,Nurse Practitioner
2206,2010-01-01,2099-12-31,Resident
4544,2010-01-01,2099-12-31,Physician
2829,2010-01-01,2099-12-31,Resident
3689,2010-01-01,2099-12-31,FELLOW
2000,2010-01-01,2099-12-31,FELLOW
695,2010-01-01,2099-12-31,Physician
990,2010-01-01,2099-12-31,Nurse Practitioner
4590,2010-01-01,2099-12-31,Resident
3792,2010-01-01,2099-12-31,Nurse Practitioner
1574,2010-01-01,2099-12-31,Physician
144,2010-01-01,2099-12-31,Resident
2689,2010-01-01,2099-12-31,FELLOW
239,2010-01-01,2099-12-31,Nurse Practitioner
1149,2010-01-01,2099-12-31,Physician
197,2010-01-01,2099-12-31,Physician
4508,2010-01-01,2099-12-31,Nurse Practitioner
4384,2010-01-01,2099-12-31,Physician
2490,2010-01-01,2099-12-31,Physician
2034,2010-01-01,2099-12-31,Physician with Sedation
3113,2010-01-01,2099-12-31,Physician
1547,2010-01-01,2099-12-31,Resident
43,2010-01-01,2099-12-31,Physician
3304,2010-01-01,2099-12-31,Nurse Practitioner
4760,2010-01-01,2099-12-31,Physician
3283,2010-01-01,2099-12-31,Physician
945,2010-01-01,2099-12-31,Physician
3637,2010-01-01,2099-12-31,Physician
4255,2010-01-01,2099-12-31,Physician
3880,2010-01-01,2099-12-31,Resident
4027,2010-01-01,2099-12-31,Physician
11,2010-01-01,2099-12-31,Physician
4304,2010-01-01,2099-12-31,Resident
4203,2010-01-01,2099-12-31,Physician
2442,2010-01-01,2099-12-31,Physician
1350,2010-01-01,2099-12-31,Physician
376,2010-01-01,2099-12-31,Physician
4324,2010-01-01,2099-12-31,Physician
1622,2010-01-01,2099-12-31,Resident
2649,2010-01-01,2099-12-31,Resident
4752,2010-01-01,2099-12-31,FELLOW
2397,2010-01-01,2099-12-31,Physician
1264,2010-01-01,2099-12-31,Physician
4525,2010-01-01,2099-12-31,Nurse Practitioner
3991,2010-01-01,2099-12-31,Physician
3663,2010-01-01,2099-12-31,Nurse Practitioner
2114,2010-01-01,2099-12-31,Physician
2212,2010-01-01,2099-12-31,FELLOW
2262,2010-01-01,2099-12-31,Physician
3162,2010-01-01,2099-12-31,Resident
3993,2010-01-01,2099-12-31,Nurse Practitioner
178,2010-01-01,2099-12-31,Resident
4501,2010-01-01,2099-12-31,Physician
1470,2010-01-01,2099-12-31,Resident
2538,2010-01-01,2099-12-31,Physician
2520,2010-01-01,2099-12-31,Nurse Practitioner
4702,2010-01-01,2099-12-31,Resident
2415,2010-01-01,2099-12-31,Physician
401,2010-01-01,2099-12-31,Physician
625,2010-01-01,2099-12-31,Physician
1799,2010-01-01,2099-12-31,Resident
126,2010-01-01,2099-12-31,Physician
2095,2010-01-01,2099-12-31,Nurse Practitioner
3690,2010-01-01,2099-12-31,Resident
3516,2010-01-01,2099-12-31,Resident
4123,2010-01-01,2099-12-31,Physician
2385,2010-01-01,2099-12-31,Physician
176,2010-01-01,2099-12-31,Nurse Practitioner
223,2010-01-01,2099-12-31,Nurse Practitioner
3958,2010-01-01,2099-12-31,Physician
4071,2010-01-01,2099-12-31,Nurse Practitioner
1897,2010-01-01,2099-12-31,Resident
356,2010-01-01,2099-12-31,Nurse Practitioner
2234,2010-01-01,2099-12-31,Resident
3220,2010-01-01,2099-12-31,Resident
4240,2010-01-01,2099-12-31,Physician
4642,2010-01-01,2099-12-31,Resident
792,2010-01-01,2099-12-31,Nurse Practitioner
3201,2010-01-01,2099-12-31,Nurse Practitioner
254,2010-01-01,2099-12-31,Nurse Practitioner
2283,2010-01-01,2099-12-31,Physician
2477,2010-01-01,2099-12-31,Nurse Practitioner
1131,2010-01-01,2099-12-31,Physician
4003,2010-01-01,2099-12-31,Nurse Practitioner
590,2010-01-01,2099-12-31,Physician
3493,2010-01-01,2099-12-31,Resident
529,2010-01-01,2099-12-31,Physician
2318,2010-01-01,2099-12-31,Nurse Practitioner
1185,2010-01-01,2099-12-31,Physician
916,2010-01-01,2099-12-31,Nurse Practitioner
1629,2010-01-01,2099-12-31,Physician
3680,2010-01-01,2099-12-31,Physician
4681,2010-01-01,2099-12-31,Resident
204,2010-01-01,2099-12-31,Nurse Practitioner
4675,2010-01-01,2099-12-31,Physician
4486,2010-01-01,2099-12-31,Resident
2030,2010-01-01,2099-12-31,Nurse Practitioner
4979,2010-01-01,2099-12-31,Physician
3631,2010-01-01,2099-12-31,Physician
4908,2010-01-01,2099-12-31,Physician
3673,2010-01-01,2099-12-31,Nurse Practitioner
599,2010-01-01,2099-12-31,Nurse Practitioner
2876,2010-01-01,2099-12-31,Physician with Sedation
3230,2010-01-01,2099-12-31,Physician
2042,2010-01-01,2099-12-31,Physician
1324,2010-01-01,2099-12-31,Resident
4559,2010-01-01,2099-12-31,Nurse Practitioner
3486,2010-01-01,2099-12-31,Physician
1755,2010-01-01,2099-12-31,Physician
202,2010-01-01,2099-12-31,Physician
1173,2010-01-01,2099-12-31,Physician
2591,2010-01-01,2099-12-31,Physician
224,2010-01-01,2099-12-31,Nurse Practitioner
161,2010-01-01,2099-12-31,Physician
3865,2010-01-01,2099-12-31,Nurse Practitioner
4641,2010-01-01,2099-12-31,Physician
4520,2010-01-01,2099-12-31,Physician
3839,2010-01-01,2099-12-31,Nurse Practitioner
3567,2010-01-01,2099-12-31,Resident
980,2010-01-01,2099-12-31,Nurse Practitioner
3907,2010-01-01,2099-12-31,Physician
987,2010-01-01,2099-12-31,Physician
4942,2010-01-01,2099-12-31,Physician
1411,2010-01-01,2099-12-31,Nurse Practitioner
3482,2010-01-01,2099-12-31,Physician
4402,2010-01-01,2099-12-31,Physician
1940,2010-01-01,2099-12-31,Physician
1279,2010-01-01,2099-12-31,Physician
1824,2010-01-01,2099-12-31,Nurse Practitioner
3009,2010-01-01,2099-12-31,Nurse Practitioner
4484,2010-01-01,2099-12-31,Resident
2433,2010-01-01,2099-12-31,Physician
1381,2010-01-01,2099-12-31,Physician
2729,2010-01-01,2099-12-31,Nurse Practitioner
4534,2010-01-01,2099-12-31,Physician
2089,2010-01-01,2099-12-31,Physician
1617,2010-01-01,2099-12-31,Physician
3587,2010-01-01,2099-12-31,Resident
4899,2010-01-01,2099-12-31,Physician
1017,2010-01-01,2099-12-31,Physician
4417,2010-01-01,2099-12-31,Resident
681,2010-01-01,2099-12-31,Physician
2170,2010-01-01,2099-12-31,Resident
1168,2010-01-01,2099-12-31,Nurse Practitioner
2998,2010-01-01,2099-12-31,Physician
4425,2010-01-01,2099-12-31,Physician
1900,2010-01-01,2099-12-31,Physician
3275,2010-01-01,2099-12-31,Physician
4653,2010-01-01,2099-12-31,Nurse Practitioner
101,2010-01-01,2099-12-31,Resident
4959,2010-01-01,2099-12-31,Physician
1210,2010-01-01,2099-12-31,Physician
1445,2010-01-01,2099-12-31,Physician
4512,2010-01-01,2099-12-31,Resident
2657,2010-01-01,2099-12-31,Resident
3843,2010-01-01,2099-12-31,Physician
735,2010-01-01,2099-12-31,Physician
1613,2010-01-01,2099-12-31,Physician
1740,2010-01-01,2099-12-31,Physician
3899,2010-01-01,2099-12-31,Physician
4015,2010-01-01,2099-12-31,Resident
1696,2010-01-01,2099-12-31,Physician
829,2010-01-01,2099-12-31,Physician
311,2010-01-01,2099-12-31,Physician
4684,2010-01-01,2099-12-31,FELLOW
2995,2010-01-01,2099-12-31,Nurse Practitioner
2820,2010-01-01,2099-12-31,Resident
4643,2010-01-01,2099-12-31,Physician
1682,2010-01-01,2099-12-31,Nurse Practitioner
1377,2010-01-01,2099-12-31,Physician
4872,2010-01-01,2099-12-31,Resident
3641,2010-01-01,2099-12-31,Physician
2976,2010-01-01,2099-12-31,Resident
799,2010-01-01,2099-12-31,Nurse Practitioner
4297,2010-01-01,2099-12-31,Resident
2595,2010-01-01,2099-12-31,Physician
4179,2010-01-01,2099-12-31,Nurse Practitioner
4275,2010-01-01,2099-12-31,Physician
419,2010-01-01,2099-12-31,Physician
582,2010-01-01,2099-12-31,Resident
4972,2010-01-01,2099-12-31,Nurse Practitioner
4533,2010-01-01,2099-12-31,Physician
4989,2010-01-01,2099-12-31,Physician
4755,2010-01-01,2099-12-31,Physician
2176,2010-01-01,2099-12-31,Physician
2449,2010-01-01,2099-12-31,Nurse Practitioner
3397,2010-01-01,2099-12-31,Physician
2300,2010-01-01,2099-12-31,Resident
1771,2010-01-01,2099-12-31,Nurse Practitioner
1447,2010-01-01,2099-12-31,Physician
3433,2010-01-01,2099-12-31,Physician
4267,2010-01-01,2099-12-31,Physician
739,2010-01-01,2099-12-31,Physician
3227,2010-01-01,2099-12-31,Resident
2386,2010-01-01,2099-12-31,Resident
1049,2010-01-01,2099-12-31,Nurse Practitioner
4273,2010-01-01,2099-12-31,Physician
318,2010-01-01,2099-12-31,Resident
2711,2010-01-01,2099-12-31,Resident
4182,2010-01-01,2099-12-31,Nurse Practitioner
269,2010-01-01,2099-12-31,Physician
1357,2010-01-01,2099-12-31,Resident
2441,2010-01-01,2099-12-31,Resident
4968,2010-01-01,2099-12-31,Physician
402,2010-01-01,2099-12-31,Nurse Practitioner
4581,2010-01-01,2099-12-31,Nurse Practitioner
742,2010-01-01,2099-12-31,Physician
1813,2010-01-01,2099-12-31,Resident
1141,2010-01-01,2099-12-31,Physician
553,2010-01-01,2099-12-31,FELLOW
2162,2010-01-01,2099-12-31,Resident
159,2010-01-01,2099-12-31,Physician
2361,2010-01-01,2099-12-31,Physician
2699,2010-01-01,2099-12-31,Physician
1593,2010-01-01,2099-12-31,Resident
4000,2010-01-01,2099-12-31,Physician
4114,2010-01-01,2099-12-31,Physician
4796,2010-01-01,2099-12-31,Physician
2886,2010-01-01,2099-12-31,Nurse Practitioner
74,2010-01-01,2099-12-31,Physician
1376,2010-01-01,2099-12-31,Physician
4052,2010-01-01,2099-12-31,Nurse Practitioner
4847,2010-01-01,2099-12-31,Resident
4306,2010-01-01,2099-12-31,Nurse Practitioner
2505,2010-01-01,2099-12-31,Resident
2702,2010-01-01,2099-12-31,Physician
2848,2010-01-01,2099-12-31,Physician
2913,2010-01-01,2099-12-31,Physician
579,2010-01-01,2099-12-31,Resident
3461,2010-01-01,2099-12-31,Physician
3982,2010-01-01,2099-12-31,Resident
431,2010-01-01,2099-12-31,Physician
1534,2010-01-01,2099-12-31,Physician
669,2010-01-01,2099-12-31,Nurse Practitioner
4212,2010-01-01,2099-12-31,Physician
4174,2010-01-01,2099-12-31,FELLOW
3872,2010-01-01,2099-12-31,Resident
1877,2010-01-01,2099-12-31,Resident
692,2010-01-01,2099-12-31,Physician
1502,2010-01-01,2099-12-31,Physician
3563,2010-01-01,2099-12-31,Physician
3753,2010-01-01,2099-12-31,Physician
1946,2010-01-01,2099-12-31,FELLOW
3357,2010-01-01,2099-12-31,Physician
1498,2010-01-01,2099-12-31,Physician
977,2010-01-01,2099-12-31,Physician
4962,2010-01-01,2099-12-31,Resident
3225,2010-01-01,2099-12-31,Resident
3969,2010-01-01,2099-12-31,Physician
2222,2010-01-01,2099-12-31,Resident
3584,2010-01-01,2099-12-31,Resident
3334,2010-01-01,2099-12-31,Nurse Practitioner
442,2010-01-01,2099-12-31,Physician
675,2010-01-01,2099-12-31,Physician
1214,2010-01-01,2099-12-31,Physician
1142,2010-01-01,2099-12-31,Physician
333,2010-01-01,2099-12-31,Nurse Practitioner
1887,2010-01-01,2099-12-31,Physician
673,2010-01-01,2099-12-31,Physician
3160,2010-01-01,2099-12-31,Resident
4768,2010-01-01,2099-12-31,Resident
2650,2010-01-01,2099-12-31,Resident
1065,2010-01-01,2099-12-31,Physician
4584,2010-01-01,2099-12-31,Nurse Practitioner
4998,2010-01-01,2099-12-31,Physician with Sedation
3010,2010-01-01,2099-12-31,Physician
4355,2010-01-01,2099-12-31,Physician
1572,2010-01-01,2099-12-31,Physician
4740,2010-01-01,2099-12-31,Nurse Practitioner
2537,2010-01-01,2099-12-31,Physician
4616,2010-01-01,2099-12-31,Physician
2780,2010-01-01,2099-12-31,Physician
3316,2010-01-01,2099-12-31,Resident
936,2010-01-01,2099-12-31,Physician
807,2010-01-01,2099-12-31,Nurse Practitioner
2582,2010-01-01,2099-12-31,Resident
210,2010-01-01,2099-12-31,Nurse Practitioner
296,2010-01-01,2099-12-31,Physician
4206,2010-01-01,2099-12-31,Physician
547,2010-01-01,2099-12-31,Resident
1276,2010-01-01,2099-12-31,Nurse Practitioner
1862,2010-01-01,2099-12-31,Physician
4092,2010-01-01,2099-12-31,Resident
456,2010-01-01,2099-12-31,Physician
2750,2010-01-01,2099-12-31,Physician
3990,2010-01-01,2099-12-31,FELLOW
1434,2010-01-01,2099-12-31,Physician
1457,2010-01-01,2099-12-31,Physician
4515,2010-01-01,2099-12-31,Physician
2248,2010-01-01,2099-12-31,Physician
2215,2010-01-01,2099-12-31,Nurse Practitioner
3629,2010-01-01,2099-12-31,Resident
982,2010-01-01,2099-12-31,Physician
2756,2010-01-01,2099-12-31,FELLOW
1446,2010-01-01,2099-12-31,Nurse Practitioner
2910,2010-01-01,2099-12-31,Physician
594,2010-01-01,2099-12-31,Resident
276,2010-01-01,2099-12-31,Physician
643,2010-01-01,2099-12-31,Resident
4341,2010-01-01,2099-12-31,Physician
4608,2010-01-01,2099-12-31,Resident
4096,2010-01-01,2099-12-31,Nurse Practitioner
1646,2010-01-01,2099-12-31,Resident
3141,2010-01-01,2099-12-31,Nurse Practitioner
765,2010-01-01,2099-12-31,Resident
737,2010-01-01,2099-12-31,Nurse Practitioner
1033,2010-01-01,2099-12-31,Nurse Practitioner
4924,2010-01-01,2099-12-31,Physician
2620,2010-01-01,2099-12-31,Physician
1497,2010-01-01,2099-12-31,Physician
4262,2010-01-01,2099-12-31,Physician
1492,2010-01-01,2099-12-31,Nurse Practitioner
2086,2010-01-01,2099-12-31,Physician
930,2010-01-01,2099-12-31,Physician
3536,2010-01-01,2099-12-31,Physician
2308,2010-01-01,2099-12-31,Physician
4524,2010-01-01,2099-12-31,Nurse Practitioner
1774,2010-01-01,2099-12-31,Nurse Practitioner
2269,2010-01-01,2099-12-31,FELLOW
1954,2010-01-01,2099-12-31,Physician
1291,2010-01-01,2099-12-31,Nurse Practitioner
4187,2010-01-01,2099-12-31,Physician
636,2010-01-01,2099-12-31,Resident
2761,2010-01-01,2099-12-31,Physician
1636,2010-01-01,2099-12-31,Resident
3928,2010-01-01,2099-12-31,Physician
3694,2010-01-01,2099-12-31,Physician
1840,2010-01-01,2099-12-31,Nurse Practitioner
592,2010-01-01,2099-12-31,Resident
3377,2010-01-01,2099-12-31,Physician
1955,2010-01-01,2099-12-31,Physician
662,2010-01-01,2099-12-31,Nurse Practitioner
1087,2010-01-01,2099-12-31,Physician
3820,2010-01-01,2099-12-31,FELLOW
714,2010-01-01,2099-12-31,Physician
3999,2010-01-01,2099-12-31,FELLOW
1832,2010-01-01,2099-12-31,Physician
1873,2010-01-01,2099-12-31,Nurse Practitioner
2799,2010-01-01,2099-12-31,Resident
844,2010-01-01,2099-12-31,Nurse Practitioner
247,2010-01-01,2099-12-31,Physician
588,2010-01-01,2099-12-31,Physician
3366,2010-01-01,2099-12-31,Resident
3573,2010-01-01,2099-12-31,Physician
3243,2010-01-01,2099-12-31,Resident
4483,2010-01-01,2099-12-31,Physician
1183,2010-01-01,2099-12-31,Physician
975,2010-01-01,2099-12-31,Physician
4039,2010-01-01,2099-12-31,Resident
1925,2010-01-01,2099-12-31,Physician
3382,2010-01-01,2099-12-31,Physician
4601,2010-01-01,2099-12-31,Physician
3634,2010-01-01,2099-12-31,Resident
827,2010-01-01,2099-12-31,Physician
2471,2010-01-01,2099-12-31,Physician
613,2010-01-01,2099-12-31,Resident
1989,2010-01-01,2099-12-31,Physician
2978,2010-01-01,2099-12-31,Resident
1509,2010-01-01,2099-12-31,Physician
3365,2010-01-01,2099-12-31,Physician
680,2010-01-01,2099-12-31,Nurse Practitioner
1710,2010-01-01,2099-12-31,Physician
3387,2010-01-01,2099-12-31,Physician
811,2010-01-01,2099-12-31,Physician
4083,2010-01-01,2099-12-31,Physician
2770,2010-01-01,2099-12-31,Physician
2667,2010-01-01,2099-12-31,Resident
1557,2010-01-01,2099-12-31,Physician
34,2010-01-01,2099-12-31,Resident
3498,2010-01-01,2099-12-31,Physician
3652,2010-01-01,2099-12-31,Resident
2406,2010-01-01,2099-12-31,Resident
3947,2010-01-01,2099-12-31,Resident
3577,2010-01-01,2099-12-31,Resident
3799,2010-01-01,2099-12-31,Physician
1658,2010-01-01,2099-12-31,Physician
2918,2010-01-01,2099-12-31,Physician
2628,2010-01-01,2099-12-31,Physician
810,2010-01-01,2099-12-31,Physician
7,2010-01-01,2099-12-31,Physician
1316,2010-01-01,2099-12-31,Resident
4705,2010-01-01,2099-12-31,Physician
2864,2010-01-01,2099-12-31,Physician
4397,2010-01-01,2099-12-31,Physician
1504,2010-01-01,2099-12-31,Physician with Sedation
2006,2010-01-01,2099-12-31,Physician
3418,2010-01-01,2099-12-31,Physician
1448,2010-01-01,2099-12-31,Nurse Practitioner
580,2010-01-01,2099-12-31,Physician
809,2010-01-01,2099-12-31,Physician
3955,2010-01-01,2099-12-31,Nurse Practitioner
3029,2010-01-01,2099-12-31,Resident
2909,2010-01-01,2099-12-31,Resident
2322,2010-01-01,2099-12-31,Physician
4804,2010-01-01,2099-12-31,Physician
2579,2010-01-01,2099-12-31,Physician
2411,2010-01-01,2099-12-31,Nurse Practitioner
2570,2010-01-01,2099-12-31,Physician
1961,2010-01-01,2099-12-31,Physician
2226,2010-01-01,2099-12-31,Physician
1714,2010-01-01,2099-12-31,Nurse Practitioner
3329,2010-01-01,2099-12-31,Physician
3555,2010-01-01,2099-12-31,Physician
2616,2010-01-01,2099-12-31,Nurse Practitioner
3355,2010-01-01,2099-12-31,Resident
3159,2010-01-01,2099-12-31,Nurse Practitioner
1329,2010-01-01,2099-12-31,Resident
2651,2010-01-01,2099-12-31,Resident
1761,2010-01-01,2099-12-31,Physician
109,2010-01-01,2099-12-31,Physician
3778,2010-01-01,2099-12-31,Physician
177,2010-01-01,2099-12-31,Resident
2301,2010-01-01,2099-12-31,Physician
2107,2010-01-01,2099-12-31,Physician
1905,2010-01-01,2099-12-31,Physician
2067,2010-01-01,2099-12-31,Resident
479,2010-01-01,2099-12-31,Physician
2056,2010-01-01,2099-12-31,Physician
1555,2010-01-01,2099-12-31,Physician
1941,2010-01-01,2099-12-31,Physician
2370,2010-01-01,2099-12-31,Physician
568,2010-01-01,2099-12-31,Physician
4493,2010-01-01,2099-12-31,FELLOW
1727,2010-01-01,2099-12-31,Physician
706,2010-01-01,2099-12-31,Nurse Practitioner
3417,2010-01-01,2099-12-31,Nurse Practitioner
2844,2010-01-01,2099-12-31,Physician
3259,2010-01-01,2099-12-31,Physician
2018,2010-01-01,2099-12-31,Physician with Sedation
1942,2010-01-01,2099-12-31,Physician
1695,2010-01-01,2099-12-31,Physician
4881,2010-01-01,2099-12-31,Nurse Practitioner
4119,2010-01-01,2099-12-31,Resident
4841,2010-01-01,2099-12-31,Physician
1176,2010-01-01,2099-12-31,Nurse Practitioner
3887,2010-01-01,2099-12-31,Physician
3124,2010-01-01,2099-12-31,Nurse Practitioner
3479,2010-01-01,2099-12-31,Physician
3717,2010-01-01,2099-12-31,Resident
23,2010-01-01,2099-12-31,Physician
199,2010-01-01,2099-12-31,Physician
802,2010-01-01,2099-12-31,Physician
3618,2010-01-01,2099-12-31,Resident
2704,2010-01-01,2099-12-31,Resident
466,2010-01-01,2099-12-31,Physician
4500,2010-01-01,2099-12-31,Physician
4909,2010-01-01,2099-12-31,Physician with Sedation
160,2010-01-01,2099-12-31,Physician
747,2010-01-01,2099-12-31,Physician
4428,2010-01-01,2099-12-31,Physician
656,2010-01-01,2099-12-31,Nurse Practitioner
2133,2010-01-01,2099-12-31,Physician
206,2010-01-01,2099-12-31,Physician
2408,2010-01-01,2099-12-31,Physician
253,2010-01-01,2099-12-31,Resident
4769,2010-01-01,2099-12-31,Resident
3071,2010-01-01,2099-12-31,FELLOW
2164,2010-01-01,2099-12-31,Nurse Practitioner
4269,2010-01-01,2099-12-31,Physician
2102,2010-01-01,2099-12-31,Resident
4826,2010-01-01,2099-12-31,Physician
2745,2010-01-01,2099-12-31,Physician
1413,2010-01-01,2099-12-31,Resident
4440,2010-01-01,2099-12-31,Physician
1197,2010-01-01,2099-12-31,Physician
2129,2010-01-01,2099-12-31,Resident
3146,2010-01-01,2099-12-31,Physician
1363,2010-01-01,2099-12-31,Resident
4457,2010-01-01,2099-12-31,Physician
3833,2010-01-01,2099-12-31,Physician
4279,2010-01-01,2099-12-31,Physician
775,2010-01-01,2099-12-31,Nurse Practitioner
2748,2010-01-01,2099-12-31,Physician
1878,2010-01-01,2099-12-31,Physician
3384,2010-01-01,2099-12-31,Nurse Practitioner
842,2010-01-01,2099-12-31,Physician
768,2010-01-01,2099-12-31,Physician
2655,2010-01-01,2099-12-31,Physician
4054,2010-01-01,2099-12-31,Physician
476,2010-01-01,2099-12-31,Resident
701,2010-01-01,2099-12-31,Physician
1148,2010-01-01,2099-12-31,Resident
4046,2010-01-01,2099-12-31,Resident
1546,2010-01-01,2099-12-31,Physician
2198,2010-01-01,2099-12-31,Physician
722,2010-01-01,2099-12-31,Resident
3154,2010-01-01,2099-12-31,FELLOW
1286,2010-01-01,2099-12-31,Resident
2506,2010-01-01,2099-12-31,Physician
3391,2010-01-01,2099-12-31,Physician
803,2010-01-01,2099-12-31,Physician
1138,2010-01-01,2099-12-31,Physician
1219,2010-01-01,2099-12-31,Nurse Practitioner
103,2010-01-01,2099-12-31,Resident
3452,2010-01-01,2099-12-31,Physician
895,2010-01-01,2099-12-31,Physician
4876,2010-01-01,2099-12-31,Physician
1530,2010-01-01,2099-12-31,Physician
3811,2010-01-01,2099-12-31,Physician
3829,2010-01-01,2099-12-31,Nurse Practitioner
255,2010-01-01,2099-12-31,Physician
3729,2010-01-01,2099-12-31,Resident
627,2010-01-01,2099-12-31,Physician with Sedation
3013,2010-01-01,2099-12-31,Physician
4943,2010-01-01,2099-12-31,Nurse Practitioner
4717,2010-01-01,2099-12-31,FELLOW
4221,2010-01-01,2099-12-31,Nurse Practitioner
2223,2010-01-01,2099-12-31,Physician
342,2010-01-01,2099-12-31,Physician
3020,2010-01-01,2099-12-31,Resident
162,2010-01-01,2099-12-31,Physician
2009,2010-01-01,2099-12-31,Physician
2175,2010-01-01,2099-12-31,Resident
4883,2010-01-01,2099-12-31,Nurse Practitioner
2605,2010-01-01,2099-12-31,Physician
853,2010-01-01,2099-12-31,Nurse Practitioner
771,2010-01-01,2099-12-31,Physician
2419,2010-01-01,2099-12-31,Resident
233,2010-01-01,2099-12-31,Nurse Practitioner
1187,2010-01-01,2099-12-31,Physician
3922,2010-01-01,2099-12-31,Nurse Practitioner
1269,2010-01-01,2099-12-31,Nurse Practitioner
2744,2010-01-01,2099-12-31,Resident
1669,2010-01-01,2099-12-31,Resident
3797,2010-01-01,2099-12-31,Nurse Practitioner
1621,2010-01-01,2099-12-31,Physician
308,2010-01-01,2099-12-31,Nurse Practitioner
1662,2010-01-01,2099-12-31,Physician
2272,2010-01-01,2099-12-31,Nurse Practitioner
2812,2010-01-01,2099-12-31,Nurse Practitioner
3864,2010-01-01,2099-12-31,Physician
4656,2010-01-01,2099-12-31,Physician
2889,2010-01-01,2099-12-31,Nurse Practitioner
761,2010-01-01,2099-12-31,Physician
2326,2010-01-01,2099-12-31,Nurse Practitioner
3583,2010-01-01,2099-12-31,Physician
2946,2010-01-01,2099-12-31,Physician with Sedation
220,2010-01-01,2099-12-31,Physician
2817,2010-01-01,2099-12-31,Resident
3582,2010-01-01,2099-12-31,Nurse Practitioner
91,2010-01-01,2099-12-31,Physician
4941,2010-01-01,2099-12-31,Physician
3436,2010-01-01,2099-12-31,Resident
1344,2010-01-01,2099-12-31,Physician
1565,2010-01-01,2099-12-31,Resident
3550,2010-01-01,2099-12-31,Physician
4068,2010-01-01,2099-12-31,Resident
335,2010-01-01,2099-12-31,Resident
2181,2010-01-01,2099-12-31,Physician
3496,2010-01-01,2099-12-31,Nurse Practitioner
4827,2010-01-01,2099-12-31,Nurse Practitioner
4849,2010-01-01,2099-12-31,Resident
3351,2010-01-01,2099-12-31,Physician
2757,2010-01-01,2099-12-31,Resident
2396,2010-01-01,2099-12-31,Physician
740,2010-01-01,2099-12-31,Physician
2714,2010-01-01,2099-12-31,Physician with Sedation
1341,2010-01-01,2099-12-31,Physician
4698,2010-01-01,2099-12-31,Resident
4851,2010-01-01,2099-12-31,Nurse Practitioner
3226,2010-01-01,2099-12-31,Nurse Practitioner
3042,2010-01-01,2099-12-31,Resident
4912,2010-01-01,2099-12-31,Physician
4263,2010-01-01,2099-12-31,Resident
1786,2010-01-01,2099-12-31,Physician
4890,2010-01-01,2099-12-31,Physician
4792,2010-01-01,2099-12-31,Physician
1037,2010-01-01,2099-12-31,Nurse Practitioner
1401,2010-01-01,2099-12-31,Physician
